entry_time,entry_signal_time,exit_time,exit_reason,hold_minutes,entry_price,exit_price,entry_prediction,entry_target,gross_return,net_return,equity_after
2025-05-30 01:00:00,2025-05-30 00:59:00,2025-05-30 01:09:00,take_profit,9,400.98017999999996,407.314383707424,0.3552446009959696,1.0,0.016203200000000084,0.013767235964035951,10137.672359640359
2025-06-13 16:59:00,2025-06-13 16:58:00,2025-06-13 17:58:00,probability_exit,59,433.5867,431.61366,0.35499446556188785,0.0,-0.0041522491349481605,-0.006539418656164808,10071.37787588164
2025-06-16 13:37:00,2025-06-16 13:36:00,2025-06-16 15:37:00,max_hold,120,469.19382,466.4067,0.3686085684036664,0.0,-0.005542528245576661,-0.007926365096798338,9991.548457809586
2025-06-19 13:43:00,2025-06-19 13:42:00,2025-06-19 13:45:00,take_profit,2,480.29604,487.883180484672,0.35244125558749745,0.0,0.016203200000000084,0.013767235964035951,10129.104463074349
2025-06-22 14:26:00,2025-06-22 14:25:00,2025-06-22 15:11:00,take_profit,45,454.0908,461.26398154944,0.37292370676974645,0.0,0.016203200000000084,0.013767235964036173,10268.554234321866
2025-06-25 01:11:00,2025-06-25 01:10:00,2025-06-25 01:13:00,take_profit,2,478.99577999999997,486.562380537504,0.4568584266050324,1.0,0.016203200000000084,0.013767235964036173,10409.923843475277
2025-07-22 21:58:00,2025-07-22 21:57:00,2025-07-22 22:29:00,probability_exit,31,533.00658,523.69524,0.3529741274762232,0.0,-0.017076374554325424,-0.019432563357593136,10207.632338839225
2025-07-24 10:16:00,2025-07-24 10:15:00,2025-07-24 11:37:00,probability_exit,81,526.80534,517.8964,0.3532281163977973,0.0,-0.016517941902411293,-0.018875469337417905,10014.95848761983
2025-07-25 10:15:00,2025-07-25 10:14:00,2025-07-25 12:15:00,max_hold,120,556.1111999999999,556.58866,0.3760365779790522,0.0,0.0012589928057555877,-0.0011411481278296165,10003.529936491392
2025-07-27 01:50:00,2025-07-27 01:49:00,2025-07-27 03:10:00,probability_exit,80,578.6157,565.68684,0.3526646204017619,0.0,-0.021953327571305192,-0.02429782571845751,9760.465909525152
2025-08-04 22:21:00,2025-08-04 22:20:00,2025-08-04 23:11:00,probability_exit,50,577.0153799999999,572.0855600000001,0.4066590099702669,0.0,-0.008146992546368415,-0.010524586176382078,9657.741044938715
2025-08-08 01:23:00,2025-08-08 01:22:00,2025-08-08 01:53:00,probability_exit,30,581.1161999999999,576.5846600000001,0.36374835912896114,0.0,-0.0074010327022374645,-0.009780414489730327,9563.284334484733
2025-08-10 14:56:00,2025-08-10 14:55:00,2025-08-10 15:29:00,probability_exit,33,579.5158799999999,575.58486,0.36816893705345877,0.0,-0.0063859164653088385,-0.00876773161125377,9479.436024117864
2025-08-13 13:42:00,2025-08-13 13:41:00,2025-08-13 13:56:00,take_profit,14,622.42446,632.2567747097279,0.3604500242402555,0.0,0.016203199999999862,0.013767235964035951,9609.941656667877
2025-08-14 12:41:00,2025-08-14 12:40:00,2025-08-14 14:27:00,probability_exit,106,593.1186,593.3813,0.36630964354931933,0.0,0.000843170320404818,-0.0015559738355481745,9594.988838888958
2025-08-22 14:15:00,2025-08-22 14:14:00,2025-08-22 14:50:00,take_profit,35,582.6165,591.8199763272,0.36141341963839546,1.0,0.016203199999999862,0.013767235964036173,9727.085314306236
2025-09-03 05:42:00,2025-09-03 05:41:00,2025-09-03 06:15:00,probability_exit,33,598.6197,597.18054,0.41601001041616203,0.0,-0.002005012531328343,-0.004397329242736059,9684.312117607049
2025-09-03 15:52:00,2025-09-03 15:51:00,2025-09-03 16:39:00,probability_exit,47,586.21722,590.3819,0.36126367465227044,0.0,0.007507251322300013,0.0050921325446833254,9733.625918513986
2025-09-05 13:09:00,2025-09-05 13:08:00,2025-09-05 13:10:00,take_profit,1,618.6237,628.39597486416,0.3892170030043711,0.0,0.016203200000000084,0.013767235964036173,9867.631043319827
2025-09-22 06:05:00,2025-09-22 06:04:00,2025-09-22 06:16:00,take_profit,11,561.8123400000001,570.6871771725122,0.35529570549139106,0.0,0.016203200000000084,0.013767235964036173,10003.48104829926
2025-10-01 09:13:00,2025-10-01 09:12:00,2025-10-01 09:48:00,probability_exit,35,595.5190799999999,591.08176,0.4058259039782347,0.0,-0.007054081289889047,-0.009434294762583062,9909.10525943769
2025-10-10 15:32:00,2025-10-10 15:31:00,2025-10-10 16:20:00,probability_exit,48,576.01518,576.28472,0.3774696956211505,0.0,0.000868206285813411,-0.001530997884427121,9893.934440248926
2025-10-10 20:56:00,2025-10-10 20:55:00,2025-10-10 21:49:00,take_profit,53,549.70992,558.393577664256,0.3502035159928466,0.0,0.016203199999999862,0.013767235964036173,10030.146570300538
2025-10-14 06:49:00,2025-10-14 06:48:00,2025-10-14 08:13:00,take_profit,84,511.70232,519.785579208576,0.3781172698051389,1.0,0.016203199999999862,0.013767235964036173,10168.233964887733
2025-10-17 08:16:00,2025-10-17 08:15:00,2025-10-17 09:57:00,probability_exit,101,461.69232,463.50728000000004,0.419219383871641,0.0,0.004332755632582286,0.0019252465115113804,10187.810321856865
2025-10-26 12:08:00,2025-10-26 12:07:00,2025-10-26 12:25:00,take_profit,17,550.4100599999999,559.1047776358079,0.36057753346987503,0.0,0.016203199999999862,0.013767235964035951,10328.068310514709
2025-10-27 20:42:00,2025-10-27 20:41:00,2025-10-27 21:12:00,probability_exit,30,559.4118599999999,558.5882600000001,0.4286113007086929,0.0,-0.0010727695333451193,-0.0034673209458594423,10292.257582931394
2025-10-29 18:42:00,2025-10-29 18:41:00,2025-10-29 18:50:00,take_profit,8,548.4096599999999,557.0727777170879,0.3621956304349327,0.0,0.016203199999999862,0.013767235964036173,10433.953521678251
