trial_no,param_hash,params,objective_score,valid_ratio_p925,train_ratio_p925,train_valid_gap,spearman_rho,decile_monotonicity,valid_rmse,train_rmse,valid_mae,elapsed_s,best_iteration,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
47,2654ddf301e2e1d2,"{'num_leaves': 40, 'max_depth': -1, 'min_child_samples': 332, 'min_child_weight': 0.0006246757133035504, 'min_split_gain': 0.0, 'reg_alpha': 0.17394112541641385, 'reg_lambda': 37.512843155589145, 'subsample': 0.828293108471758, 'colsample_bytree': 0.44277402370133984, 'learning_rate': 0.012823790480822566, 'max_bin': 63, 'path_smooth': 0.016574318950541865, 'extra_trees': False}",-1.9680218914169032,1.9680218914169032,2.8799408135590974,0.9119189221421942,0.2920752598679166,1.0,0.0091529050791017,0.0149352416201217,0.0077560952204737,7.1,579,40,-1,332,0.0006246757133035,0.0,0.1739411254164138,37.512843155589145,0.828293108471758,0.4427740237013398,0.0128237904808225,63,0.0165743189505418,False
48,574f7a005d2e684d,"{'num_leaves': 10, 'max_depth': 4, 'min_child_samples': 204, 'min_child_weight': 0.001493474490172028, 'min_split_gain': 0.01999363579166264, 'reg_alpha': 0.10655159228662311, 'reg_lambda': 8.078143516321534, 'subsample': 0.8878771774744476, 'colsample_bytree': 0.7545375796224896, 'learning_rate': 0.007213571427501181, 'max_bin': 127, 'path_smooth': 0.04433950641385638, 'extra_trees': False}",-1.9696724663402725,1.9696724663402725,2.7470768096485605,0.777404343308288,0.2929487252668378,1.0,0.0093715385133954,0.0152944761358096,0.0079249275614955,14.7,1536,10,4,204,0.001493474490172,0.0199936357916626,0.1065515922866231,8.078143516321534,0.8878771774744476,0.7545375796224896,0.0072135714275011,127,0.0443395064138563,False
49,a0de7533d0a11751,"{'num_leaves': 7, 'max_depth': 6, 'min_child_samples': 2643, 'min_child_weight': 0.03261891469832796, 'min_split_gain': 0.0007940667733409248, 'reg_alpha': 0.04003677423612903, 'reg_lambda': 5.814698128691714, 'subsample': 0.6911109723856913, 'colsample_bytree': 0.927637734433088, 'learning_rate': 0.0053781539252692806, 'max_bin': 63, 'path_smooth': 0.009191773548432054, 'extra_trees': False}",-1.938078475706209,1.938078475706209,2.630802707059819,0.6927242313536097,0.2887539978011294,1.0,0.0097385825842475,0.0158410868133767,0.0081641631912408,16.6,2004,7,6,2643,0.0326189146983279,0.0007940667733409,0.040036774236129,5.814698128691714,0.6911109723856913,0.927637734433088,0.0053781539252692,63,0.009191773548432,False
50,dd472b6f5b1bf184,"{'num_leaves': 31, 'max_depth': 5, 'min_child_samples': 267, 'min_child_weight': 0.0008744716943512397, 'min_split_gain': 0.004459065479231845, 'reg_alpha': 0.03238879564358025, 'reg_lambda': 34.881219008313565, 'subsample': 0.9208628500886505, 'colsample_bytree': 0.3819849004211234, 'learning_rate': 0.02026872700304018, 'max_bin': 63, 'path_smooth': 0.01864245371365617, 'extra_trees': True}",-1.9344375684509707,1.9344375684509707,2.71687766332598,0.782440094875009,0.2932511356918618,1.0,0.0093372835124182,0.0153372406791924,0.0078593349874142,5.2,855,31,5,267,0.0008744716943512,0.0044590654792318,0.0323887956435802,34.881219008313565,0.9208628500886504,0.3819849004211234,0.0202687270030401,63,0.0186424537136561,True
51,8a404a1f472acec0,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 740, 'min_child_weight': 0.018665314457823823, 'min_split_gain': 0.00013331268685198473, 'reg_alpha': 3.983192468368745, 'reg_lambda': 40.72688153553253, 'subsample': 0.5140119750812613, 'colsample_bytree': 0.8708612365143763, 'learning_rate': 0.0072135880658529775, 'max_bin': 63, 'path_smooth': 0.003062643899699355, 'extra_trees': True}",-1.9488794790476485,1.9488794790476485,2.6319433286125125,0.683063849564864,0.2924884196238447,1.0,0.0096478586361791,0.0159019430317984,0.0081337381068176,8.8,1381,16,4,740,0.0186653144578238,0.0001333126868519,3.983192468368745,40.72688153553253,0.5140119750812613,0.8708612365143763,0.0072135880658529,63,0.0030626438996993,True
52,b2da9dfd2451fd83,"{'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 702, 'min_child_weight': 0.0005561346362375374, 'min_split_gain': 0.0, 'reg_alpha': 0.006006697393373998, 'reg_lambda': 13.073224672828614, 'subsample': 0.82447835964755, 'colsample_bytree': 0.8035581759932685, 'learning_rate': 0.005345919156920268, 'max_bin': 127, 'path_smooth': 0.0015167803754995083, 'extra_trees': False}",-1.9751247425859664,1.9751247425859664,2.732379851502849,0.7572551089168833,0.2943045851529638,1.0,0.0093875199532455,0.0155299125532268,0.0079691973081832,16.2,1291,15,8,702,0.0005561346362375,0.0,0.0060066973933739,13.073224672828614,0.82447835964755,0.8035581759932685,0.0053459191569202,127,0.0015167803754995,False
53,504f2fe75b966ac3,"{'num_leaves': 12, 'max_depth': -1, 'min_child_samples': 1118, 'min_child_weight': 0.0001041604390060565, 'min_split_gain': 0.0, 'reg_alpha': 0.005235330443263897, 'reg_lambda': 75.38976001922772, 'subsample': 0.9471426150656396, 'colsample_bytree': 0.6328435221283317, 'learning_rate': 0.009629183723603094, 'max_bin': 127, 'path_smooth': 0.04855245402270706, 'extra_trees': False}",-1.98208138678715,1.98208138678715,2.688779355989651,0.7066979692025008,0.2936512545635251,1.0,0.0094365086039094,0.0157058650708675,0.0079775985896549,9.3,818,12,-1,1118,0.000104160439006,0.0,0.0052353304432638,75.38976001922772,0.9471426150656396,0.6328435221283317,0.009629183723603,127,0.048552454022707,False
54,bade0eee206fdad9,"{'num_leaves': 19, 'max_depth': -1, 'min_child_samples': 1105, 'min_child_weight': 0.00011789781755853575, 'min_split_gain': 0.0, 'reg_alpha': 0.004329376695424686, 'reg_lambda': 28.383173485952668, 'subsample': 0.9236955540438748, 'colsample_bytree': 0.6476299005337516, 'learning_rate': 0.018644802411214734, 'max_bin': 127, 'path_smooth': 0.005266824958680257, 'extra_trees': False}",-1.98813195059256,1.98813195059256,2.723126505558751,0.7349945549661916,0.2942481028305838,1.0,0.0093795191636246,0.0155697610359646,0.0079112518067457,6.6,418,19,-1,1105,0.0001178978175585,0.0,0.0043293766954246,28.383173485952668,0.9236955540438748,0.6476299005337516,0.0186448024112147,127,0.0052668249586802,False
55,dd0e8704ee18f8f5,"{'num_leaves': 8, 'max_depth': -1, 'min_child_samples': 1270, 'min_child_weight': 0.0001979477208745186, 'min_split_gain': 0.0, 'reg_alpha': 0.005337206409083535, 'reg_lambda': 38.1051028035098, 'subsample': 0.902531255910786, 'colsample_bytree': 0.4771031348947285, 'learning_rate': 0.014191028590884896, 'max_bin': 127, 'path_smooth': 0.0052290414900294695, 'extra_trees': False}",-1.9669264866793064,1.9669264866793064,2.671474142461653,0.7045476557823465,0.2945758540420888,1.0,0.0093920297408235,0.0157528391744331,0.0078958692879244,6.4,867,8,-1,1270,0.0001979477208745,0.0,0.0053372064090835,38.1051028035098,0.902531255910786,0.4771031348947285,0.0141910285908848,127,0.0052290414900294,False
56,23f25a76d2b386a3,"{'num_leaves': 28, 'max_depth': -1, 'min_child_samples': 491, 'min_child_weight': 0.00024998025238193215, 'min_split_gain': 0.0, 'reg_alpha': 0.006852920561187995, 'reg_lambda': 34.83992271101739, 'subsample': 0.925724576605068, 'colsample_bytree': 0.7756914771853576, 'learning_rate': 0.030000455153580297, 'max_bin': 127, 'path_smooth': 0.01824071480488286, 'extra_trees': False}",-1.9587145101261223,1.9587145101261223,2.8172756358853914,0.8585611257592689,0.2896179607484683,0.8888888888888888,0.009249442551879,0.0151958016658139,0.007826376837612,6.4,264,28,-1,491,0.0002499802523819,0.0,0.0068529205611879,34.83992271101739,0.925724576605068,0.7756914771853576,0.0300004551535802,127,0.0182407148048828,False
57,5bfb56efeb61572c,"{'num_leaves': 10, 'max_depth': -1, 'min_child_samples': 2426, 'min_child_weight': 0.00015865653840899278, 'min_split_gain': 0.0, 'reg_alpha': 0.00345689922599296, 'reg_lambda': 59.76329695932741, 'subsample': 0.8941018175080052, 'colsample_bytree': 0.7869964490557608, 'learning_rate': 0.00551776864164025, 'max_bin': 127, 'path_smooth': 0.05098997999426482, 'extra_trees': False}",-1.9617578776414264,1.9617578776414264,2.654124922509345,0.6923670448679184,0.2931721617892219,1.0,0.0095783351745809,0.01577934912605,0.0080605717528026,25.1,1521,10,-1,2426,0.0001586565384089,0.0,0.0034568992259929,59.76329695932741,0.8941018175080052,0.7869964490557608,0.0055177686416402,127,0.0509899799942648,False
58,f53941734d6aee4a,"{'num_leaves': 63, 'max_depth': 8, 'min_child_samples': 239, 'min_child_weight': 0.0001970046119445154, 'min_split_gain': 0.0, 'reg_alpha': 0.3871441351803237, 'reg_lambda': 53.45965862886494, 'subsample': 0.9395685061948771, 'colsample_bytree': 0.39306720825909314, 'learning_rate': 0.021634193560098183, 'max_bin': 63, 'path_smooth': 0.0062880722609327715, 'extra_trees': True}",-1.9422824395417668,1.9422824395417668,2.7609129694583623,0.8186305299165955,0.2946261032095273,1.0,0.0091188787911538,0.015043524073926,0.0076646405007435,7.7,580,63,8,239,0.0001970046119445,0.0,0.3871441351803237,53.45965862886494,0.9395685061948772,0.3930672082590931,0.0216341935600981,63,0.0062880722609327,True
59,7ea6b416fd32acc4,"{'num_leaves': 10, 'max_depth': 5, 'min_child_samples': 3079, 'min_child_weight': 0.0010862754313744963, 'min_split_gain': 0.07784870555863342, 'reg_alpha': 0.18364372332639903, 'reg_lambda': 1.2937801025135147, 'subsample': 0.6701739878407224, 'colsample_bytree': 0.7424191445793374, 'learning_rate': 0.005758990955272766, 'max_bin': 63, 'path_smooth': 0.0013237667049072596, 'extra_trees': False}",-1.9284028628043488,1.9284028628043488,2.63478909003853,0.7063862272341812,0.2865982776834283,1.0,0.0097656155108339,0.0158859621442564,0.008148400277942,16.7,2815,10,5,3079,0.0010862754313744,0.0778487055586334,0.183643723326399,1.2937801025135147,0.6701739878407224,0.7424191445793374,0.0057589909552727,63,0.0013237667049072,False
60,c9f5119787a988fb,"{'num_leaves': 6, 'max_depth': -1, 'min_child_samples': 456, 'min_child_weight': 0.0001983031634780932, 'min_split_gain': 0.0, 'reg_alpha': 0.02235999477553625, 'reg_lambda': 64.5334685530557, 'subsample': 0.9377296972963619, 'colsample_bytree': 0.7302993862556615, 'learning_rate': 0.013842321880843967, 'max_bin': 127, 'path_smooth': 0.5240637702077365, 'extra_trees': False}",-1.9514245428495127,1.9514245428495127,2.6953562289690565,0.7439316861195431,0.294459892179215,1.0,0.0093947754400227,0.0157203208636249,0.0079237836545947,10.3,965,6,-1,456,0.000198303163478,0.0,0.0223599947755362,64.5334685530557,0.937729697296362,0.7302993862556615,0.0138423218808439,127,0.5240637702077365,False
61,b1141bdb82fb0234,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 1503, 'min_child_weight': 0.0001808977314535689, 'min_split_gain': 0.0, 'reg_alpha': 0.01353116543642503, 'reg_lambda': 5.864736582547342, 'subsample': 0.9268766144975443, 'colsample_bytree': 0.5968744054017511, 'learning_rate': 0.020811169776493024, 'max_bin': 127, 'path_smooth': 0.059590126662649893, 'extra_trees': False}",-1.9465158430671088,1.9465158430671088,2.653388969052828,0.7068731259857193,0.2905927059601785,1.0,0.0095652808137582,0.015818112624399,0.0080715202910592,4.6,527,8,3,1503,0.0001808977314535,0.0,0.013531165436425,5.864736582547342,0.9268766144975444,0.5968744054017511,0.020811169776493,127,0.0595901266626498,False
62,a2f089f7a470596a,"{'num_leaves': 37, 'max_depth': 8, 'min_child_samples': 613, 'min_child_weight': 0.0009711486987569296, 'min_split_gain': 0.0, 'reg_alpha': 0.006202543836474834, 'reg_lambda': 55.55723423743681, 'subsample': 0.9226974291005199, 'colsample_bytree': 0.6307497461853732, 'learning_rate': 0.008896117860351096, 'max_bin': 63, 'path_smooth': 0.0011915863794613223, 'extra_trees': False}",-1.9657960372965628,1.9657960372965628,2.768555151239409,0.8027591139428467,0.2910757520715413,1.0,0.0092570879909322,0.0151729348519188,0.0078359225657882,14.1,894,37,8,613,0.0009711486987569,0.0,0.0062025438364748,55.55723423743681,0.92269742910052,0.6307497461853732,0.008896117860351,63,0.0011915863794613,False
63,765c3bf70a99afc7,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 1971, 'min_child_weight': 0.022693209944258844, 'min_split_gain': 0.0012915629316911429, 'reg_alpha': 8.221117760376005, 'reg_lambda': 2.8584968553477577, 'subsample': 0.6244768221580902, 'colsample_bytree': 0.6893700297726739, 'learning_rate': 0.0068818452961231374, 'max_bin': 63, 'path_smooth': 0.0018124363940013287, 'extra_trees': False}",-1.986862531688616,1.986862531688616,2.633390508020897,0.646527976332282,0.2896854059316008,1.0,0.0096456262040347,0.0158375011774125,0.0080896031883981,10.7,1624,16,4,1971,0.0226932099442588,0.0012915629316911,8.221117760376005,2.8584968553477577,0.6244768221580902,0.6893700297726739,0.0068818452961231,63,0.0018124363940013,False
64,d1bb34cd8c056773,"{'num_leaves': 18, 'max_depth': 8, 'min_child_samples': 542, 'min_child_weight': 0.00016354608398475313, 'min_split_gain': 0.0, 'reg_alpha': 0.011738530919530504, 'reg_lambda': 37.25290134884505, 'subsample': 0.8333884670693991, 'colsample_bytree': 0.4911006384146974, 'learning_rate': 0.00585499114038363, 'max_bin': 127, 'path_smooth': 0.012574190713515053, 'extra_trees': True}",-1.967489538296408,1.967489538296408,2.681440025756661,0.7139504874602534,0.2947890604244449,1.0,0.0093983448747814,0.0155591589881467,0.0079365995785231,15.6,1917,18,8,542,0.0001635460839847,0.0,0.0117385309195305,37.25290134884505,0.8333884670693991,0.4911006384146974,0.0058549911403836,127,0.012574190713515,True
65,605aa6c4da5e4774,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 829, 'min_child_weight': 0.06180498220335271, 'min_split_gain': 0.008304993906265249, 'reg_alpha': 7.591243961746035, 'reg_lambda': 1.2707307929943372, 'subsample': 0.5666405721813401, 'colsample_bytree': 0.6349432403794398, 'learning_rate': 0.008422487406695399, 'max_bin': 127, 'path_smooth': 0.013412922526538798, 'extra_trees': False}",-1.9692752541793488,1.9692752541793488,2.67362097635755,0.7043457221782008,0.293040161586334,1.0,0.0095019168493036,0.0157470734569929,0.0080282103262749,7.8,1054,16,4,829,0.0618049822033527,0.0083049939062652,7.591243961746035,1.2707307929943372,0.5666405721813401,0.6349432403794398,0.0084224874066953,127,0.0134129225265387,False
66,64e81f3d7b191c87,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 984, 'min_child_weight': 0.000500697892375945, 'min_split_gain': 0.0, 'reg_alpha': 0.08368927601431006, 'reg_lambda': 47.43131813141067, 'subsample': 0.8933837857776038, 'colsample_bytree': 0.5229099297967162, 'learning_rate': 0.010980131319989157, 'max_bin': 127, 'path_smooth': 0.09429833347702307, 'extra_trees': False}",-1.9312969759546224,1.9312969759546224,2.65208045481111,0.7207834788564875,0.2919590596218144,1.0,0.0095565647440425,0.0159102288371758,0.0080584775231048,8.1,1537,4,2,984,0.0005006978923759,0.0,0.08368927601431,47.43131813141067,0.8933837857776038,0.5229099297967162,0.0109801313199891,127,0.094298333477023,False
67,37158de294fd116f,"{'num_leaves': 13, 'max_depth': 6, 'min_child_samples': 1059, 'min_child_weight': 0.00011609953110595894, 'min_split_gain': 0.0, 'reg_alpha': 0.005310881223407265, 'reg_lambda': 22.275103128257427, 'subsample': 0.7930922613241405, 'colsample_bytree': 0.6938625385065539, 'learning_rate': 0.015294813653905547, 'max_bin': 127, 'path_smooth': 0.017446324015426104, 'extra_trees': False}",-1.957365606355396,1.957365606355396,2.690130799285724,0.732765192930328,0.2930157830623719,1.0,0.0094559699535325,0.0156978369957223,0.0079843930595191,7.4,553,13,6,1059,0.0001160995311059,0.0,0.0053108812234072,22.275103128257427,0.7930922613241405,0.6938625385065539,0.0152948136539055,127,0.0174463240154261,False
68,2960b1df9fda326f,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 316, 'min_child_weight': 0.0003194340582553507, 'min_split_gain': 0.0, 'reg_alpha': 0.02753230007362759, 'reg_lambda': 97.52733738887788, 'subsample': 0.7734365182307922, 'colsample_bytree': 0.4905271780020204, 'learning_rate': 0.017097125789789048, 'max_bin': 63, 'path_smooth': 0.00498315794566099, 'extra_trees': True}",-1.9547772199690003,1.9547772199690003,2.723560914413694,0.7687836944446937,0.2950764985697082,1.0,0.0092986456211898,0.015341225935598,0.0078231264178441,6.8,924,32,5,316,0.0003194340582553,0.0,0.0275323000736275,97.52733738887788,0.7734365182307922,0.4905271780020204,0.017097125789789,63,0.0049831579456609,True
69,e4f531a5f3dd35e0,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 2797, 'min_child_weight': 0.050723608798729614, 'min_split_gain': 8.208208249765265e-05, 'reg_alpha': 2.282288020819684, 'reg_lambda': 2.233583351725136, 'subsample': 0.8031914219173595, 'colsample_bytree': 0.6944650751897328, 'learning_rate': 0.00983835122953123, 'max_bin': 63, 'path_smooth': 0.0011700574637953183, 'extra_trees': False}",-1.9731472232813136,1.9731472232813136,2.62900005215626,0.6558528288749463,0.2900402395033424,1.0,0.009679754852669,0.0158325515659064,0.0081165635210244,8.9,1237,16,4,2797,0.0507236087987296,8.208208249765265e-05,2.282288020819684,2.233583351725136,0.8031914219173595,0.6944650751897328,0.0098383512295312,63,0.0011700574637953,False
70,af7be77368c667ff,"{'num_leaves': 6, 'max_depth': -1, 'min_child_samples': 1134, 'min_child_weight': 0.00013490955398124142, 'min_split_gain': 0.0, 'reg_alpha': 0.001327449891422579, 'reg_lambda': 67.14732598029113, 'subsample': 0.9369197374731204, 'colsample_bytree': 0.5923727263669474, 'learning_rate': 0.011794722035211806, 'max_bin': 63, 'path_smooth': 0.08110544830656846, 'extra_trees': False}",-1.9694806881258369,1.9694806881258369,2.660971515479701,0.6914908273538645,0.2952576105402437,1.0,0.009499466682955,0.0158718079695895,0.0079963164039497,7.6,914,6,-1,1134,0.0001349095539812,0.0,0.0013274498914225,67.14732598029113,0.9369197374731204,0.5923727263669474,0.0117947220352118,63,0.0811054483065684,False
71,19b4d19306427f44,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 2515, 'min_child_weight': 0.004049115008959459, 'min_split_gain': 0.001347175280489611, 'reg_alpha': 0.007312554787694847, 'reg_lambda': 1.987660170566241, 'subsample': 0.762295175772791, 'colsample_bytree': 0.8590471466640928, 'learning_rate': 0.00506901951462531, 'max_bin': 63, 'path_smooth': 0.0034538777770269633, 'extra_trees': False}",-1.945041548062008,1.945041548062008,2.6288091766664627,0.683767628604455,0.2907287477257539,1.0,0.0096633719853425,0.0158516361278291,0.0081017453124379,16.4,2280,16,4,2515,0.0040491150089594,0.0013471752804896,0.0073125547876948,1.987660170566241,0.762295175772791,0.8590471466640928,0.0050690195146253,63,0.0034538777770269,False
72,95a7a1ada96b5d37,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 944, 'min_child_weight': 0.0021557865858428922, 'min_split_gain': 0.0014807024099870141, 'reg_alpha': 3.20839228291778, 'reg_lambda': 4.265449014080733, 'subsample': 0.7069883635040688, 'colsample_bytree': 0.7322439662048171, 'learning_rate': 0.005044356994949852, 'max_bin': 63, 'path_smooth': 0.0010000761705438615, 'extra_trees': False}",-1.9648600543018115,1.9648600543018115,2.6571744578896506,0.692314403587839,0.2927921993528295,1.0,0.0095591568268361,0.0157995555860743,0.0080930028744006,11.2,1503,16,4,944,0.0021557865858428,0.001480702409987,3.20839228291778,4.265449014080733,0.7069883635040688,0.7322439662048171,0.0050443569949498,63,0.0010000761705438,False
73,bed6116bd9de334f,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 3908, 'min_child_weight': 0.024649524951752634, 'min_split_gain': 0.0015798682226789691, 'reg_alpha': 8.59862294808482, 'reg_lambda': 5.418715738459346, 'subsample': 0.6065527607119373, 'colsample_bytree': 0.8565641002662663, 'learning_rate': 0.009028395089841722, 'max_bin': 63, 'path_smooth': 0.009125145931828022, 'extra_trees': False}",-1.8699160336580385,1.8699160336580385,2.619637580561377,0.7497215469033389,0.2801488090743809,1.0,0.0100510076817941,0.0160718285659112,0.0084157528201899,7.2,1326,16,4,3908,0.0246495249517526,0.0015798682226789,8.59862294808482,5.418715738459346,0.6065527607119373,0.8565641002662663,0.0090283950898417,63,0.009125145931828,False
74,787c119ecbbc88f7,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 479, 'min_child_weight': 0.00013168515271103607, 'min_split_gain': 0.0, 'reg_alpha': 0.01626294793808226, 'reg_lambda': 88.2159362095188, 'subsample': 0.8302202954399179, 'colsample_bytree': 0.5716632074000622, 'learning_rate': 0.005205605446171582, 'max_bin': 127, 'path_smooth': 0.002975615953622811, 'extra_trees': False}",-1.957261203639767,1.957261203639767,2.7015687282399363,0.7443075246001694,0.2928943247282003,1.0,0.0094158260140875,0.015710664204107,0.0079709823929144,13.1,2409,8,3,479,0.000131685152711,0.0,0.0162629479380822,88.2159362095188,0.8302202954399179,0.5716632074000622,0.0052056054461715,127,0.0029756159536228,False
75,6ac6de6e9fa1bd8e,"{'num_leaves': 29, 'max_depth': 8, 'min_child_samples': 1724, 'min_child_weight': 0.007472413773597451, 'min_split_gain': 0.004229051249233158, 'reg_alpha': 1.6183362541512065, 'reg_lambda': 2.1007327063474777, 'subsample': 0.6291012837241712, 'colsample_bytree': 0.5210705219182376, 'learning_rate': 0.008777348054404048, 'max_bin': 63, 'path_smooth': 0.0038856081715121847, 'extra_trees': False}",-1.9565037669755825,1.9565037669755825,2.6584970456853463,0.7019932787097638,0.292396402628329,1.0,0.0095490076893889,0.0157582989571554,0.007987948630182,8.5,1285,29,8,1724,0.0074724137735974,0.0042290512492331,1.6183362541512063,2.1007327063474777,0.6291012837241712,0.5210705219182376,0.008777348054404,63,0.0038856081715121,False
76,df51cbc51cddf2ca,"{'num_leaves': 8, 'max_depth': 8, 'min_child_samples': 1701, 'min_child_weight': 0.0013512791660487652, 'min_split_gain': 0.0, 'reg_alpha': 0.016546382746825895, 'reg_lambda': 91.32768733379274, 'subsample': 0.9452859427219239, 'colsample_bytree': 0.6256503729891305, 'learning_rate': 0.0069481855123945955, 'max_bin': 127, 'path_smooth': 0.004683117993279159, 'extra_trees': False}",-1.9354230061460715,1.9354230061460715,2.6544803086003124,0.7190573024542408,0.2930687627581292,1.0,0.0095270129142098,0.0157619167871868,0.0080188651250448,12.5,1524,8,8,1701,0.0013512791660487,0.0,0.0165463827468258,91.32768733379274,0.945285942721924,0.6256503729891305,0.0069481855123945,127,0.0046831179932791,False
77,f86dce3f9dd43eb6,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 5357, 'min_child_weight': 0.006563919639364852, 'min_split_gain': 0.0005867706474388252, 'reg_alpha': 0.46990067332285523, 'reg_lambda': 3.4485265834945737, 'subsample': 0.61143479623404, 'colsample_bytree': 0.5846215352751725, 'learning_rate': 0.007185311095496695, 'max_bin': 63, 'path_smooth': 0.011020203581962007, 'extra_trees': True}",-1.907658190019404,1.907658190019404,2.5195627603911723,0.6119045703717687,0.2707193949765584,1.0,0.0103973874048059,0.0160169480717738,0.0088050345815079,10.8,2988,16,4,5357,0.0065639196393648,0.0005867706474388,0.4699006733228552,3.4485265834945737,0.61143479623404,0.5846215352751725,0.0071853110954966,63,0.011020203581962,True
78,6721e950ffc82107,"{'num_leaves': 15, 'max_depth': 4, 'min_child_samples': 1352, 'min_child_weight': 0.03252144906128587, 'min_split_gain': 0.0, 'reg_alpha': 8.635740341588157, 'reg_lambda': 10.724911209998908, 'subsample': 0.8132437951267126, 'colsample_bytree': 0.8780281243936554, 'learning_rate': 0.008229279271101526, 'max_bin': 63, 'path_smooth': 0.004329868656342585, 'extra_trees': False}",-1.9736414542408016,1.9736414542408016,2.663588552714435,0.6899470984736333,0.2930887722648451,1.0,0.0095743160804179,0.0157942539556343,0.0080926897151749,9.4,988,15,4,1352,0.0325214490612858,0.0,8.635740341588157,10.724911209998908,0.8132437951267126,0.8780281243936554,0.0082292792711015,63,0.0043298686563425,False
79,cc31eb9f93359e26,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 2054, 'min_child_weight': 0.047346125961013556, 'min_split_gain': 0.011598630173023624, 'reg_alpha': 4.635168741833549, 'reg_lambda': 5.590376017836476, 'subsample': 0.6222072918713791, 'colsample_bytree': 0.7113002808691544, 'learning_rate': 0.012852596874088067, 'max_bin': 63, 'path_smooth': 0.0019338639291077964, 'extra_trees': False}",-1.955226895827877,1.955226895827877,2.629539116583675,0.6743122207557977,0.2854640001277305,1.0,0.0096821700888137,0.0158990696188236,0.0081306454580031,6.3,1379,4,2,2054,0.0473461259610135,0.0115986301730236,4.635168741833549,5.590376017836476,0.6222072918713791,0.7113002808691544,0.012852596874088,63,0.0019338639291077,False
80,c654cdb93c5aa2a3,"{'num_leaves': 42, 'max_depth': -1, 'min_child_samples': 1467, 'min_child_weight': 0.00027023432602362314, 'min_split_gain': 0.0, 'reg_alpha': 0.012771201685243802, 'reg_lambda': 49.84431331759556, 'subsample': 0.94233555832815, 'colsample_bytree': 0.7728462370014539, 'learning_rate': 0.009921554968010204, 'max_bin': 127, 'path_smooth': 0.0020867927287989137, 'extra_trees': False}",-1.95839093773316,1.95839093773316,2.679273413522368,0.7208824757892074,0.2913303669842755,0.8888888888888888,0.00943802670026,0.0156200594749189,0.0079654952159236,20.7,733,42,-1,1467,0.0002702343260236,0.0,0.0127712016852438,49.84431331759556,0.94233555832815,0.7728462370014539,0.0099215549680102,127,0.0020867927287989,False
81,545a0ceb76d51479,"{'num_leaves': 30, 'max_depth': 6, 'min_child_samples': 528, 'min_child_weight': 0.012746980697220425, 'min_split_gain': 0.0013875207980273167, 'reg_alpha': 0.012130799981422214, 'reg_lambda': 4.186100787913199, 'subsample': 0.59566739992638, 'colsample_bytree': 0.9229335044014239, 'learning_rate': 0.0059108755789636985, 'max_bin': 63, 'path_smooth': 0.0015335686034169739, 'extra_trees': False}",-1.959276557566652,1.959276557566652,2.729139545666977,0.7698629881003252,0.292454137114408,1.0,0.0093264633444017,0.0154234354170158,0.0078761816321483,18.9,1527,30,6,528,0.0127469806972204,0.0013875207980273,0.0121307999814222,4.186100787913199,0.59566739992638,0.922933504401424,0.0059108755789636,63,0.0015335686034169,False
82,27f806b727acc9d8,"{'num_leaves': 32, 'max_depth': 8, 'min_child_samples': 3322, 'min_child_weight': 0.0003232229542617183, 'min_split_gain': 0.0, 'reg_alpha': 0.11532715985052579, 'reg_lambda': 16.37562695907857, 'subsample': 0.9454988185982931, 'colsample_bytree': 0.7645195556018102, 'learning_rate': 0.007856047532309967, 'max_bin': 127, 'path_smooth': 0.01593073168268957, 'extra_trees': False}",-1.924419974160065,1.924419974160065,2.637365791936049,0.7129458177759842,0.289013769674102,1.0,0.009665737405388,0.0157894395813425,0.0081074679670219,15.8,1286,32,8,3322,0.0003232229542617,0.0,0.1153271598505257,16.37562695907857,0.9454988185982932,0.7645195556018102,0.0078560475323099,127,0.0159307316826895,False
