trial_no,param_hash,params,objective_score,valid_ratio_p925,train_ratio_p925,train_valid_gap,spearman_rho,decile_monotonicity,valid_rmse,train_rmse,valid_mae,elapsed_s,best_iteration,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
11,4fc89a159a9a1ee8,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 410, 'min_child_weight': 0.014701320504898972, 'min_split_gain': 0.0, 'reg_alpha': 0.013276678836047658, 'reg_lambda': 1.11848955516645, 'subsample': 0.7727361479535839, 'colsample_bytree': 0.4562664076442293, 'learning_rate': 0.043594187591361626, 'max_bin': 63, 'path_smooth': 0.03024369161272648, 'extra_trees': True}",-1.934112850653139,1.934112850653139,2.653837737339252,0.719724886686113,0.2916920318252212,1.0,0.0095654087629927,0.0159361322860913,0.0079960184594795,4.9,1062,4,2,410,0.0147013205048989,0.0,0.0132766788360476,1.11848955516645,0.7727361479535839,0.4562664076442293,0.0435941875913616,63,0.0302436916127264,True
12,a5b70bc93b595bf8,"{'num_leaves': 10, 'max_depth': -1, 'min_child_samples': 2605, 'min_child_weight': 0.005130781383387444, 'min_split_gain': 0.05554169083020911, 'reg_alpha': 0.0024474057445796832, 'reg_lambda': 16.983001712559073, 'subsample': 0.9450269250521316, 'colsample_bytree': 0.4340504091419144, 'learning_rate': 0.016492999913537285, 'max_bin': 63, 'path_smooth': 0.6138509947844857, 'extra_trees': False}",-1.9647219054233007,1.9647219054233007,2.6508106260692776,0.6860887206459765,0.2926606070580536,1.0,0.0095703770412105,0.0157820269593757,0.0080184765143961,4.9,607,10,-1,2605,0.0051307813833874,0.0555416908302091,0.0024474057445796,16.983001712559073,0.9450269250521316,0.4340504091419144,0.0164929999135372,63,0.6138509947844857,False
13,77025cfceb0d69d8,"{'num_leaves': 6, 'max_depth': 4, 'min_child_samples': 5331, 'min_child_weight': 0.001032726855012838, 'min_split_gain': 0.015246518242848608, 'reg_alpha': 0.03179302199939539, 'reg_lambda': 1.5415722348909036, 'subsample': 0.7391400704980869, 'colsample_bytree': 0.3715653642780452, 'learning_rate': 0.014607235210304931, 'max_bin': 63, 'path_smooth': 0.23085168151108015, 'extra_trees': True}",-1.8981483773871404,1.8981483773871404,2.582492816140146,0.6843444387530055,0.2777127009637695,1.0,0.0102032985590197,0.0160704201953788,0.0085653055523658,13.3,2968,6,4,5331,0.0010327268550128,0.0152465182428486,0.0317930219993953,1.5415722348909036,0.7391400704980869,0.3715653642780452,0.0146072352103049,63,0.2308516815110801,True
14,75e1103c290a50d9,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 2098, 'min_child_weight': 0.015075579010793662, 'min_split_gain': 0.0014539199187561544, 'reg_alpha': 8.005866020696466, 'reg_lambda': 10.779551620950164, 'subsample': 0.6114782364706229, 'colsample_bytree': 0.8271117168612221, 'learning_rate': 0.009328294650839059, 'max_bin': 63, 'path_smooth': 0.0012629989039319985, 'extra_trees': False}",-1.9801661266738635,1.9801661266738635,2.639937304148453,0.6597711774745894,0.2897576028786986,1.0,0.0096738061627618,0.0158408180507863,0.0081072011283926,14.7,1289,16,4,2098,0.0150755790107936,0.0014539199187561,8.005866020696466,10.779551620950164,0.6114782364706229,0.8271117168612221,0.009328294650839,63,0.0012629989039319,False
15,9c10e379e336af4d,"{'num_leaves': 24, 'max_depth': 6, 'min_child_samples': 1544, 'min_child_weight': 0.006841671828013818, 'min_split_gain': 0.008945150807271526, 'reg_alpha': 0.04768702722931377, 'reg_lambda': 3.1294064907273147, 'subsample': 0.6279863393256307, 'colsample_bytree': 0.8047076662786214, 'learning_rate': 0.00516848777011726, 'max_bin': 63, 'path_smooth': 0.0014551749476072258, 'extra_trees': False}",-1.9899573152340315,1.9899573152340315,2.642740917135008,0.652783601900977,0.2932217948939377,1.0,0.009567965034495,0.0158318476618104,0.0080616844414446,18.6,1640,24,6,1544,0.0068416718280138,0.0089451508072715,0.0476870272293137,3.1294064907273147,0.6279863393256307,0.8047076662786214,0.0051684877701172,63,0.0014551749476072,False
16,c6aa4c6a03244b92,"{'num_leaves': 12, 'max_depth': 8, 'min_child_samples': 795, 'min_child_weight': 0.007543619025196023, 'min_split_gain': 0.0, 'reg_alpha': 0.10293072560417138, 'reg_lambda': 51.639221030092536, 'subsample': 0.7793468158094725, 'colsample_bytree': 0.4477606562488578, 'learning_rate': 0.0058821859805913606, 'max_bin': 63, 'path_smooth': 0.22034455606330697, 'extra_trees': False}",-1.974469074843128,1.974469074843128,2.696460331554379,0.7219912567112514,0.2957064557279856,1.0,0.0094154810889093,0.0156882836690181,0.0079534349761625,15.6,1433,12,8,795,0.007543619025196,0.0,0.1029307256041713,51.639221030092536,0.7793468158094725,0.4477606562488578,0.0058821859805913,63,0.2203445560633069,False
17,03f512bc0149fa8c,"{'num_leaves': 9, 'max_depth': 6, 'min_child_samples': 289, 'min_child_weight': 0.00011341368900354926, 'min_split_gain': 0.0, 'reg_alpha': 0.002386557173672711, 'reg_lambda': 23.228092500006277, 'subsample': 0.4855943242301145, 'colsample_bytree': 0.5413853781762568, 'learning_rate': 0.03498205476178232, 'max_bin': 127, 'path_smooth': 0.01340970114587244, 'extra_trees': True}",-1.925344160552351,1.925344160552351,2.681347259073317,0.7560030985209663,0.2956627290155909,1.0,0.009493968630239,0.0157653148396209,0.0079806254140707,4.2,391,9,6,289,0.0001134136890035,0.0,0.0023865571736727,23.22809250000628,0.4855943242301145,0.5413853781762568,0.0349820547617823,127,0.0134097011458724,True
18,32f094439ad1cc9b,"{'num_leaves': 19, 'max_depth': -1, 'min_child_samples': 788, 'min_child_weight': 0.021342185100977337, 'min_split_gain': 0.0, 'reg_alpha': 0.02307884981527798, 'reg_lambda': 72.69669235029612, 'subsample': 0.8792063759215059, 'colsample_bytree': 0.607396416425011, 'learning_rate': 0.02817351746953325, 'max_bin': 63, 'path_smooth': 4.075788379136179, 'extra_trees': True}",-1.9748572440578789,1.9748572440578789,2.679019913121974,0.704162669064095,0.29479227100418,1.0,0.0093636083862117,0.0156179113999714,0.007851051248488,5.5,489,19,-1,788,0.0213421851009773,0.0,0.0230788498152779,72.69669235029612,0.8792063759215059,0.607396416425011,0.0281735174695332,63,4.075788379136179,True
19,4fd1a239119222e8,"{'num_leaves': 7, 'max_depth': 8, 'min_child_samples': 2055, 'min_child_weight': 0.0022148104601284707, 'min_split_gain': 0.0, 'reg_alpha': 0.01488823059798356, 'reg_lambda': 4.542857255511142, 'subsample': 0.7862592280385192, 'colsample_bytree': 0.8014247176626079, 'learning_rate': 0.030942047469608068, 'max_bin': 63, 'path_smooth': 0.09499072859745386, 'extra_trees': True}",-1.953901416348564,1.953901416348564,2.6425836531245994,0.6886822367760357,0.2906017277662559,1.0,0.0097153809957856,0.0159472039499766,0.0081361594412772,3.9,422,7,8,2055,0.0022148104601284,0.0,0.0148882305979835,4.542857255511142,0.7862592280385192,0.8014247176626079,0.030942047469608,63,0.0949907285974538,True
20,9d40e91272f35a25,"{'num_leaves': 10, 'max_depth': -1, 'min_child_samples': 4145, 'min_child_weight': 0.013143973700872006, 'min_split_gain': 1.9545735860656975e-05, 'reg_alpha': 0.002115412774188856, 'reg_lambda': 1.4780033831850359, 'subsample': 0.9433197892505877, 'colsample_bytree': 0.5745624774536722, 'learning_rate': 0.011738487758889688, 'max_bin': 127, 'path_smooth': 8.790311296857817, 'extra_trees': False}",-1.910202249903343,1.910202249903343,2.6253599148303146,0.7151576649269715,0.2867986633926311,1.0,0.0097664244905547,0.0158252275359721,0.0081801777599603,9.9,1128,10,-1,4145,0.013143973700872,1.954573586065697e-05,0.0021154127741888,1.478003383185036,0.9433197892505876,0.5745624774536722,0.0117384877588896,127,8.790311296857817,False
21,b7ea78440492766e,"{'num_leaves': 27, 'max_depth': 5, 'min_child_samples': 1078, 'min_child_weight': 0.0013466692830142455, 'min_split_gain': 0.0, 'reg_alpha': 0.34345680368318665, 'reg_lambda': 41.88995919149666, 'subsample': 0.8599733754639786, 'colsample_bytree': 0.41362620438657494, 'learning_rate': 0.02249426398515642, 'max_bin': 63, 'path_smooth': 0.009868228405689997, 'extra_trees': True}",-1.9406307652054389,1.9406307652054389,2.6649946877626176,0.7243639225571787,0.2924782126742336,1.0,0.009463604951546,0.0156416194488826,0.007929156080017,7.1,933,27,5,1078,0.0013466692830142,0.0,0.3434568036831866,41.88995919149666,0.8599733754639786,0.4136262043865749,0.0224942639851564,63,0.0098682284056899,True
22,d7337aaea64023df,"{'num_leaves': 11, 'max_depth': 6, 'min_child_samples': 449, 'min_child_weight': 0.005541891933653275, 'min_split_gain': 0.0005886823585979962, 'reg_alpha': 0.0025728865711780115, 'reg_lambda': 1.457406253136971, 'subsample': 0.6689050837672903, 'colsample_bytree': 0.7250793134807982, 'learning_rate': 0.006688609319715109, 'max_bin': 63, 'path_smooth': 0.001228440926636663, 'extra_trees': False}",-1.9709146571863168,1.9709146571863168,2.71951055469088,0.7485958975045628,0.2959452553983881,1.0,0.0094254330603614,0.0155915014147836,0.007968771089066,11.7,1239,11,6,449,0.0055418919336532,0.0005886823585979,0.002572886571178,1.457406253136971,0.6689050837672903,0.7250793134807982,0.0066886093197151,63,0.0012284409266366,False
23,34585ce95a62c5fa,"{'num_leaves': 33, 'max_depth': 6, 'min_child_samples': 975, 'min_child_weight': 0.002885379619957691, 'min_split_gain': 0.0014808820298432507, 'reg_alpha': 0.3226081283815433, 'reg_lambda': 4.350527492040655, 'subsample': 0.5960874212801509, 'colsample_bytree': 0.7715027756108924, 'learning_rate': 0.005789009171532085, 'max_bin': 63, 'path_smooth': 0.0012260432671693047, 'extra_trees': True}",-1.9531710740476635,1.9531710740476635,2.644589783212162,0.6914187091644988,0.2930484484840436,1.0,0.0095352593944615,0.0158275699678399,0.0079954036130056,20.7,2306,33,6,975,0.0028853796199576,0.0014808820298432,0.3226081283815433,4.350527492040655,0.5960874212801509,0.7715027756108924,0.005789009171532,63,0.0012260432671693,True
24,6454f6bc6bdcdcd1,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 1963, 'min_child_weight': 0.020075563009076827, 'min_split_gain': 0.0, 'reg_alpha': 9.29822887422535, 'reg_lambda': 7.328812326097179, 'subsample': 0.6067564223217612, 'colsample_bytree': 0.776573724255177, 'learning_rate': 0.014079132906888038, 'max_bin': 63, 'path_smooth': 0.0024441619520682643, 'extra_trees': False}",-1.9581980548435296,1.9581980548435296,2.63932358979914,0.68112553495561,0.2893989870603788,0.8888888888888888,0.0096439143821651,0.0158267646407078,0.0080815594798986,5.9,710,32,5,1963,0.0200755630090768,0.0,9.29822887422535,7.328812326097179,0.6067564223217612,0.776573724255177,0.014079132906888,63,0.0024441619520682,False
25,201da7d6ebda54ee,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 2254, 'min_child_weight': 0.013898010487321965, 'min_split_gain': 0.00034849877228830344, 'reg_alpha': 0.26320496051350095, 'reg_lambda': 7.90209474029862, 'subsample': 0.5061084760405472, 'colsample_bytree': 0.8261881863123738, 'learning_rate': 0.012697864766138205, 'max_bin': 63, 'path_smooth': 0.0015611959005412672, 'extra_trees': False}",-1.9392936515282173,1.9392936515282173,2.622674843470798,0.6833811919425805,0.2845088880572257,1.0,0.0098866659403693,0.0159692950171362,0.0082981275939022,5.1,662,16,4,2254,0.0138980104873219,0.0003484987722883,0.2632049605135009,7.90209474029862,0.5061084760405472,0.8261881863123738,0.0126978647661382,63,0.0015611959005412,False
26,fd6c8550a70c9f6f,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 594, 'min_child_weight': 0.00011277974571996237, 'min_split_gain': 0.0, 'reg_alpha': 0.20887643013852877, 'reg_lambda': 46.963731943800134, 'subsample': 0.7731643268579831, 'colsample_bytree': 0.4213985817801725, 'learning_rate': 0.006780029513390765, 'max_bin': 63, 'path_smooth': 0.0020850371058513052, 'extra_trees': True}",-1.9650234890259328,1.9650234890259328,2.6772253839024445,0.7122018948765119,0.2939537909562662,1.0,0.0094316727148519,0.0156609702302104,0.0079403392285336,17.4,2575,16,4,594,0.0001127797457199,0.0,0.2088764301385287,46.96373194380013,0.7731643268579831,0.4213985817801725,0.0067800295133907,63,0.0020850371058513,True
27,630dd2bb69c994d4,"{'num_leaves': 9, 'max_depth': 6, 'min_child_samples': 203, 'min_child_weight': 0.00048691544929045844, 'min_split_gain': 0.0, 'reg_alpha': 0.02083522668356515, 'reg_lambda': 38.03775861219303, 'subsample': 0.8257776488824451, 'colsample_bytree': 0.4468712300413638, 'learning_rate': 0.034327127057266114, 'max_bin': 63, 'path_smooth': 0.001096650333206952, 'extra_trees': True}",-1.9673325091410303,1.9673325091410303,2.699883037896893,0.7325505287558631,0.296639654182411,1.0,0.0093293604523561,0.0155092706652011,0.0078459436748756,3.9,521,9,6,203,0.0004869154492904,0.0,0.0208352266835651,38.03775861219303,0.8257776488824451,0.4468712300413638,0.0343271270572661,63,0.0010966503332069,True
28,b5700f640cb67b0b,"{'num_leaves': 22, 'max_depth': 6, 'min_child_samples': 3079, 'min_child_weight': 0.020480921935360295, 'min_split_gain': 0.0, 'reg_alpha': 0.008859025464838879, 'reg_lambda': 11.258646698569793, 'subsample': 0.7330140713595865, 'colsample_bytree': 0.6793804472381386, 'learning_rate': 0.009898459138373516, 'max_bin': 63, 'path_smooth': 0.0025515399952825424, 'extra_trees': False}",-1.938419212976046,1.938419212976046,2.6237398757869737,0.6853206628109276,0.2892209655029603,1.0,0.0097412796486385,0.0158504083949278,0.0081454007056869,10.8,1210,22,6,3079,0.0204809219353602,0.0,0.0088590254648388,11.258646698569793,0.7330140713595865,0.6793804472381386,0.0098984591383735,63,0.0025515399952825,False
29,9487c8d0c9b8cf5a,"{'num_leaves': 22, 'max_depth': -1, 'min_child_samples': 3611, 'min_child_weight': 0.008593772762087715, 'min_split_gain': 0.004306199170229099, 'reg_alpha': 0.42744558867818133, 'reg_lambda': 5.780466506849042, 'subsample': 0.5866358145782337, 'colsample_bytree': 0.793949206969147, 'learning_rate': 0.0051462585287725465, 'max_bin': 127, 'path_smooth': 0.0020024941435755287, 'extra_trees': False}",-1.898009510020896,1.898009510020896,2.622746016542368,0.7247365065214721,0.2791438592811231,1.0,0.010025484184531,0.0160449481537561,0.0084022489955997,14.2,2104,22,-1,3611,0.0085937727620877,0.004306199170229,0.4274455886781813,5.780466506849042,0.5866358145782337,0.793949206969147,0.0051462585287725,127,0.0020024941435755,False
30,d3a21df5fe370fed,"{'num_leaves': 51, 'max_depth': 6, 'min_child_samples': 3291, 'min_child_weight': 0.008615171912713708, 'min_split_gain': 0.06836347885108258, 'reg_alpha': 5.812168291278303, 'reg_lambda': 19.304935938213458, 'subsample': 0.7160182975397412, 'colsample_bytree': 0.877876902441154, 'learning_rate': 0.005096092849830268, 'max_bin': 63, 'path_smooth': 0.003884196093910962, 'extra_trees': False}",-1.9415016206414524,1.9415016206414524,2.6214441907302533,0.6799425700888009,0.2864910274495628,1.0,0.009810774140294,0.0159142391281078,0.0082107797188312,16.8,2100,51,6,3291,0.0086151719127137,0.0683634788510825,5.812168291278303,19.304935938213458,0.7160182975397412,0.877876902441154,0.0050960928498302,63,0.0038841960939109,False
31,c3bf40598603dd5c,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 421, 'min_child_weight': 0.0001191223081460937, 'min_split_gain': 0.0022497753081795312, 'reg_alpha': 0.03554854148082997, 'reg_lambda': 56.74355047708599, 'subsample': 0.9419398574155564, 'colsample_bytree': 0.5745339319006479, 'learning_rate': 0.01961092502654779, 'max_bin': 63, 'path_smooth': 0.005282751255134694, 'extra_trees': False}",-1.9768256566070128,1.9768256566070128,2.7584878404867177,0.7816621838797049,0.2895667906460983,1.0,0.009303913118297,0.0153638106965219,0.0078749623076563,5.9,527,32,5,421,0.000119122308146,0.0022497753081795,0.0355485414808299,56.74355047708599,0.9419398574155564,0.5745339319006479,0.0196109250265477,63,0.0052827512551346,False
32,3405752625e4ddbc,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 288, 'min_child_weight': 0.00033083202897597356, 'min_split_gain': 0.0023174757108826976, 'reg_alpha': 0.06970648500596899, 'reg_lambda': 46.16668789896464, 'subsample': 0.9464006667159031, 'colsample_bytree': 0.6338075065272777, 'learning_rate': 0.011453919935820619, 'max_bin': 127, 'path_smooth': 0.021537712431236956, 'extra_trees': False}",-1.9778704668568323,1.9778704668568323,2.816959538302593,0.8390890714457606,0.2899488176726149,1.0,0.0092226377485314,0.0150456855634947,0.0078216523864796,13.9,1024,32,5,288,0.0003308320289759,0.0023174757108826,0.0697064850059689,46.16668789896464,0.9464006667159032,0.6338075065272777,0.0114539199358206,127,0.0215377124312369,False
33,bc9d1832b6808d67,"{'num_leaves': 42, 'max_depth': 8, 'min_child_samples': 2118, 'min_child_weight': 0.052326094659535374, 'min_split_gain': 0.005339429873221488, 'reg_alpha': 4.469362014446807, 'reg_lambda': 13.44553578675274, 'subsample': 0.5922286267966058, 'colsample_bytree': 0.8819954962780754, 'learning_rate': 0.01622432913956264, 'max_bin': 127, 'path_smooth': 0.0012944395183915568, 'extra_trees': False}",-1.939516306395688,1.939516306395688,2.634769242836091,0.6952529364404034,0.2886322656690691,1.0,0.00963785177168,0.0158336711628708,0.0080599386742774,7.4,759,42,8,2118,0.0523260946595353,0.0053394298732214,4.469362014446807,13.44553578675274,0.5922286267966058,0.8819954962780754,0.0162243291395626,127,0.0012944395183915,False
34,97d5ea6549be1406,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 569, 'min_child_weight': 0.0003148130969278467, 'min_split_gain': 0.0, 'reg_alpha': 0.010430336462867762, 'reg_lambda': 40.393895236825905, 'subsample': 0.9156474961438622, 'colsample_bytree': 0.3961216758844063, 'learning_rate': 0.010771911654533105, 'max_bin': 127, 'path_smooth': 0.0018004739738730511, 'extra_trees': True}",-1.940910436497883,1.940910436497883,2.689330361997033,0.7484199254991497,0.2955064228444126,1.0,0.0094206987943856,0.0155644126569793,0.0079475388123814,9.3,1227,32,5,569,0.0003148130969278,0.0,0.0104303364628677,40.39389523682591,0.9156474961438622,0.3961216758844063,0.0107719116545331,127,0.001800473973873,True
35,d4edb0c923485ce5,"{'num_leaves': 16, 'max_depth': 5, 'min_child_samples': 248, 'min_child_weight': 0.001066977594179582, 'min_split_gain': 0.0003457750724546008, 'reg_alpha': 0.05270319383158585, 'reg_lambda': 13.658591981015277, 'subsample': 0.8278195638613124, 'colsample_bytree': 0.5218842466889384, 'learning_rate': 0.014391735727545185, 'max_bin': 127, 'path_smooth': 0.018896689589178985, 'extra_trees': False}",-1.95229959554664,1.95229959554664,2.773134620165658,0.8208350246190186,0.2924704011591041,1.0,0.0093588543423263,0.0152288520604672,0.0079336097200695,7.0,623,16,5,248,0.0010669775941795,0.0003457750724546,0.0527031938315858,13.658591981015276,0.8278195638613124,0.5218842466889384,0.0143917357275451,127,0.0188966895891789,False
36,bead27331e734c7a,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 444, 'min_child_weight': 0.0002016053326606396, 'min_split_gain': 0.002078490655424392, 'reg_alpha': 0.04262197515429792, 'reg_lambda': 22.07764357629388, 'subsample': 0.927954236729256, 'colsample_bytree': 0.6827786174384595, 'learning_rate': 0.006325983452437891, 'max_bin': 127, 'path_smooth': 0.012640628526271794, 'extra_trees': False}",-1.9837269162298363,1.9837269162298363,2.749730133122632,0.766003216892795,0.2913144590571579,1.0,0.009333215922747,0.0154868058469914,0.007901286502501,27.9,2031,16,4,444,0.0002016053326606,0.0020784906554243,0.0426219751542979,22.07764357629388,0.927954236729256,0.6827786174384595,0.0063259834524378,127,0.0126406285262717,False
37,657ce561c630c2e4,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 816, 'min_child_weight': 0.0003030515617295723, 'min_split_gain': 0.009977546736091657, 'reg_alpha': 0.008024167504186873, 'reg_lambda': 5.399104737264086, 'subsample': 0.8883929239097956, 'colsample_bytree': 0.5648034841777186, 'learning_rate': 0.008257798596550292, 'max_bin': 127, 'path_smooth': 0.0027701569612321696, 'extra_trees': False}",-1.9555881361585727,1.9555881361585727,2.6877330056968662,0.7321448695382928,0.291025546859658,1.0,0.0094592770171888,0.0156589710679424,0.0080135386113132,13.9,1083,16,4,816,0.0003030515617295,0.0099775467360916,0.0080241675041868,5.399104737264086,0.8883929239097956,0.5648034841777186,0.0082577985965502,127,0.0027701569612321,False
38,ff0c0f21f92fd7ff,"{'num_leaves': 13, 'max_depth': 4, 'min_child_samples': 967, 'min_child_weight': 0.00036944522547359995, 'min_split_gain': 0.0007763741902484858, 'reg_alpha': 0.25873313558572103, 'reg_lambda': 62.93497131906827, 'subsample': 0.8560841551758959, 'colsample_bytree': 0.669608211953314, 'learning_rate': 0.00624861869929173, 'max_bin': 127, 'path_smooth': 0.004005335157117773, 'extra_trees': False}",-1.9633134459921413,1.9633134459921413,2.6840579915190736,0.7207445455269323,0.2918781834410013,1.0,0.0094711306625485,0.0157167918298318,0.0080142008150885,22.5,1524,13,4,967,0.0003694452254735,0.0007763741902484,0.258733135585721,62.93497131906827,0.8560841551758959,0.669608211953314,0.0062486186992917,127,0.0040053351571177,False
39,58ce4f2d858c4aef,"{'num_leaves': 35, 'max_depth': 6, 'min_child_samples': 2696, 'min_child_weight': 0.004924980746580244, 'min_split_gain': 0.011869048864290162, 'reg_alpha': 0.012024145573401309, 'reg_lambda': 1.1810376517748336, 'subsample': 0.4729872670543519, 'colsample_bytree': 0.8097688580174637, 'learning_rate': 0.0066597523349649235, 'max_bin': 63, 'path_smooth': 0.0016174658231860027, 'extra_trees': False}",-1.8894690642406355,1.8894690642406355,2.613131059916048,0.7236619956754122,0.2814282216600869,1.0,0.0099547436098697,0.0160129257411519,0.0083425539329437,12.1,1641,35,6,2696,0.0049249807465802,0.0118690488642901,0.0120241455734013,1.1810376517748336,0.4729872670543519,0.8097688580174637,0.0066597523349649,63,0.001617465823186,False
40,f34514ff9ada75d2,"{'num_leaves': 24, 'max_depth': 8, 'min_child_samples': 1283, 'min_child_weight': 0.00013858129604890442, 'min_split_gain': 0.0, 'reg_alpha': 0.008547217657662887, 'reg_lambda': 18.850867046436996, 'subsample': 0.9075777157393167, 'colsample_bytree': 0.7624116441511883, 'learning_rate': 0.005423844772142297, 'max_bin': 127, 'path_smooth': 0.007086097186577785, 'extra_trees': False}",-1.980051952502902,1.980051952502902,2.6959033835012622,0.7158514309983603,0.2914017202698747,1.0,0.0093535735849499,0.0155690864024063,0.0078828139358208,28.7,1653,24,8,1283,0.0001385812960489,0.0,0.0085472176576628,18.850867046437,0.9075777157393168,0.7624116441511883,0.0054238447721422,127,0.0070860971865777,False
41,9a07b46ab55dda40,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 1851, 'min_child_weight': 0.004919439702303628, 'min_split_gain': 0.0, 'reg_alpha': 0.021633119654133507, 'reg_lambda': 4.849902597512135, 'subsample': 0.6258748608278306, 'colsample_bytree': 0.8819668422458954, 'learning_rate': 0.005319017112473951, 'max_bin': 63, 'path_smooth': 0.0029013731035919268, 'extra_trees': False}",-1.947087231255708,1.947087231255708,2.646846137432384,0.6997589061766756,0.2890218079073586,1.0,0.0096488638082147,0.0159223189529938,0.0081004650173566,16.2,2999,4,2,1851,0.0049194397023036,0.0,0.0216331196541335,4.849902597512135,0.6258748608278306,0.8819668422458954,0.0053190171124739,63,0.0029013731035919,False
42,3d01dd5bc03f4e86,"{'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 897, 'min_child_weight': 0.00021081771171051357, 'min_split_gain': 0.0, 'reg_alpha': 0.004504178569269801, 'reg_lambda': 51.50113847669942, 'subsample': 0.8623178344578797, 'colsample_bytree': 0.6240436375520374, 'learning_rate': 0.005299057357744167, 'max_bin': 127, 'path_smooth': 0.0037209944745513995, 'extra_trees': False}",-1.9869440986244264,1.9869440986244264,2.715490957167193,0.728546858542767,0.293843862355047,1.0,0.0093711129685746,0.0155568625608759,0.0079198917150314,17.6,1620,15,8,897,0.0002108177117105,0.0,0.0045041785692698,51.50113847669942,0.8623178344578797,0.6240436375520374,0.0052990573577441,127,0.0037209944745513,False
43,ffb7c62e9010a13c,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 891, 'min_child_weight': 0.0036491052436688526, 'min_split_gain': 0.0013751902360358756, 'reg_alpha': 0.05083022584359261, 'reg_lambda': 4.21913266428674, 'subsample': 0.6278077311363301, 'colsample_bytree': 0.5809334687389791, 'learning_rate': 0.005576776289374269, 'max_bin': 63, 'path_smooth': 0.0010359082924342926, 'extra_trees': False}",-1.9748158289726807,1.9748158289726807,2.647402928919152,0.6725870999464711,0.2927948277887972,1.0,0.0095325153057037,0.0158537649055085,0.0080341578976507,10.2,1969,8,3,891,0.0036491052436688,0.0013751902360358,0.0508302258435926,4.21913266428674,0.6278077311363301,0.5809334687389791,0.0055767762893742,63,0.0010359082924342,False
44,d91f46ebce6a700b,"{'num_leaves': 11, 'max_depth': 4, 'min_child_samples': 415, 'min_child_weight': 0.0003562291535588391, 'min_split_gain': 0.00017940611107715413, 'reg_alpha': 0.009651988236488171, 'reg_lambda': 29.468788700734052, 'subsample': 0.9287612074924166, 'colsample_bytree': 0.6618564659601219, 'learning_rate': 0.006693053619320172, 'max_bin': 63, 'path_smooth': 0.005580946733359519, 'extra_trees': True}",-1.967409502708143,1.967409502708143,2.6907677696478056,0.7233582669396625,0.2954949488998594,1.0,0.009376087542594,0.0155210896716105,0.0078921206716342,17.9,2499,11,4,415,0.0003562291535588,0.0001794061110771,0.0096519882364881,29.46878870073405,0.9287612074924166,0.6618564659601219,0.0066930536193201,63,0.0055809467333595,True
45,eabfaa0b8899bad2,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 611, 'min_child_weight': 0.00015139297675246255, 'min_split_gain': 0.0, 'reg_alpha': 0.0011622275903113211, 'reg_lambda': 40.16901527924037, 'subsample': 0.8627300636672687, 'colsample_bytree': 0.5165405963621296, 'learning_rate': 0.005774669542476658, 'max_bin': 63, 'path_smooth': 0.005083618219600711, 'extra_trees': False}",-1.935977376146648,1.935977376146648,2.6481243311060894,0.7121469549594412,0.2935412520646933,1.0,0.009581573401953,0.0158187118194834,0.0080888149529705,11.0,2359,4,2,611,0.0001513929767524,0.0,0.0011622275903113,40.16901527924037,0.8627300636672687,0.5165405963621296,0.0057746695424766,63,0.0050836182196007,False
46,639a19eec13c1cf0,"{'num_leaves': 6, 'max_depth': 8, 'min_child_samples': 1954, 'min_child_weight': 0.00016790302417826248, 'min_split_gain': 0.0033786901558972454, 'reg_alpha': 0.0026584914831080937, 'reg_lambda': 48.36006735998479, 'subsample': 0.7650620223139789, 'colsample_bytree': 0.5336936308420694, 'learning_rate': 0.0076939147634721575, 'max_bin': 127, 'path_smooth': 0.019231903885245247, 'extra_trees': False}",-1.9434826031898675,1.9434826031898675,2.646619073012049,0.7031364698221818,0.2926182880626791,1.0,0.0095638452967829,0.0158714957009017,0.008028245112253,10.7,1535,6,8,1954,0.0001679030241782,0.0033786901558972,0.002658491483108,48.36006735998479,0.7650620223139789,0.5336936308420694,0.0076939147634721,127,0.0192319038852452,False
