entry_thr,max_hold,tp_pct,trades,win_rate,total_return,profit_factor,max_dd,avg_hold,exposure_pct,score
0.48,120,0.015,180,0.8333,2.459,3.439,-0.0682,56.4,0.014,2.52489
0.42,120,0.015,292,0.7432,2.4905,1.972,-0.1254,61.8,0.024,2.50076
0.5,60,0.02,152,0.7434,2.4154,4.0,-0.0434,43.4,0.009,2.46672
0.45,60,0.015,235,0.7404,2.4049,2.775,-0.0515,40.4,0.013,2.45127
0.55,90,0.0,97,0.732,2.4058,5.387,-0.0987,89.6,0.012,2.42605
0.48,60,0.02,181,0.7293,2.3729,3.04,-0.0495,45.9,0.011,2.41694
0.42,60,0.02,295,0.6678,2.4168,1.992,-0.105,48.9,0.019,2.4146399999999995
0.35,60,0.02,509,0.6169,2.338,1.525,-0.1676,49.8,0.034,2.28927
0.5,45,0.0,152,0.6513,2.251,3.686,-0.0416,44.9,0.009,2.27559
0.6,120,0.0,55,0.8545,2.1368,12.165,-0.0693,119.1,0.009,2.2085
0.38,120,0.015,399,0.6992,2.1812,1.598,-0.1398,64.6,0.034,2.1710599999999998
0.4,90,0.015,345,0.7217,2.1333,1.715,-0.1359,54.8,0.025,2.13186
0.48,90,0.015,182,0.8077,2.066,2.955,-0.0656,49.5,0.012,2.12551
0.45,45,0.02,234,0.688,2.0905,2.462,-0.0533,38.2,0.012,2.12025
0.3,120,0.01,762,0.7139,2.0911,1.421,-0.1358,49.3,0.05,2.08737
0.48,45,0.0,182,0.6538,2.0591,2.818,-0.0415,44.9,0.011,2.0844899999999997
0.38,60,0.02,411,0.618,2.0788,1.606,-0.168,49.9,0.027,2.0302000000000002
0.3,90,0.015,737,0.6133,2.0591,1.351,-0.1944,57.4,0.057,1.99589
0.38,90,0.015,404,0.6931,1.9953,1.589,-0.1301,55.7,0.03,1.98818
0.5,60,0.015,153,0.7974,1.841,4.086,-0.0434,36.4,0.007,1.90852
0.42,90,0.015,295,0.7288,1.8753,1.776,-0.1034,53.9,0.021,1.89224
0.5,45,0.02,153,0.6797,1.8477,3.522,-0.0396,35.6,0.007,1.8818099999999998
0.42,60,0.015,299,0.6923,1.8354,1.889,-0.105,42.4,0.017,1.84059
0.48,45,0.02,182,0.6703,1.7539,2.736,-0.0413,37.3,0.009,1.78434
0.4,60,0.015,353,0.6799,1.7229,1.687,-0.1392,43.5,0.02,1.7072700000000003
0.55,120,0.02,98,0.7959,1.6569,3.857,-0.0908,66.9,0.009,1.70027
0.48,60,0.015,182,0.7582,1.6337,2.73,-0.0495,39.7,0.01,1.68641
0.45,45,0.015,237,0.7046,1.6358,2.282,-0.0438,33.6,0.011,1.6752799999999999
0.55,60,0.0,99,0.6667,1.6436,3.858,-0.0713,60.0,0.008,1.6579599999999999
0.45,120,0.01,232,0.8578,1.5859,2.672,-0.079,40.8,0.013,1.65374
0.55,45,0.0,100,0.63,1.578,3.554,-0.0596,45.0,0.006,1.5872
0.5,120,0.01,152,0.9211,1.4725,5.9,-0.0437,29.4,0.006,1.57698
0.35,60,0.015,516,0.6318,1.6048,1.439,-0.1931,44.6,0.031,1.54779
0.42,45,0.0,299,0.6187,1.5716,1.777,-0.1331,44.6,0.018,1.5406600000000001
0.45,90,0.01,233,0.8369,1.436,2.558,-0.0789,37.4,0.012,1.49762
0.35,120,0.01,509,0.7662,1.4771,1.487,-0.1259,47.6,0.032,1.49401
0.5,90,0.01,153,0.9085,1.3926,5.342,-0.0438,27.6,0.006,1.49325
0.4,45,0.0,354,0.5932,1.5402,1.632,-0.1951,44.4,0.021,1.47061
0.48,120,0.01,182,0.8736,1.3768,3.396,-0.0437,38.3,0.009,1.46703
0.35,90,0.01,519,0.7514,1.4535,1.491,-0.1354,42.8,0.03,1.46122
0.5,45,0.015,154,0.7143,1.3859,3.37,-0.0323,30.4,0.006,1.4340399999999998
0.55,90,0.02,98,0.7755,1.3939,3.898,-0.0987,56.9,0.007,1.4271999999999998
0.5,30,0.0,153,0.6601,1.3863,3.351,-0.0351,30.0,0.006,1.4167800000000002
0.6,90,0.0,55,0.8727,1.3205,7.882,-0.0704,90.0,0.007,1.39711
0.38,60,0.015,414,0.6449,1.437,1.505,-0.1728,43.9,0.024,1.3940700000000001
0.5,30,0.02,154,0.6818,1.3545,3.423,-0.0351,25.9,0.005,1.3914900000000001
0.42,45,0.02,302,0.6291,1.3722,1.721,-0.1425,39.0,0.016,1.33968
0.48,90,0.01,183,0.8634,1.2306,3.044,-0.0449,34.9,0.009,1.3171699999999997
0.35,45,0.0,511,0.5636,1.3745,1.417,-0.17,43.7,0.03,1.30858
0.4,45,0.02,357,0.6022,1.3529,1.582,-0.1902,39.1,0.019,1.28846
0.35,45,0.02,520,0.575,1.337,1.41,-0.2005,39.8,0.028,1.25925
0.48,45,0.015,183,0.6885,1.2085,2.381,-0.0413,33.0,0.008,1.2444
0.3,90,0.01,771,0.6861,1.2708,1.299,-0.1799,44.7,0.046,1.23668
0.5,60,0.01,153,0.8627,1.1289,4.044,-0.0434,24.4,0.005,1.21601
0.55,120,0.015,98,0.8265,1.1251,3.668,-0.0908,52.6,0.007,1.1776499999999999
0.42,120,0.01,296,0.8074,1.1426,1.743,-0.1162,45.9,0.018,1.17672
0.38,45,0.0,412,0.5704,1.2314,1.456,-0.1663,43.9,0.024,1.16937
0.4,120,0.01,353,0.8045,1.1581,1.588,-0.1692,46.3,0.022,1.16485
0.45,60,0.01,236,0.7797,1.1084,2.223,-0.0584,31.5,0.01,1.16311
0.5,30,0.015,154,0.7013,1.1002,3.188,-0.0339,23.1,0.005,1.14364
0.42,45,0.015,305,0.6525,1.1537,1.663,-0.1331,34.8,0.014,1.1328999999999998
0.48,30,0.0,183,0.6448,1.0934,2.395,-0.0676,30.0,0.007,1.1030399999999998
0.35,45,0.015,523,0.5908,1.1556,1.39,-0.1931,36.4,0.025,1.08629
0.6,120,0.02,55,0.8727,0.9959,7.69,-0.0693,57.9,0.004,1.0730600000000001
0.48,60,0.01,183,0.8142,1.0,2.643,-0.0498,29.5,0.007,1.06936
0.38,45,0.02,416,0.5769,1.1259,1.431,-0.1637,39.6,0.022,1.0671199999999998
0.6,60,0.0,56,0.75,1.0162,5.745,-0.0703,60.0,0.004,1.05605
0.48,30,0.02,183,0.6503,1.0379,2.354,-0.0585,26.8,0.007,1.0537400000000001
0.38,120,0.01,410,0.778,1.0354,1.451,-0.1322,48.9,0.027,1.0527
0.4,90,0.01,356,0.7865,1.0286,1.538,-0.1277,41.0,0.02,1.0507
0.5,45,0.01,154,0.8117,0.9599,3.463,-0.0327,21.4,0.004,1.03706
0.55,60,0.02,99,0.7071,0.9835,3.085,-0.0713,44.0,0.006,1.00998
0.55,90,0.015,98,0.8061,0.9665,3.516,-0.0987,46.3,0.006,1.00898
0.6,90,0.02,55,0.9091,0.8519,6.526,-0.0704,50.1,0.004,0.93943
0.4,60,0.01,360,0.7389,0.8662,1.497,-0.1034,33.8,0.016,0.88617
0.42,90,0.01,297,0.7946,0.8474,1.557,-0.1014,41.1,0.016,0.8850800000000001
0.48,45,0.01,184,0.7717,0.819,2.349,-0.0413,25.5,0.006,0.8798599999999999
0.42,60,0.01,301,0.7409,0.8295,1.603,-0.0929,33.6,0.013,0.8553200000000001
0.3,60,0.0,738,0.5474,0.9527,1.211,-0.234,53.9,0.053,0.84992
0.5,30,0.01,154,0.7597,0.7809,3.151,-0.0339,17.3,0.004,0.84186
0.4,45,0.015,358,0.6145,0.8765,1.439,-0.1564,35.3,0.017,0.8326499999999999
0.38,45,0.015,418,0.6005,0.8708,1.373,-0.145,35.7,0.02,0.82845
0.48,30,0.015,183,0.6612,0.8087,2.14,-0.0633,24.7,0.006,0.82541
0.45,30,0.02,237,0.6118,0.8249,1.77,-0.0764,27.2,0.009,0.82024
0.45,45,0.01,238,0.7479,0.7656,1.828,-0.0504,26.8,0.009,0.81477
0.55,60,0.015,99,0.7576,0.7592,2.956,-0.0615,36.9,0.005,0.8057300000000001
0.38,90,0.01,415,0.759,0.7973,1.37,-0.1514,43.5,0.024,0.7993
0.6,45,0.0,56,0.6429,0.7676,3.942,-0.0399,45.0,0.003,0.7905199999999999
0.6,120,0.015,55,0.9091,0.6929,6.212,-0.0693,44.4,0.003,0.78098
0.55,30,0.0,100,0.63,0.7772,2.834,-0.0724,30.0,0.004,0.78
0.55,45,0.02,100,0.66,0.755,2.622,-0.0596,35.7,0.005,0.7732
0.6,60,0.02,56,0.8036,0.7046,5.147,-0.0703,39.5,0.003,0.7605299999999999
0.35,60,0.01,526,0.6996,0.7299,1.284,-0.1238,35.1,0.025,0.7278800000000001
0.45,30,0.015,240,0.6208,0.7122,1.698,-0.0724,24.9,0.008,0.7122400000000001
0.6,90,0.015,55,0.9091,0.6046,5.237,-0.0704,40.2,0.003,0.69213
0.55,120,0.01,99,0.899,0.5868,3.021,-0.0696,33.9,0.004,0.6717000000000001
0.4,30,0.02,364,0.5467,0.7189,1.397,-0.1555,27.6,0.013,0.65516
0.45,30,0.0,236,0.6017,0.6492,1.638,-0.0778,30.0,0.009,0.64081
0.6,60,0.015,56,0.8393,0.5473,4.813,-0.0703,32.8,0.002,0.61394
0.3,60,0.02,747,0.5556,0.7163,1.174,-0.2432,49.4,0.049,0.61138
0.55,90,0.01,99,0.8687,0.5229,2.805,-0.078,30.4,0.004,0.5945100000000001
0.55,60,0.01,100,0.83,0.5105,2.799,-0.0374,25.2,0.003,0.5908
0.48,30,0.01,184,0.712,0.5523,1.945,-0.0551,20.2,0.005,0.58835
0.6,30,0.0,56,0.7321,0.5289,4.158,-0.0292,30.0,0.002,0.5839300000000001
0.55,45,0.015,100,0.69,0.5378,2.27,-0.0596,30.4,0.004,0.5649999999999998
0.42,45,0.01,306,0.6993,0.5626,1.441,-0.1265,28.4,0.012,0.55914
0.6,45,0.02,56,0.6964,0.5103,3.54,-0.0399,32.5,0.002,0.5492699999999999
0.45,30,0.01,240,0.6708,0.5174,1.639,-0.0685,20.8,0.007,0.5343899999999999
0.35,45,0.01,529,0.656,0.5531,1.247,-0.1438,29.5,0.021,0.528
0.6,45,0.015,56,0.7679,0.4608,3.861,-0.0399,28.0,0.002,0.52122
0.42,30,0.02,306,0.5654,0.5524,1.382,-0.1303,27.3,0.011,0.50687
0.55,30,0.02,100,0.63,0.5022,2.291,-0.0803,26.0,0.003,0.50105
0.55,45,0.01,101,0.7921,0.4214,2.42,-0.04,22.0,0.003,0.48902999999999996
0.42,30,0.015,308,0.5812,0.509,1.366,-0.0976,25.3,0.01,0.48456
0.6,30,0.02,56,0.75,0.4228,3.955,-0.0292,23.6,0.002,0.4832
0.6,120,0.01,55,0.9455,0.3806,4.931,-0.0693,26.2,0.002,0.47959999999999997
0.4,45,0.01,363,0.6722,0.4924,1.319,-0.1424,28.3,0.014,0.47286
0.38,60,0.01,421,0.7007,0.4767,1.249,-0.1306,35.1,0.02,0.47161
0.4,30,0.0,363,0.5372,0.5304,1.307,-0.1555,29.8,0.014,0.46381
0.6,90,0.01,55,0.9455,0.3458,4.074,-0.0704,24.2,0.002,0.44425
0.38,30,0.02,425,0.5365,0.483,1.247,-0.1314,27.9,0.016,0.42825
0.6,30,0.015,56,0.7679,0.3384,3.678,-0.0292,21.1,0.002,0.40417
0.6,60,0.01,56,0.8929,0.3163,3.608,-0.0703,20.9,0.002,0.39902000000000004
0.35,30,0.02,529,0.5198,0.4853,1.208,-0.2134,28.0,0.02,0.38454
0.4,30,0.015,364,0.5495,0.4419,1.273,-0.1806,25.4,0.012,0.36645
0.55,30,0.015,100,0.64,0.3672,1.997,-0.0942,22.6,0.003,0.36210000000000003
0.55,30,0.01,101,0.7129,0.3279,2.193,-0.0627,17.3,0.002,0.36042
0.38,30,0.0,423,0.5272,0.4212,1.217,-0.1391,29.6,0.017,0.35981
0.6,30,0.01,56,0.8393,0.2627,3.503,-0.0292,15.1,0.001,0.34989
0.6,45,0.01,56,0.8214,0.2725,3.056,-0.0399,18.5,0.001,0.34897
0.42,30,0.0,305,0.5541,0.391,1.282,-0.1392,29.9,0.012,0.33763000000000004
0.35,30,0.015,531,0.5311,0.3721,1.172,-0.2256,26.4,0.019,0.26863
0.3,60,0.015,756,0.5728,0.3563,1.105,-0.2634,45.6,0.046,0.24644
0.38,45,0.01,424,0.6533,0.2712,1.162,-0.1469,29.1,0.017,0.24373999999999998
0.38,30,0.015,425,0.5435,0.3021,1.172,-0.1677,25.8,0.015,0.2313
0.42,30,0.01,309,0.6214,0.2446,1.22,-0.1052,21.4,0.009,0.22841999999999998
0.35,30,0.0,525,0.5086,0.328,1.151,-0.2259,29.6,0.021,0.21763000000000005
0.4,30,0.01,366,0.5984,0.1803,1.139,-0.1433,21.3,0.01,0.13817
0.3,45,0.0,760,0.5132,0.2704,1.091,-0.2765,42.2,0.043,0.13610999999999995
0.3,60,0.01,783,0.6373,0.2118,1.077,-0.2579,37.1,0.039,0.12403999999999997
0.35,30,0.01,534,0.5843,0.1287,1.076,-0.1724,22.2,0.016,0.06779000000000002
0.3,45,0.02,769,0.5176,0.1529,1.059,-0.3078,39.7,0.041,0.0042799999999999835
0.38,30,0.01,428,0.6005,0.0422,1.04,-0.1777,21.9,0.013,-0.016499999999999987
0.3,45,0.015,775,0.5316,0.0881,1.041,-0.2739,37.3,0.039,-0.03937
0.3,45,0.01,793,0.5902,-0.0283,1.005,-0.2608,31.4,0.033,-0.13164
0.3,30,0.02,799,0.4931,-0.1109,0.976,-0.3656,28.1,0.03,-0.29369999999999996
0.3,30,0.0,795,0.4843,-0.1475,0.966,-0.4208,29.0,0.031,-0.3579
0.3,30,0.015,806,0.5,-0.1683,0.954,-0.4065,26.9,0.029,-0.37155
0.3,30,0.01,814,0.5393,-0.2223,0.927,-0.37,23.6,0.026,-0.39551
