entry_thr,max_hold,tp_pct,trades,win_rate,total_return,profit_factor,max_dd,avg_hold,exposure_pct,score
0.38,120,0.01,463,0.784,1.5776,1.595,-0.1867,50.0,0.031,1.5694499999999998
0.45,60,0.01,305,0.8066,1.4989,2.072,-0.1252,28.0,0.011,1.5282799999999999
0.35,120,0.01,554,0.7581,1.5778,1.48,-0.2589,51.2,0.038,1.5257800000000001
0.5,60,0.01,221,0.8371,1.4637,2.921,-0.082,25.7,0.008,1.52383
0.4,90,0.01,415,0.7735,1.5131,1.686,-0.1724,40.9,0.022,1.5089499999999998
0.55,30,0.02,153,0.7059,1.4759,3.026,-0.072,23.9,0.005,1.5016699999999998
0.48,45,0.015,249,0.7108,1.4626,2.064,-0.1119,31.7,0.01,1.46989
0.4,45,0.0,414,0.587,1.5396,1.514,-0.1971,43.8,0.024,1.4671500000000002
0.5,45,0.015,218,0.7018,1.4479,2.269,-0.1295,30.4,0.009,1.44369
0.45,45,0.01,306,0.7778,1.3559,2.051,-0.1091,23.9,0.01,1.38469
0.6,30,0.02,105,0.7905,1.3264,4.142,-0.068,21.7,0.003,1.37955
0.48,45,0.02,249,0.6707,1.3944,1.881,-0.1384,37.3,0.012,1.3764100000000001
0.35,45,0.0,574,0.5679,1.4987,1.374,-0.3015,43.5,0.033,1.36832
0.35,90,0.01,562,0.7313,1.4206,1.456,-0.2622,44.6,0.033,1.3588900000000002
0.38,60,0.015,471,0.6348,1.3951,1.451,-0.2054,44.6,0.028,1.33284
0.6,45,0.015,105,0.7905,1.2527,5.292,-0.0376,22.7,0.003,1.32105
0.55,60,0.01,154,0.8896,1.2121,4.306,-0.0486,21.6,0.004,1.3046799999999998
0.48,45,0.01,252,0.7976,1.2359,2.267,-0.1054,22.4,0.007,1.27248
0.42,45,0.015,371,0.6523,1.2955,1.611,-0.1399,35.1,0.017,1.2712400000000001
0.35,60,0.02,566,0.5866,1.3325,1.327,-0.2875,50.2,0.038,1.2147299999999999
0.55,30,0.015,153,0.7255,1.1488,2.763,-0.0648,20.5,0.004,1.18405
0.5,45,0.01,221,0.7919,1.115,2.401,-0.1253,22.4,0.007,1.1399199999999998
0.42,45,0.02,371,0.6226,1.1707,1.536,-0.2022,39.3,0.019,1.1063800000000001
0.3,90,0.015,773,0.6016,1.2134,1.242,-0.2998,59.9,0.061,1.0939800000000002
0.3,120,0.01,774,0.6977,1.1599,1.277,-0.2643,54.0,0.055,1.08706
0.55,45,0.01,154,0.8377,1.0041,3.634,-0.0426,19.1,0.004,1.08411
0.5,30,0.0,215,0.5767,1.1236,1.865,-0.1589,29.8,0.008,1.0671599999999999
0.6,120,0.01,105,0.9429,0.9174,7.053,-0.0763,24.0,0.003,1.01212
0.38,90,0.01,469,0.7484,1.0329,1.417,-0.2345,43.7,0.027,0.99017
0.42,45,0.01,378,0.7196,1.0152,1.598,-0.1844,26.6,0.013,0.9888800000000001
0.42,30,0.0,370,0.5811,1.035,1.509,-0.1473,29.8,0.015,0.9856799999999999
0.38,45,0.02,476,0.5756,1.0476,1.37,-0.1714,39.8,0.025,0.9845800000000001
0.45,30,0.0,302,0.6325,1.0088,1.594,-0.1313,29.8,0.012,0.9828999999999999
0.6,30,0.015,105,0.7905,0.9181,3.422,-0.0607,17.9,0.002,0.9749
0.6,90,0.01,105,0.9143,0.8606,7.128,-0.0658,21.7,0.003,0.95199
0.3,60,0.0,783,0.5441,1.1456,1.225,-0.4193,54.5,0.056,0.9491799999999999
0.4,60,0.01,420,0.7238,0.9105,1.452,-0.1785,33.0,0.018,0.88839
0.35,60,0.015,570,0.6053,0.9829,1.281,-0.2801,45.5,0.034,0.87444
0.6,60,0.01,105,0.8667,0.7475,4.886,-0.0474,17.9,0.002,0.83381
0.45,30,0.015,305,0.659,0.8103,1.529,-0.1329,24.3,0.01,0.79155
0.38,45,0.015,477,0.5891,0.8445,1.326,-0.201,36.4,0.023,0.77073
0.48,30,0.0,249,0.5944,0.8105,1.592,-0.1571,29.9,0.01,0.76027
0.5,30,0.015,218,0.6376,0.7907,1.785,-0.1491,22.5,0.006,0.7574299999999999
0.6,45,0.01,105,0.8286,0.6765,4.482,-0.0385,15.6,0.002,0.75583
0.4,45,0.02,420,0.5952,0.8479,1.343,-0.243,39.4,0.022,0.75496
0.48,30,0.01,253,0.7115,0.7332,1.771,-0.0838,17.8,0.006,0.7547499999999999
0.45,30,0.01,307,0.7166,0.7348,1.593,-0.0911,18.8,0.008,0.7542300000000001
0.5,30,0.02,217,0.5991,0.8019,1.738,-0.197,25.7,0.007,0.73313
0.4,45,0.015,420,0.6143,0.7871,1.339,-0.1834,35.8,0.02,0.72969
0.35,45,0.02,579,0.5751,0.8364,1.253,-0.2672,40.1,0.031,0.72533
0.55,30,0.01,154,0.7792,0.6569,2.371,-0.0508,15.3,0.003,0.71526
0.45,30,0.02,304,0.6382,0.754,1.478,-0.1673,27.0,0.011,0.71181
0.5,30,0.01,221,0.7195,0.6915,1.889,-0.0935,17.6,0.005,0.7106
0.48,30,0.015,251,0.6295,0.6231,1.526,-0.1262,23.4,0.008,0.5988499999999999
0.35,45,0.015,582,0.5859,0.6776,1.224,-0.269,37.0,0.028,0.5688699999999999
0.6,30,0.01,105,0.8286,0.4834,2.594,-0.0676,12.5,0.002,0.54818
0.38,60,0.01,478,0.6946,0.6094,1.279,-0.2669,35.0,0.022,0.5343300000000001
0.42,30,0.02,374,0.5856,0.5817,1.329,-0.152,27.5,0.014,0.5313800000000001
0.4,30,0.0,420,0.5333,0.5847,1.279,-0.1782,29.8,0.017,0.50559
0.42,30,0.015,374,0.5989,0.5199,1.308,-0.1283,25.4,0.013,0.48542
0.48,30,0.02,251,0.5976,0.5133,1.415,-0.188,26.6,0.009,0.44858000000000003
0.35,60,0.01,577,0.6707,0.5019,1.192,-0.2915,35.6,0.027,0.40736
0.42,30,0.01,379,0.6544,0.4485,1.304,-0.1847,20.5,0.01,0.40247
0.4,45,0.01,426,0.6854,0.4293,1.234,-0.259,27.8,0.016,0.35542
0.38,45,0.01,483,0.6584,0.368,1.187,-0.2169,29.2,0.019,0.30707
0.4,30,0.02,424,0.5448,0.3382,1.181,-0.1837,27.7,0.016,0.25979
0.38,30,0.0,478,0.5,0.3414,1.165,-0.2131,29.7,0.019,0.23484999999999998
0.35,45,0.01,586,0.6519,0.3193,1.136,-0.2811,29.7,0.023,0.22431999999999996
0.3,90,0.01,789,0.6527,0.3531,1.109,-0.3538,47.7,0.05,0.22201
0.4,30,0.015,424,0.559,0.2475,1.143,-0.1755,25.9,0.015,0.17745000000000002
0.3,60,0.02,795,0.5509,0.3235,1.091,-0.3949,50.2,0.053,0.14132
0.4,30,0.01,429,0.6177,0.1506,1.102,-0.2177,21.1,0.012,0.07706000000000002
0.38,30,0.02,481,0.5135,0.1712,1.095,-0.198,27.9,0.018,0.07624999999999997
0.3,45,0.0,820,0.5293,0.1987,1.069,-0.3654,42.5,0.046,0.024789999999999986
0.38,30,0.015,482,0.5249,0.097,1.062,-0.2216,26.3,0.017,-0.006329999999999983
0.38,30,0.01,487,0.5791,0.0036,1.016,-0.234,21.9,0.014,-0.08967000000000001
0.35,30,0.0,582,0.4983,0.0393,1.036,-0.3134,29.7,0.023,-0.1174
0.35,30,0.01,591,0.5736,-0.0785,0.978,-0.273,22.3,0.017,-0.19292000000000004
0.35,30,0.02,584,0.5086,-0.0673,0.99,-0.2899,28.1,0.022,-0.20966999999999997
0.3,60,0.015,801,0.5643,-0.015,1.013,-0.4295,46.9,0.05,-0.21046
0.35,30,0.015,587,0.5179,-0.0895,0.978,-0.2705,26.6,0.021,-0.21938
0.3,60,0.01,817,0.6279,-0.1438,0.971,-0.4626,38.3,0.041,-0.33673
0.3,45,0.02,825,0.5321,-0.2058,0.959,-0.3693,40.1,0.044,-0.38082
0.3,30,0.0,847,0.4829,-0.2867,0.923,-0.3804,29.3,0.033,-0.4769
0.3,45,0.015,828,0.5399,-0.331,0.913,-0.4302,38.0,0.042,-0.53413
0.3,45,0.01,843,0.5931,-0.3526,0.894,-0.531,31.9,0.036,-0.5901700000000001
0.3,30,0.02,849,0.4829,-0.4411,0.852,-0.4913,28.3,0.032,-0.68675
0.3,30,0.01,860,0.5326,-0.5104,0.803,-0.5746,23.6,0.027,-0.78792
0.3,30,0.015,851,0.4853,-0.5538,0.792,-0.5819,27.2,0.031,-0.8447499999999999
