entry_thr,max_hold,tp_pct,trades,win_rate,total_return,profit_factor,max_dd,avg_hold,exposure_pct,score
0.5,30,0.015,125,0.688,0.6925,2.945,-0.0393,24.8,0.004,0.72925
0.55,45,0.0,69,0.6087,0.7126,2.953,-0.0448,45.0,0.004,0.7228100000000001
0.5,30,0.01,125,0.784,0.64,3.392,-0.0365,18.3,0.003,0.7069500000000001
0.6,90,0.0,39,0.7692,0.6665,4.348,-0.0833,89.3,0.005,0.7056100000000001
0.45,30,0.01,200,0.695,0.6293,2.036,-0.0561,20.0,0.005,0.65975
0.55,120,0.01,69,0.913,0.548,8.672,-0.0293,32.6,0.003,0.65725
0.38,30,0.02,326,0.5552,0.6804,1.469,-0.0857,27.8,0.012,0.6541100000000001
0.4,30,0.015,294,0.602,0.6318,1.514,-0.0675,26.1,0.01,0.6286499999999999
0.3,45,0.01,597,0.6399,0.6505,1.274,-0.1455,30.0,0.024,0.61972
0.55,60,0.02,69,0.6812,0.5633,2.762,-0.0316,42.8,0.004,0.60186
0.38,30,0.0,325,0.5446,0.6539,1.44,-0.1318,29.6,0.013,0.60138
0.4,45,0.01,294,0.6837,0.561,1.469,-0.0705,29.0,0.011,0.58086
0.6,120,0.02,39,0.8205,0.5103,4.609,-0.0622,67.3,0.003,0.5753499999999999
0.55,90,0.01,69,0.8551,0.4746,6.255,-0.0228,29.3,0.003,0.56973
0.55,90,0.015,69,0.7391,0.5295,3.059,-0.0671,48.5,0.004,0.56768
0.42,30,0.02,247,0.5668,0.5837,1.513,-0.0747,27.4,0.009,0.56639
0.6,60,0.0,39,0.6923,0.4884,3.391,-0.0625,60.0,0.003,0.51484
0.35,30,0.015,399,0.5614,0.5232,1.332,-0.0881,26.0,0.014,0.49757
0.42,30,0.0,247,0.5587,0.5026,1.438,-0.0913,29.9,0.01,0.47456000000000004
0.55,45,0.02,69,0.6377,0.4479,2.42,-0.0448,34.3,0.003,0.46681000000000006
0.35,30,0.0,398,0.5503,0.5138,1.313,-0.1362,29.4,0.016,0.46079000000000003
0.38,30,0.01,329,0.6231,0.484,1.427,-0.1263,21.8,0.01,0.45778
0.38,30,0.015,329,0.5653,0.4791,1.358,-0.0997,26.1,0.011,0.44884
0.55,30,0.0,69,0.6232,0.4361,2.458,-0.0645,30.0,0.003,0.44081
0.55,60,0.015,69,0.7101,0.395,2.436,-0.0362,38.6,0.004,0.43993
0.6,120,0.01,39,0.9487,0.3082,13.462,-0.0126,25.0,0.001,0.43650999999999995
0.4,30,0.01,294,0.6531,0.421,1.404,-0.0745,21.9,0.009,0.42968
0.6,90,0.01,39,0.9487,0.3018,10.997,-0.0175,23.4,0.001,0.42766000000000004
0.42,45,0.01,250,0.676,0.4032,1.415,-0.0782,28.9,0.01,0.4169
0.6,45,0.0,39,0.641,0.3954,3.181,-0.0512,45.0,0.002,0.41209999999999997
0.55,60,0.01,69,0.8261,0.3334,2.982,-0.0452,24.5,0.002,0.40862999999999994
0.6,90,0.02,39,0.7692,0.3691,3.055,-0.0833,57.9,0.003,0.40820999999999996
0.3,30,0.02,600,0.535,0.5045,1.211,-0.2141,27.6,0.022,0.40795
0.6,120,0.015,39,0.8205,0.3427,3.579,-0.0622,51.5,0.003,0.40775
0.3,30,0.0,599,0.5275,0.5025,1.21,-0.2274,28.8,0.023,0.3970499999999999
0.42,30,0.015,250,0.576,0.3938,1.377,-0.0703,25.8,0.009,0.38144999999999996
0.35,30,0.01,404,0.6114,0.39,1.281,-0.1375,22.0,0.012,0.35467000000000004
0.55,45,0.015,69,0.6522,0.3143,2.137,-0.0448,31.8,0.003,0.33756
0.55,45,0.01,69,0.7681,0.2785,2.472,-0.0523,21.1,0.002,0.33278
0.55,30,0.02,69,0.6377,0.2971,2.073,-0.0672,24.8,0.002,0.30480999999999997
0.6,60,0.01,39,0.8974,0.2054,3.553,-0.0506,20.6,0.001,0.29932000000000003
0.6,90,0.015,39,0.7949,0.2489,2.497,-0.0833,44.0,0.002,0.29572000000000004
0.6,60,0.015,39,0.7692,0.2357,2.599,-0.0625,34.7,0.002,0.28520999999999996
0.55,30,0.01,69,0.7681,0.24,2.286,-0.0767,17.1,0.002,0.28208
0.42,30,0.01,250,0.628,0.2737,1.312,-0.0865,21.9,0.007,0.26885
0.6,60,0.02,39,0.6923,0.2397,2.283,-0.0625,43.9,0.002,0.26614
0.6,45,0.01,39,0.8205,0.1847,3.314,-0.0453,17.9,0.001,0.2582
0.3,30,0.015,603,0.539,0.3416,1.154,-0.2006,26.1,0.021,0.253
0.6,45,0.015,39,0.7179,0.1991,2.368,-0.0512,28.7,0.001,0.23886999999999997
0.6,45,0.02,39,0.6667,0.1995,2.198,-0.0512,34.8,0.002,0.22391
0.6,30,0.0,39,0.5641,0.2229,2.226,-0.0424,30.0,0.002,0.22093000000000002
0.6,30,0.01,39,0.7692,0.1489,2.676,-0.0267,14.3,0.001,0.21631
0.55,30,0.015,69,0.6522,0.1762,1.678,-0.072,23.3,0.002,0.18586
0.6,30,0.02,39,0.5897,0.1222,1.735,-0.0424,24.4,0.001,0.12791
0.6,30,0.015,39,0.6154,0.0975,1.619,-0.0424,20.7,0.001,0.11091999999999999
0.3,30,0.01,611,0.5745,0.1373,1.076,-0.2397,22.5,0.018,0.03980000000000001
