entry_thr,max_hold,tp_pct,trades,win_rate,total_return,profit_factor,max_dd,avg_hold,exposure_pct,score
0.3,120,0.0,512,0.6309,12.4665,2.248,-0.1744,90.4,0.062,12.41857
0.3,90,0.0,532,0.6353,8.9197,2.128,-0.1496,73.9,0.052,8.88549
0.4,120,0.0,275,0.6691,8.1635,3.127,-0.0733,106.9,0.039,8.17758
0.3,120,0.02,533,0.6529,7.7773,2.056,-0.1501,71.6,0.051,7.74812
0.35,120,0.0,358,0.6564,7.6881,2.386,-0.1229,100.8,0.048,7.673570000000001
0.3,90,0.02,552,0.6558,7.211,2.068,-0.1163,61.9,0.045,7.19959
0.35,120,0.02,368,0.6984,6.841,2.397,-0.117,74.2,0.036,6.84202
0.38,120,0.0,298,0.6544,6.6235,2.548,-0.0944,105.2,0.042,6.6226199999999995
0.35,90,0.0,365,0.6301,6.4635,2.334,-0.1615,80.4,0.039,6.42178
0.42,120,0.0,232,0.6638,6.4135,3.288,-0.1063,110.0,0.034,6.409490000000001
0.35,90,0.02,375,0.6747,5.8597,2.358,-0.0949,63.8,0.032,5.86466
0.4,90,0.0,278,0.6475,5.6044,2.757,-0.0919,84.1,0.031,5.6027
0.45,120,0.0,190,0.6895,5.5779,3.924,-0.0932,112.1,0.028,5.58815
0.4,120,0.02,280,0.7179,5.3228,2.853,-0.0788,76.5,0.028,5.34877
0.3,120,0.015,546,0.674,5.1338,1.897,-0.1407,61.8,0.045,5.11565
0.48,120,0.0,147,0.7755,5.0431,6.201,-0.047,112.6,0.022,5.10225
0.38,90,0.0,304,0.6316,5.0684,2.375,-0.1171,83.2,0.034,5.049329999999999
0.38,120,0.02,306,0.7059,4.9488,2.441,-0.105,76.5,0.031,4.95807
0.3,90,0.015,559,0.678,4.623,1.883,-0.1094,54.8,0.041,4.6217
0.45,120,0.02,193,0.7565,4.3766,4.12,-0.0427,72.5,0.019,4.4322
0.42,120,0.02,235,0.7149,4.335,3.232,-0.0644,75.7,0.024,4.36727
0.4,90,0.02,284,0.6655,4.1945,2.608,-0.0818,65.3,0.025,4.20325
0.38,90,0.02,311,0.6688,4.0647,2.305,-0.0786,65.4,0.027,4.07604
0.3,60,0.0,560,0.6071,4.1221,1.77,-0.1626,53.9,0.04,4.0729299999999995
0.3,60,0.02,569,0.6169,3.9802,1.778,-0.1351,48.1,0.036,3.9477200000000003
0.48,90,0.0,149,0.745,3.8848,5.769,-0.0421,87.0,0.017,3.93725
0.42,90,0.0,234,0.6538,3.8975,2.735,-0.0844,85.8,0.027,3.90144
0.45,90,0.0,191,0.7068,3.7535,3.589,-0.0835,86.7,0.022,3.77379
0.48,120,0.02,149,0.8255,3.6229,6.304,-0.0427,73.0,0.014,3.6992
0.5,120,0.0,121,0.7355,3.6041,5.681,-0.0557,113.7,0.018,3.6469
0.45,90,0.02,193,0.7513,3.6003,3.864,-0.0632,61.8,0.016,3.64409
0.35,120,0.015,369,0.7154,3.5579,2.096,-0.1255,63.3,0.031,3.5597700000000003
0.35,60,0.0,382,0.6257,3.4939,2.025,-0.1116,56.7,0.029,3.47581
0.4,120,0.015,282,0.7447,3.3431,2.591,-0.0641,63.9,0.024,3.3844600000000002
0.35,60,0.02,386,0.6451,3.349,2.031,-0.1044,48.7,0.025,3.3403300000000002
0.35,90,0.015,376,0.6968,3.3194,2.102,-0.104,55.6,0.028,3.32644
0.42,90,0.02,238,0.6891,3.2632,2.778,-0.0702,64.3,0.02,3.28483
0.38,120,0.015,310,0.7355,3.2287,2.278,-0.1015,64.4,0.027,3.2486
0.4,60,0.0,287,0.6376,2.9544,2.305,-0.0864,58.3,0.022,2.95248
0.48,90,0.02,150,0.78,2.8636,5.118,-0.0347,62.2,0.012,2.93025
0.42,120,0.015,240,0.75,2.8828,2.896,-0.065,62.9,0.02,2.9253
0.38,60,0.0,314,0.6178,2.8461,2.077,-0.1505,57.9,0.024,2.80619
0.4,90,0.015,285,0.6982,2.7447,2.399,-0.0543,56.1,0.021,2.77701
0.45,120,0.015,195,0.7744,2.6916,3.59,-0.0427,58.7,0.015,2.7525700000000004
0.38,90,0.015,314,0.7006,2.7035,2.151,-0.0807,56.1,0.023,2.72333
0.42,60,0.0,242,0.6488,2.6135,2.48,-0.0611,59.0,0.019,2.6275900000000005
0.5,120,0.02,124,0.8065,2.4688,5.532,-0.0557,71.8,0.012,2.5329
0.45,60,0.0,195,0.7077,2.4995,3.161,-0.0597,59.3,0.015,2.5319599999999998
0.3,120,0.01,564,0.7411,2.508,1.725,-0.102,46.9,0.035,2.52933
0.3,90,0.01,575,0.7357,2.4815,1.738,-0.092,42.5,0.033,2.5062100000000003
0.5,90,0.0,123,0.7073,2.4671,4.788,-0.0475,87.6,0.014,2.50554
0.4,60,0.02,288,0.6528,2.4905,2.227,-0.0658,49.7,0.019,2.50344
0.45,90,0.015,195,0.7744,2.439,3.427,-0.06,51.1,0.013,2.4913200000000004
0.3,60,0.015,573,0.6265,2.483,1.606,-0.1395,43.9,0.033,2.4512
0.48,120,0.015,150,0.8467,2.364,5.464,-0.0427,57.1,0.011,2.44666
0.45,60,0.02,195,0.7282,2.3728,3.223,-0.0547,46.9,0.012,2.4139099999999996
0.38,60,0.02,318,0.6352,2.3655,1.997,-0.131,49.6,0.021,2.34056
0.42,90,0.015,241,0.722,2.2852,2.521,-0.0686,54.9,0.018,2.3175
0.48,60,0.0,152,0.7039,2.2341,4.196,-0.0482,59.4,0.012,2.2711700000000006
0.48,90,0.015,151,0.8146,2.0444,4.518,-0.0347,50.1,0.01,2.12143
0.5,90,0.02,125,0.768,1.9774,4.52,-0.0475,60.9,0.01,2.03405
0.35,60,0.015,386,0.658,2.0161,1.797,-0.1156,44.1,0.023,2.0056999999999996
0.42,60,0.02,242,0.6653,1.9768,2.304,-0.0611,48.6,0.016,1.9958399999999998
0.3,45,0.02,583,0.5969,2.0061,1.547,-0.1197,38.7,0.03,1.97532
0.35,45,0.02,392,0.6327,1.9754,1.776,-0.0968,38.9,0.02,1.9668100000000002
0.3,45,0.0,579,0.5889,1.984,1.54,-0.1196,41.7,0.032,1.9508699999999999
0.38,60,0.015,321,0.6636,1.8695,1.938,-0.0798,44.5,0.019,1.87868
0.48,60,0.02,152,0.7237,1.8354,3.891,-0.0482,47.7,0.01,1.87841
0.5,120,0.015,124,0.8468,1.778,5.166,-0.0557,56.5,0.009,1.85419
0.45,60,0.015,197,0.7462,1.747,2.892,-0.0547,40.5,0.011,1.7935100000000002
0.35,90,0.01,388,0.7629,1.7418,1.885,-0.0837,42.0,0.022,1.77882
0.38,45,0.0,319,0.6113,1.7885,1.842,-0.116,43.9,0.019,1.76389
0.4,60,0.015,289,0.6782,1.7289,2.009,-0.0607,44.5,0.017,1.75201
0.5,60,0.0,125,0.72,1.7061,4.136,-0.045,59.4,0.01,1.7496
0.55,120,0.0,69,0.7536,1.6907,5.224,-0.0586,116.9,0.011,1.73748
0.45,45,0.02,197,0.6599,1.6844,2.61,-0.0732,37.5,0.01,1.69577
0.42,60,0.015,245,0.702,1.654,2.222,-0.0599,43.3,0.014,1.68465
0.4,45,0.0,291,0.6151,1.6881,1.881,-0.107,44.2,0.017,1.6691299999999998
0.48,45,0.0,153,0.6928,1.6063,3.409,-0.0496,44.8,0.009,1.63934
0.38,45,0.02,322,0.6211,1.6308,1.821,-0.0771,39.3,0.017,1.62858
0.45,45,0.0,197,0.6396,1.6011,2.435,-0.0683,44.8,0.012,1.60883
0.38,120,0.01,311,0.7974,1.5473,2.015,-0.0748,46.3,0.019,1.5991199999999999
0.35,45,0.0,389,0.6144,1.6198,1.666,-0.1219,43.3,0.022,1.5931699999999998
0.4,120,0.01,284,0.7993,1.5338,2.199,-0.072,46.1,0.017,1.58759
0.4,45,0.02,292,0.6267,1.581,1.876,-0.0774,39.4,0.015,1.58031
0.48,60,0.015,153,0.7582,1.5265,3.786,-0.0482,40.4,0.008,1.57986
0.45,120,0.01,196,0.8469,1.479,3.517,-0.0432,40.2,0.01,1.56147
0.35,120,0.01,381,0.7743,1.5369,1.765,-0.1219,47.2,0.024,1.5582399999999998
0.5,60,0.02,125,0.744,1.4823,3.952,-0.045,46.9,0.008,1.533
0.48,120,0.01,152,0.9079,1.4264,6.422,-0.0427,36.3,0.007,1.52742
0.48,90,0.01,153,0.8954,1.4187,6.204,-0.0347,32.9,0.007,1.51997
0.4,90,0.01,287,0.7735,1.4378,2.144,-0.0586,41.5,0.016,1.4905499999999998
0.45,90,0.01,196,0.8367,1.4001,3.314,-0.0516,36.2,0.009,1.47531
0.5,90,0.015,125,0.8,1.4087,3.983,-0.0475,49.5,0.008,1.4749500000000002
0.42,120,0.01,242,0.8058,1.411,2.51,-0.0697,46.6,0.015,1.46789
0.38,90,0.01,315,0.7651,1.3771,1.92,-0.0802,41.6,0.017,1.41653
0.5,45,0.0,125,0.688,1.3217,3.478,-0.0453,44.7,0.007,1.35545
0.48,45,0.02,153,0.6993,1.2785,3.113,-0.0469,38.1,0.008,1.31484
0.42,90,0.01,243,0.7819,1.2493,2.309,-0.0653,41.7,0.013,1.30122
0.35,45,0.015,392,0.6454,1.2794,1.603,-0.0974,36.0,0.019,1.2743200000000001
0.45,45,0.015,199,0.6734,1.2511,2.35,-0.0779,33.3,0.009,1.26417
0.38,60,0.01,322,0.7298,1.2252,1.89,-0.0803,34.1,0.015,1.2539900000000002
0.55,90,0.0,69,0.6522,1.2285,3.92,-0.0671,89.4,0.008,1.24061
0.42,45,0.0,247,0.5951,1.2458,1.815,-0.094,44.6,0.015,1.22733
0.3,45,0.015,586,0.6007,1.2439,1.404,-0.117,36.0,0.028,1.21561
0.5,60,0.015,125,0.776,1.147,3.682,-0.045,39.7,0.007,1.2073
0.5,90,0.01,125,0.896,1.0941,6.387,-0.0475,30.1,0.005,1.1891500000000002
0.5,120,0.01,124,0.9194,1.0824,5.789,-0.0557,32.8,0.005,1.1803700000000001
0.48,45,0.015,154,0.7338,1.117,3.071,-0.0404,33.4,0.007,1.16694
0.3,60,0.01,585,0.6718,1.1842,1.422,-0.1447,35.6,0.028,1.16339
0.5,45,0.02,125,0.704,1.109,3.266,-0.0453,37.7,0.006,1.1475499999999998
0.38,45,0.015,325,0.6338,1.134,1.66,-0.0701,36.1,0.016,1.13909
0.48,60,0.01,154,0.8312,1.0534,4.042,-0.05,27.8,0.006,1.12776
0.45,30,0.02,198,0.6364,1.1037,2.347,-0.0537,26.7,0.007,1.11777
0.42,45,0.02,247,0.6032,1.1226,1.79,-0.0979,38.7,0.013,1.10461
0.4,45,0.015,294,0.6429,1.0983,1.698,-0.0796,36.0,0.014,1.10137
0.35,60,0.01,394,0.7157,1.0852,1.602,-0.1113,34.5,0.018,1.09426
0.55,120,0.02,69,0.8116,1.025,5.422,-0.0586,65.4,0.006,1.0891799999999998
0.45,60,0.01,198,0.798,1.0195,2.532,-0.0423,30.2,0.008,1.08775
0.48,30,0.0,154,0.6558,1.0593,3.143,-0.037,30.0,0.006,1.08754
0.4,60,0.01,291,0.7423,0.9931,1.814,-0.0589,34.4,0.013,1.03634
0.5,30,0.0,125,0.68,0.9636,3.437,-0.0393,30.0,0.005,0.9979500000000001
0.6,120,0.0,39,0.7949,0.9386,6.603,-0.0622,117.2,0.006,0.99597
0.45,30,0.0,198,0.6212,0.9771,2.139,-0.0605,30.0,0.008,0.9832099999999999
0.5,45,0.015,125,0.736,0.8944,3.069,-0.0424,33.0,0.005,0.944
0.55,60,0.0,69,0.6522,0.9059,3.389,-0.0347,60.0,0.006,0.9342100000000001
0.42,45,0.015,250,0.636,0.9182,1.726,-0.0873,35.4,0.012,0.9153500000000001
0.42,60,0.01,246,0.752,0.8674,1.881,-0.0559,34.3,0.011,0.9150499999999999
0.4,30,0.02,292,0.5993,0.8997,1.673,-0.0675,27.8,0.011,0.89574
0.5,30,0.02,125,0.68,0.8544,3.223,-0.0393,27.1,0.005,0.8887500000000002
0.5,60,0.01,125,0.848,0.8067,3.922,-0.045,25.8,0.004,0.8886000000000001
0.38,45,0.01,325,0.6862,0.8737,1.674,-0.0859,28.7,0.012,0.88661
0.48,30,0.02,154,0.6558,0.858,2.832,-0.037,26.9,0.006,0.88624
0.45,30,0.015,200,0.635,0.8541,2.137,-0.0585,24.4,0.006,0.86535
0.48,45,0.01,155,0.7806,0.7985,2.96,-0.0441,24.0,0.005,0.86063
0.4,30,0.0,292,0.589,0.8831,1.634,-0.1227,29.8,0.012,0.8484499999999999
0.35,45,0.01,398,0.696,0.825,1.498,-0.1082,29.2,0.015,0.8296999999999999
0.55,90,0.02,69,0.7246,0.7848,3.611,-0.0671,56.1,0.005,0.8186300000000001
0.48,30,0.015,155,0.6645,0.7756,2.796,-0.035,24.6,0.005,0.80745
0.45,45,0.01,200,0.725,0.7156,2.006,-0.065,25.7,0.007,0.7506
0.48,30,0.01,155,0.7419,0.6946,3.033,-0.0354,19.1,0.004,0.74947
0.5,45,0.01,125,0.808,0.6778,3.202,-0.0424,22.5,0.004,0.749
0.55,120,0.015,69,0.8116,0.6846,4.265,-0.0586,56.0,0.005,0.74878
0.35,30,0.02,399,0.5589,0.7601,1.437,-0.0813,27.5,0.015,0.73712
