trial_no,param_hash,params,objective_score,mean_valid_ll,std_valid_ll,mean_train_ll,mean_gap,mean_valid_prauc,elapsed_s,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees,mean_valid_rmse,std_valid_rmse,mean_train_rmse,mean_valid_mae
32,2a21f63fb1189bd1,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 338, 'min_child_weight': 0.03315139794547375, 'min_split_gain': 0.0, 'reg_alpha': 0.8956228211237215, 'reg_lambda': 31.008193100854395, 'subsample': 0.46655295210072556, 'colsample_bytree': 0.915694942624469, 'learning_rate': 0.008018355974373581, 'max_bin': 127, 'path_smooth': 4.079552962611262, 'extra_trees': True}",0.273693123863207,0.2398469524713566,0.1353846855674011,0.2691152745919934,-0.0292683221206367,0.1986768977089393,16.6,16,4,338,0.0331513979454737,0.0,0.8956228211237215,31.008193100854395,0.4665529521007255,0.915694942624469,0.0080183559743735,127,4.079552962611262,True,,,,
33,52c4d5afec6c4e61,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 477, 'min_child_weight': 0.023043211850987497, 'min_split_gain': 0.0037147800453125926, 'reg_alpha': 1.2278125152618917, 'reg_lambda': 26.77388847052109, 'subsample': 0.7231878508273042, 'colsample_bytree': 0.7048009996428085, 'learning_rate': 0.010672920771702578, 'max_bin': 127, 'path_smooth': 0.3616205354819772, 'extra_trees': False}",0.2754379185627746,0.2409917207730127,0.1377847911590476,0.2602046147753099,-0.0192128940022972,0.1898709743650362,18.8,8,3,477,0.0230432118509874,0.0037147800453125,1.2278125152618915,26.77388847052109,0.7231878508273042,0.7048009996428085,0.0106729207717025,127,0.3616205354819772,False,,,,
34,a8d1c40e2781bee5,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 293, 'min_child_weight': 0.02903774966730438, 'min_split_gain': 0.0004651119248429907, 'reg_alpha': 1.1029279594767267, 'reg_lambda': 21.450000302697784, 'subsample': 0.5691732807935821, 'colsample_bytree': 0.8189105437202951, 'learning_rate': 0.009584127935196052, 'max_bin': 127, 'path_smooth': 4.627986443771727, 'extra_trees': True}",0.2740341029282934,0.2401060479280804,0.1357122200008516,0.269890101922827,-0.0297840539947465,0.1964627059391008,15.2,4,2,293,0.0290377496673043,0.0004651119248429,1.1029279594767267,21.450000302697784,0.5691732807935821,0.8189105437202951,0.009584127935196,127,4.627986443771727,True,,,,
35,6cc4a0c7858adcae,"{'num_leaves': 16, 'max_depth': 6, 'min_child_samples': 446, 'min_child_weight': 0.04494667171385956, 'min_split_gain': 0.02478802668993824, 'reg_alpha': 1.3025166154143284, 'reg_lambda': 29.111891238674428, 'subsample': 0.5404972347999996, 'colsample_bytree': 0.8394129664200823, 'learning_rate': 0.008720150602227566, 'max_bin': 63, 'path_smooth': 0.6014402865348989, 'extra_trees': True}",0.2739016842278302,0.2399737688956536,0.1357116613287063,0.2700684771331447,-0.030094708237491,0.1937052723682198,15.6,16,6,446,0.0449466717138595,0.0247880266899382,1.3025166154143284,29.111891238674428,0.5404972347999996,0.8394129664200823,0.0087201506022275,63,0.6014402865348989,True,,,,
36,b1f543c70745e4f8,"{'num_leaves': 11, 'max_depth': 8, 'min_child_samples': 480, 'min_child_weight': 0.02195606415509773, 'min_split_gain': 2.4009493199539677e-05, 'reg_alpha': 1.9493886249606658, 'reg_lambda': 18.99935941036503, 'subsample': 0.7597781638854533, 'colsample_bytree': 0.866940549336781, 'learning_rate': 0.012895957884902194, 'max_bin': 63, 'path_smooth': 1.5151629983760233, 'extra_trees': True}",0.2727492391789245,0.2387488234375559,0.1360016629654744,0.2646047827751941,-0.0258559593376382,0.2014166256660917,17.9,11,8,480,0.0219560641550977,2.400949319953968e-05,1.9493886249606656,18.99935941036503,0.7597781638854533,0.866940549336781,0.0128959578849021,63,1.5151629983760233,True,,,,
37,d3f6ce8fd70b914d,"{'num_leaves': 25, 'max_depth': -1, 'min_child_samples': 430, 'min_child_weight': 0.023864122731052456, 'min_split_gain': 2.399920139642578e-05, 'reg_alpha': 1.3451783231414183, 'reg_lambda': 27.4031949087914, 'subsample': 0.6005422869062775, 'colsample_bytree': 0.7508699574429529, 'learning_rate': 0.015887986249740298, 'max_bin': 63, 'path_smooth': 1.5739062720389252, 'extra_trees': True}",0.2732681074511092,0.2393850282264414,0.1355323168986708,0.2670192067450911,-0.0276341785186497,0.1983034473758765,13.3,25,-1,430,0.0238641227310524,2.399920139642578e-05,1.3451783231414185,27.4031949087914,0.6005422869062775,0.7508699574429529,0.0158879862497402,63,1.5739062720389252,True,,,,
38,894574b53e3d7589,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 262, 'min_child_weight': 0.02139724142593343, 'min_split_gain': 3.0125506262009528e-05, 'reg_alpha': 1.5256824160605864, 'reg_lambda': 24.332490925135467, 'subsample': 0.7301513071167357, 'colsample_bytree': 0.799937390906762, 'learning_rate': 0.010625922116460289, 'max_bin': 127, 'path_smooth': 1.122350716841757, 'extra_trees': True}",0.2729588152470343,0.2390070415396203,0.1358070948296563,0.2623200938768701,-0.0233130523372498,0.191526788980101,19.1,16,4,262,0.0213972414259334,3.0125506262009528e-05,1.5256824160605864,24.332490925135467,0.7301513071167357,0.799937390906762,0.0106259221164602,127,1.122350716841757,True,,,,
39,668ebdbe915cf78c,"{'num_leaves': 13, 'max_depth': 6, 'min_child_samples': 270, 'min_child_weight': 0.046336240839064985, 'min_split_gain': 4.270184054562428e-05, 'reg_alpha': 1.2244387161130057, 'reg_lambda': 23.48880804621852, 'subsample': 0.7592017697580142, 'colsample_bytree': 0.7561769002877891, 'learning_rate': 0.018518315241471066, 'max_bin': 63, 'path_smooth': 1.3219224421947326, 'extra_trees': True}",0.2724580901483334,0.2384592104982838,0.135995518600198,0.2564993625978397,-0.0180401520995558,0.1973267805597313,14.9,13,6,270,0.0463362408390649,4.270184054562428e-05,1.2244387161130057,23.48880804621852,0.7592017697580142,0.7561769002877891,0.018518315241471,63,1.3219224421947326,True,,,,
40,bb524c9ef27d8566,"{'num_leaves': 14, 'max_depth': 4, 'min_child_samples': 566, 'min_child_weight': 0.021026621867898103, 'min_split_gain': 0.007430891908717705, 'reg_alpha': 1.8498641242822909, 'reg_lambda': 30.273662665554053, 'subsample': 0.5016638852382295, 'colsample_bytree': 0.7556813052279874, 'learning_rate': 0.014839104936920566, 'max_bin': 127, 'path_smooth': 0.06565561101151537, 'extra_trees': False}",0.2742219475947001,0.2402016689062257,0.1360811147538974,0.2614463513532932,-0.0212446824470675,0.1888309317839391,15.2,14,4,566,0.0210266218678981,0.0074308919087177,1.8498641242822909,30.273662665554053,0.5016638852382295,0.7556813052279874,0.0148391049369205,127,0.0656556110115153,False,,,,
41,83051152c0110164,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 296, 'min_child_weight': 0.046793891043917187, 'min_split_gain': 0.0005878364451048434, 'reg_alpha': 1.7261138397341163, 'reg_lambda': 17.8819646340639, 'subsample': 0.8724899529308972, 'colsample_bytree': 0.8929893146600175, 'learning_rate': 0.009925210093451589, 'max_bin': 63, 'path_smooth': 2.226313494036409, 'extra_trees': False}",0.2743611551121046,0.2397039693737385,0.1386287429534644,0.2479476548790523,-0.0082436855053138,0.191644303445803,21.2,16,4,296,0.0467938910439171,0.0005878364451048,1.7261138397341165,17.8819646340639,0.8724899529308972,0.8929893146600175,0.0099252100934515,63,2.226313494036409,False,,,,
42,4ad6195b579b672e,"{'num_leaves': 26, 'max_depth': -1, 'min_child_samples': 254, 'min_child_weight': 0.04682351389567935, 'min_split_gain': 0.003985658294286041, 'reg_alpha': 0.7870806785792279, 'reg_lambda': 19.66926279624848, 'subsample': 0.5139237308993074, 'colsample_bytree': 0.8495315969546834, 'learning_rate': 0.009023606420539518, 'max_bin': 63, 'path_smooth': 0.4217704580576872, 'extra_trees': True}",0.2736001264828188,0.2396044458276579,0.1359827226206435,0.2650781690152329,-0.025473723187575,0.1963885451747581,16.5,26,-1,254,0.0468235138956793,0.003985658294286,0.7870806785792279,19.66926279624848,0.5139237308993074,0.8495315969546834,0.0090236064205395,63,0.4217704580576872,True,,,,
43,ab7eab8c9224166d,"{'num_leaves': 10, 'max_depth': -1, 'min_child_samples': 376, 'min_child_weight': 0.04481606625536274, 'min_split_gain': 0.0, 'reg_alpha': 0.9705705307920072, 'reg_lambda': 36.14858979401174, 'subsample': 0.4729238121930701, 'colsample_bytree': 0.8604212726661091, 'learning_rate': 0.0180118044497604, 'max_bin': 63, 'path_smooth': 1.225839457618699, 'extra_trees': True}",0.2731346089610305,0.239248780954423,0.1355433120264299,0.2680139213083606,-0.0287651403539375,0.1944531896880698,12.4,10,-1,376,0.0448160662553627,0.0,0.9705705307920072,36.14858979401174,0.4729238121930701,0.8604212726661091,0.0180118044497604,63,1.225839457618699,True,,,,
44,d72b46bca113f7f0,"{'num_leaves': 22, 'max_depth': 5, 'min_child_samples': 279, 'min_child_weight': 0.022782861514691888, 'min_split_gain': 0.0, 'reg_alpha': 1.2663097540589503, 'reg_lambda': 32.57083393666799, 'subsample': 0.702346385004673, 'colsample_bytree': 0.8903827092585495, 'learning_rate': 0.00913512535700442, 'max_bin': 127, 'path_smooth': 0.005917877397107181, 'extra_trees': True}",0.2728664992280194,0.238880818615274,0.1359427224509815,0.2620356398434071,-0.023154821228133,0.1994952086612864,22.5,22,5,279,0.0227828615146918,0.0,1.2663097540589503,32.57083393666799,0.702346385004673,0.8903827092585495,0.0091351253570044,127,0.0059178773971071,True,,,,
45,fab04cd64fbdee2b,"{'num_leaves': 13, 'max_depth': -1, 'min_child_samples': 241, 'min_child_weight': 0.031943425365212406, 'min_split_gain': 0.002793665624399412, 'reg_alpha': 0.801281880428525, 'reg_lambda': 37.42634268841465, 'subsample': 0.7671465294796087, 'colsample_bytree': 0.6188638291341781, 'learning_rate': 0.008573147423755367, 'max_bin': 127, 'path_smooth': 0.005421667947797662, 'extra_trees': False}",0.2744554756843373,0.2398405488845172,0.1384597071992805,0.2407701466312234,-0.0009295977467062,0.1918405753177706,29.4,13,-1,241,0.0319434253652124,0.0027936656243994,0.801281880428525,37.42634268841465,0.7671465294796087,0.6188638291341781,0.0085731474237553,127,0.0054216679477976,False,,,,
46,f97aaeb6d946950a,"{'num_leaves': 15, 'max_depth': 8, 'min_child_samples': 384, 'min_child_weight': 0.021594551128632518, 'min_split_gain': 0.0035126377830779877, 'reg_alpha': 1.9736181645212774, 'reg_lambda': 21.64007379495143, 'subsample': 0.6949327757867776, 'colsample_bytree': 0.8314044232758917, 'learning_rate': 0.013964752005481676, 'max_bin': 63, 'path_smooth': 0.003924243609218478, 'extra_trees': True}",0.2724950269982081,0.2385564057713942,0.1357544849072554,0.2621338047117347,-0.0235773989403404,0.1953689135679176,16.4,15,8,384,0.0215945511286325,0.0035126377830779,1.9736181645212767,21.64007379495143,0.6949327757867776,0.8314044232758917,0.0139647520054816,63,0.0039242436092184,True,,,,
47,204d9c8f84468534,"{'num_leaves': 16, 'max_depth': 5, 'min_child_samples': 263, 'min_child_weight': 0.020945584874120977, 'min_split_gain': 2.9982656192937e-05, 'reg_alpha': 1.0740941192801476, 'reg_lambda': 23.17776271592085, 'subsample': 0.7289149737719327, 'colsample_bytree': 0.8003689354103676, 'learning_rate': 0.011880646598894807, 'max_bin': 63, 'path_smooth': 0.04316506882516255, 'extra_trees': True}",0.272968150775595,0.2388804493964925,0.13635080551641,0.2585393738427998,-0.0196589244463072,0.1914786875424527,18.4,16,5,263,0.0209455848741209,2.9982656192937e-05,1.0740941192801476,23.17776271592085,0.7289149737719327,0.8003689354103676,0.0118806465988948,63,0.0431650688251625,True,,,,
48,0fb94666867fe41c,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 350, 'min_child_weight': 0.022727912015276398, 'min_split_gain': 1.3939247749776325e-05, 'reg_alpha': 0.9923949568284771, 'reg_lambda': 26.7824824755734, 'subsample': 0.7218475411946972, 'colsample_bytree': 0.8206351772933187, 'learning_rate': 0.01504503935030018, 'max_bin': 127, 'path_smooth': 0.01840164326918688, 'extra_trees': True}",0.2737873470704307,0.2397504652276743,0.1361475273710254,0.2674951714599554,-0.027744706232281,0.1930005857148886,13.5,4,2,350,0.0227279120152763,1.3939247749776323e-05,0.9923949568284772,26.7824824755734,0.7218475411946972,0.8206351772933187,0.0150450393503001,127,0.0184016432691868,True,,,,
49,cb6124fdc35a4afe,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 330, 'min_child_weight': 0.023622516421951425, 'min_split_gain': 0.00319190475532259, 'reg_alpha': 1.6544666835497013, 'reg_lambda': 36.66024730994998, 'subsample': 0.8925584483662525, 'colsample_bytree': 0.7345204408864979, 'learning_rate': 0.013241753192900128, 'max_bin': 127, 'path_smooth': 1.5830026542599966, 'extra_trees': False}",0.2750286492576781,0.2404002085377802,0.1385137628795915,0.2543980103139946,-0.0139978017762144,0.1891562791082389,18.8,8,3,330,0.0236225164219514,0.0031919047553225,1.6544666835497013,36.66024730994998,0.8925584483662525,0.7345204408864979,0.0132417531929001,127,1.5830026542599966,False,,,,
50,2d122703539a07ca,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 245, 'min_child_weight': 0.03359473644166532, 'min_split_gain': 2.9068786176483435e-05, 'reg_alpha': 0.8119430166310069, 'reg_lambda': 19.53922470501511, 'subsample': 0.6057201425656322, 'colsample_bytree': 0.603819132830934, 'learning_rate': 0.010706031666690869, 'max_bin': 63, 'path_smooth': 0.0011448046222041568, 'extra_trees': True}",0.2730270324524453,0.2391542257315215,0.135491226883695,0.2655815939884902,-0.0264273682569686,0.2001234728038852,13.5,8,3,245,0.0335947364416653,2.9068786176483435e-05,0.8119430166310069,19.53922470501511,0.6057201425656322,0.603819132830934,0.0107060316666908,63,0.0011448046222041,True,,,,
51,54ff38e545e47699,"{'num_leaves': 22, 'max_depth': 5, 'min_child_samples': 416, 'min_child_weight': 0.016314409668002426, 'min_split_gain': 4.115774728852202e-05, 'reg_alpha': 1.1063057663458968, 'reg_lambda': 38.483967010297306, 'subsample': 0.9139327531193013, 'colsample_bytree': 0.8475312796849923, 'learning_rate': 0.010674689050490937, 'max_bin': 127, 'path_smooth': 0.5631968234976636, 'extra_trees': False}",0.2750165642988505,0.2403298357156623,0.1387469143327527,0.2496667138985896,-0.0093368781829272,0.1905396276685723,25.3,22,5,416,0.0163144096680024,4.115774728852202e-05,1.1063057663458968,38.483967010297306,0.9139327531193012,0.8475312796849923,0.0106746890504909,127,0.5631968234976636,False,,,,
52,308000c39a22fc99,"{'num_leaves': 14, 'max_depth': 5, 'min_child_samples': 281, 'min_child_weight': 0.024470406588310498, 'min_split_gain': 1.1038513164049592e-05, 'reg_alpha': 0.9047091840689588, 'reg_lambda': 17.42174955786473, 'subsample': 0.8397567041779663, 'colsample_bytree': 0.9451138604277368, 'learning_rate': 0.013638318231986888, 'max_bin': 63, 'path_smooth': 9.147168036786404, 'extra_trees': True}",0.2715135714637579,0.2374299103843824,0.1363346443175018,0.2540775985399855,-0.0166476881556031,0.2003971829111002,19.6,14,5,281,0.0244704065883104,1.1038513164049592e-05,0.9047091840689588,17.42174955786473,0.8397567041779663,0.9451138604277368,0.0136383182319868,63,9.147168036786404,True,,,,
53,2618859c9dc6b8e5,"{'num_leaves': 10, 'max_depth': 4, 'min_child_samples': 485, 'min_child_weight': 0.02290244149607391, 'min_split_gain': 2.0902447176652513e-05, 'reg_alpha': 1.2225060720233099, 'reg_lambda': 16.563426274104373, 'subsample': 0.5395465302024325, 'colsample_bytree': 0.9111139871409001, 'learning_rate': 0.00817894368967214, 'max_bin': 63, 'path_smooth': 0.008539041805325304, 'extra_trees': False}",0.2738549974036276,0.2397993396258259,0.1362226311112069,0.2621537301946425,-0.0223543905688166,0.1974295241664851,14.1,10,4,485,0.0229024414960739,2.090244717665252e-05,1.22250607202331,16.563426274104373,0.5395465302024325,0.9111139871409,0.0081789436896721,63,0.0085390418053253,False,,,,
54,42a52e34a78808e3,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 217, 'min_child_weight': 0.018702673311562976, 'min_split_gain': 0.0009400693721143439, 'reg_alpha': 1.7814585184006217, 'reg_lambda': 27.43755362696744, 'subsample': 0.7619093984928474, 'colsample_bytree': 0.8068308400387507, 'learning_rate': 0.01687786267588399, 'max_bin': 127, 'path_smooth': 0.029270729058805893, 'extra_trees': False}",0.2748967587923799,0.2403014030874857,0.1383814228195766,0.2555017459362246,-0.0152003428487389,0.1883355936722481,11.8,8,3,217,0.0187026733115629,0.0009400693721143,1.7814585184006215,27.43755362696744,0.7619093984928474,0.8068308400387507,0.0168778626758839,127,0.0292707290588058,False,,,,
55,1fed37703949e001,"{'num_leaves': 16, 'max_depth': 8, 'min_child_samples': 430, 'min_child_weight': 0.03436417283521322, 'min_split_gain': 0.0008517066425145925, 'reg_alpha': 1.2695157382459685, 'reg_lambda': 36.01286330779306, 'subsample': 0.7321069754253822, 'colsample_bytree': 0.8850020786790287, 'learning_rate': 0.011063934109797419, 'max_bin': 63, 'path_smooth': 0.09891629341198045, 'extra_trees': True}",0.2727103859197289,0.2388389799427143,0.1354856239080585,0.2644633895182736,-0.0256244095755592,0.1990493673645375,16.4,16,8,430,0.0343641728352132,0.0008517066425145,1.2695157382459683,36.01286330779306,0.7321069754253822,0.8850020786790287,0.0110639341097974,63,0.0989162934119804,True,,,,
56,59f0498f88a8bb0c,"{'num_leaves': 10, 'max_depth': 4, 'min_child_samples': 433, 'min_child_weight': 0.019161146848655285, 'min_split_gain': 0.046703635716643405, 'reg_alpha': 1.0754075134146666, 'reg_lambda': 17.56532792077094, 'subsample': 0.462377796024148, 'colsample_bytree': 0.9206877032674027, 'learning_rate': 0.011763011481275619, 'max_bin': 63, 'path_smooth': 0.24769016715311207, 'extra_trees': False}",0.273204857055808,0.2391174698586179,0.1363495487887603,0.2599888532685169,-0.0208713834098989,0.1921042335411203,12.6,10,4,433,0.0191611468486552,0.0467036357166434,1.0754075134146666,17.56532792077094,0.462377796024148,0.9206877032674028,0.0117630114812756,63,0.247690167153112,False,,,,
57,b5d9ff1684c91faa,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 615, 'min_child_weight': 0.027258263615509155, 'min_split_gain': 0.0034283021596850254, 'reg_alpha': 1.217673351262981, 'reg_lambda': 30.305022609444116, 'subsample': 0.9004350310359188, 'colsample_bytree': 0.8371368205592626, 'learning_rate': 0.019687105599034856, 'max_bin': 63, 'path_smooth': 1.3428289108463618, 'extra_trees': False}",0.2743124610924841,0.2397295128394711,0.1383317930120518,0.2540018483505247,-0.0142723355110535,0.1931603268752601,12.9,8,3,615,0.0272582636155091,0.003428302159685,1.217673351262981,30.30502260944412,0.9004350310359188,0.8371368205592626,0.0196871055990348,63,1.3428289108463618,False,,,,
58,8b699ce351ed7e1d,"{'num_leaves': 10, 'max_depth': 8, 'min_child_samples': 404, 'min_child_weight': 0.0285474296588279, 'min_split_gain': 0.0005759102367070502, 'reg_alpha': 2.0165559716151966, 'reg_lambda': 38.133842245399855, 'subsample': 0.5926536055994818, 'colsample_bytree': 0.8462760263747638, 'learning_rate': 0.015254801072075963, 'max_bin': 127, 'path_smooth': 0.0031295298584419285, 'extra_trees': False}",0.2739428151331259,0.2396468279052447,0.1371839489115246,0.2535622892529782,-0.0139154613477335,0.1902702257206381,12.4,10,8,404,0.0285474296588279,0.000575910236707,2.0165559716151966,38.133842245399855,0.5926536055994818,0.8462760263747638,0.0152548010720759,127,0.0031295298584419,False,,,,
59,dfed98fc2349b594,"{'num_leaves': 9, 'max_depth': 4, 'min_child_samples': 370, 'min_child_weight': 0.039463708292900204, 'min_split_gain': 0.08753075569972578, 'reg_alpha': 1.1539051556712907, 'reg_lambda': 31.506888514156216, 'subsample': 0.49197983788550964, 'colsample_bytree': 0.7768173387842857, 'learning_rate': 0.016070262701748862, 'max_bin': 127, 'path_smooth': 4.998119884635961, 'extra_trees': False}",0.2735299818496403,0.2391519021367718,0.1375123188514736,0.2570821893733503,-0.0179302872365784,0.1942314068590832,10.8,9,4,370,0.0394637082929002,0.0875307556997257,1.1539051556712907,31.506888514156216,0.4919798378855096,0.7768173387842857,0.0160702627017488,127,4.998119884635961,False,,,,
60,1cbf550f3207899b,"{'num_leaves': 9, 'max_depth': 6, 'min_child_samples': 259, 'min_child_weight': 0.02915918978988647, 'min_split_gain': 1.5660076860051427e-05, 'reg_alpha': 1.560231443330134, 'reg_lambda': 30.884200334599086, 'subsample': 0.8783428116520319, 'colsample_bytree': 0.8484880431058178, 'learning_rate': 0.01605117943746458, 'max_bin': 63, 'path_smooth': 0.008672425979619789, 'extra_trees': False}",0.2741056245001549,0.239410572743941,0.1387802070248557,0.2441459955223344,-0.0047354227783933,0.1900881940251042,13.6,9,6,259,0.0291591897898864,1.5660076860051427e-05,1.560231443330134,30.88420033459909,0.8783428116520319,0.8484880431058178,0.0160511794374645,63,0.0086724259796197,False,,,,
61,89de541694b0702d,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 389, 'min_child_weight': 0.02921703391572309, 'min_split_gain': 0.0, 'reg_alpha': 0.7875592005415598, 'reg_lambda': 21.28238237472225, 'subsample': 0.8932790579346943, 'colsample_bytree': 0.8220673360013142, 'learning_rate': 0.009139165719357849, 'max_bin': 127, 'path_smooth': 2.5770599315529257, 'extra_trees': True}",0.2738161267896596,0.239845184219572,0.1358837702803503,0.2667464382885856,-0.0269012540690135,0.1952913282339308,14.7,4,2,389,0.029217033915723,0.0,0.7875592005415598,21.28238237472225,0.8932790579346943,0.8220673360013142,0.0091391657193578,127,2.5770599315529257,True,,,,
62,5f00ccfdd48222f4,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 342, 'min_child_weight': 0.021119633288873972, 'min_split_gain': 0.002297634816357932, 'reg_alpha': 1.828859637005841, 'reg_lambda': 17.49504375484818, 'subsample': 0.4907510916053814, 'colsample_bytree': 0.6840811307699111, 'learning_rate': 0.015400374193636648, 'max_bin': 63, 'path_smooth': 9.884927315513847, 'extra_trees': True}",0.2735260118362568,0.2395454502907924,0.1359222461818575,0.2687792375678992,-0.0292337872771067,0.1990765625314889,7.6,8,3,342,0.0211196332888739,0.0022976348163579,1.828859637005841,17.49504375484818,0.4907510916053814,0.6840811307699111,0.0154003741936366,63,9.884927315513847,True,,,,
63,fcf40b267221f4ed,"{'num_leaves': 12, 'max_depth': 6, 'min_child_samples': 409, 'min_child_weight': 0.03974877625894046, 'min_split_gain': 0.0, 'reg_alpha': 1.5445383243499071, 'reg_lambda': 25.664115668201028, 'subsample': 0.6385292872801805, 'colsample_bytree': 0.9157733172704642, 'learning_rate': 0.012350162932491606, 'max_bin': 63, 'path_smooth': 0.003447209304093686, 'extra_trees': False}",0.2728593369813307,0.2384668868285996,0.137569800610924,0.2489184065851027,-0.0104515197565031,0.194647698328066,14.1,12,6,409,0.0397487762589404,0.0,1.5445383243499071,25.664115668201028,0.6385292872801805,0.9157733172704642,0.0123501629324916,63,0.0034472093040936,False,,,,
64,efbf63e48ba6f91d,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 366, 'min_child_weight': 0.030262771982526, 'min_split_gain': 1.1767253893171574e-05, 'reg_alpha': 1.0801895108605957, 'reg_lambda': 22.080739581213766, 'subsample': 0.9108901257112332, 'colsample_bytree': 0.854178619088776, 'learning_rate': 0.01262065049995873, 'max_bin': 127, 'path_smooth': 3.87246227034385, 'extra_trees': False}",0.2742850779749716,0.2394807303057812,0.1392173906767616,0.250739264477187,-0.0112585341714057,0.1915617707820115,15.6,8,3,366,0.030262771982526,1.1767253893171574e-05,1.0801895108605957,22.080739581213766,0.9108901257112332,0.854178619088776,0.0126206504999587,127,3.87246227034385,False,,,,
65,50eb2f0e570abc15,"{'num_leaves': 11, 'max_depth': 4, 'min_child_samples': 489, 'min_child_weight': 0.028966003200776733, 'min_split_gain': 0.0013127082695582647, 'reg_alpha': 1.4729736451897106, 'reg_lambda': 19.564314859804753, 'subsample': 0.5659767768887257, 'colsample_bytree': 0.6882658607686496, 'learning_rate': 0.008584165868156043, 'max_bin': 63, 'path_smooth': 3.142371021789716, 'extra_trees': False}",0.27389770013048,0.2396547761558436,0.1369716958985456,0.2591769370678448,-0.0195221609120012,0.1918402427739625,12.4,11,4,489,0.0289660032007767,0.0013127082695582,1.4729736451897106,19.56431485980476,0.5659767768887257,0.6882658607686496,0.008584165868156,63,3.142371021789716,False,,,,
66,a4629c40729473e8,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 360, 'min_child_weight': 0.023896256185049997, 'min_split_gain': 0.013655148815699835, 'reg_alpha': 2.076759433544815, 'reg_lambda': 27.96969300627131, 'subsample': 0.8296594113817026, 'colsample_bytree': 0.9120370993446891, 'learning_rate': 0.016465365136865598, 'max_bin': 63, 'path_smooth': 0.1772894672401568, 'extra_trees': False}",0.2748161496161879,0.2405478574505857,0.1370731686624088,0.264511528908873,-0.0239636714582873,0.1889594613451976,9.1,4,2,360,0.0238962561850499,0.0136551488156998,2.076759433544815,27.96969300627131,0.8296594113817026,0.9120370993446892,0.0164653651368655,63,0.1772894672401568,False,,,,
67,07f4ddc409be4e20,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 358, 'min_child_weight': 0.015383680573560585, 'min_split_gain': 0.0011244192114282776, 'reg_alpha': 2.0054760972871084, 'reg_lambda': 15.792367259739201, 'subsample': 0.46914476847486, 'colsample_bytree': 0.6562835900155659, 'learning_rate': 0.00799806541906888, 'max_bin': 127, 'path_smooth': 0.0661410933308899, 'extra_trees': False}",0.2743893932628828,0.2401757232566682,0.1368546800248585,0.2627149622503562,-0.022539238993688,0.1916016875265877,12.5,8,3,358,0.0153836805735605,0.0011244192114282,2.0054760972871084,15.7923672597392,0.46914476847486,0.6562835900155659,0.0079980654190688,127,0.0661410933308899,False,,,,
68,930c05e70e2a564e,"{'num_leaves': 12, 'max_depth': 4, 'min_child_samples': 260, 'min_child_weight': 0.02180128408612477, 'min_split_gain': 0.0, 'reg_alpha': 0.8159806937434158, 'reg_lambda': 28.637406418053917, 'subsample': 0.546481202922875, 'colsample_bytree': 0.6781019299965908, 'learning_rate': 0.011109438175149098, 'max_bin': 63, 'path_smooth': 0.001015413260613644, 'extra_trees': False}",0.2736594277231464,0.2393682892219735,0.1371645540046916,0.2547264870708004,-0.0153581978488269,0.1930357010811675,11.3,12,4,260,0.0218012840861247,0.0,0.8159806937434158,28.63740641805392,0.546481202922875,0.6781019299965908,0.011109438175149,63,0.0010154132606136,False,,,,
69,3c47799f0235c2f1,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 386, 'min_child_weight': 0.024214860128647316, 'min_split_gain': 0.0, 'reg_alpha': 1.0716517247759894, 'reg_lambda': 21.929901579909686, 'subsample': 0.8137871226341311, 'colsample_bytree': 0.888136341961884, 'learning_rate': 0.009718368934671096, 'max_bin': 127, 'path_smooth': 0.01949672939211932, 'extra_trees': True}",0.2730922361522229,0.239110725056537,0.1359260443827436,0.2636066225790863,-0.0244958975225493,0.2004628341952151,13.0,8,3,386,0.0242148601286473,0.0,1.0716517247759894,21.92990157990969,0.8137871226341311,0.888136341961884,0.009718368934671,127,0.0194967293921193,True,,,,
