exit_reason,n_trades,avg_entry_price,avg_exit_price,avg_profit_pct,avg_expected_log_return,avg_fact_log_return,avg_fact_1h_max_range_log_return,total_fact_log_return,compounded_return_pct,realized_directional_win_rate,avg_hold_minutes,tp_target_log_return
stop_loss,1289,99.17044996121025,98.56699341085977,-0.0060850439882698115,0.006103633318063704,-0.006103633318063735,0.004961280484243711,-7.867583346984154,-0.9996170412768264,0.0,14.712179984484097,0.006103633318063704
take_profit,1263,98.53811559778306,99.14139534954347,0.006122298443608454,0.006103633318063704,0.006103633318063704,0.014397441271084742,7.708888880714458,2227.065236053747,1.0,13.984956452889945,0.006103633318063704
timeout_1h,204,100.53764705882354,100.56598039215686,0.0003273704622525587,0.006103633318063704,0.0003242786555706209,0.003498591152305344,0.06615284573640666,0.06839000354372327,0.5392156862745098,60.0,0.006103633318063704
ALL,2756,98.98186865021772,98.97819188427854,-1.6101303448036152e-05,0.006103633318063704,-3.357823676824727e-05,0.009177348136661998,-0.09254162053328947,-0.08838873157227178,0.49818577648766327,17.7311320754717,0.006103633318063704
