direction,entry_cutoff,tp_spec,sl_spec,n_trades,total_fact_log_return,avg_fact_log_return,compounded_return_pct,win_rate,avg_hold_minutes
long,0.99,bucket_p75_mfe,1.5x_tp,117,-0.06735728785315946,-0.0005757033149842689,-6.513887286511311,0.5555555555555556,30.71794871794872
long,0.9,bucket_p75_mfe,2.0x_tp,833,0.0666455756923344,8.000669350820456e-05,6.891656101775023,0.5354141656662665,52.23529411764706
long,0.92,bucket_p75_mfe,2.0x_tp,677,-0.10211187669195353,-0.0001508299508005222,-9.707147063897404,0.5125553914327917,51.369276218611525
long,0.94,bucket_p75_mfe,2.0x_tp,499,-0.2569165398073672,-0.0005148628052251848,-22.656723808089076,0.5130260521042084,49.168336673346694
long,0.95,bucket_p75_mfe,2.0x_tp,421,-0.2709794095385456,-0.0006436565547233862,-23.73678008076976,0.517814726840855,48.42992874109264
long,0.96,bucket_p75_mfe,2.0x_tp,356,-0.11867257553386769,-0.0003333499312749092,-11.190146164815474,0.5421348314606742,46.51966292134831
long,0.97,bucket_p75_mfe,2.0x_tp,292,0.08580286746003167,0.0002938454365069578,8.959151318977664,0.5513698630136986,44.40068493150685
long,0.98,bucket_p75_mfe,2.0x_tp,202,0.041601170815335174,0.0002059463901749266,4.247862492894416,0.5841584158415841,41.96534653465346
long,0.99,bucket_p75_mfe,2.0x_tp,106,0.015357274160525363,0.00014487994491061662,1.5475803078399242,0.6132075471698113,34.424528301886795
long,0.9,0.75x_bucket_mean,none,974,0.1806164786158398,0.000185437863055277,19.795564957020883,0.5698151950718686,44.70225872689939
long,0.92,0.75x_bucket_mean,none,794,-0.2318262267711235,-0.00029197257779738474,-20.691607191210004,0.5465994962216625,44.27959697732997
long,0.94,0.75x_bucket_mean,none,561,-0.22431288183130557,-0.0003998447091467123,-20.09349176932531,0.5579322638146168,42.64349376114082
long,0.95,0.75x_bucket_mean,none,466,-0.2523571034609945,-0.0005415388486287435,-22.303276916471216,0.555793991416309,42.00429184549356
long,0.96,0.75x_bucket_mean,none,384,0.13649394161311343,0.00035545297295081624,14.624793334128317,0.6015625,39.973958333333336
long,0.97,0.75x_bucket_mean,none,319,0.40054730588137466,0.001255634187715908,49.26414055464026,0.6332288401253918,37.42319749216301
long,0.98,0.75x_bucket_mean,none,213,0.3177701556155442,0.00149187866486171,37.406040486208525,0.6713615023474179,34.985915492957744
long,0.99,0.75x_bucket_mean,none,112,0.34936689775100743,0.0031193473013482807,41.816941807099624,0.7321428571428571,27.008928571428573
long,0.9,0.75x_bucket_mean,0.5x_tp,2350,-0.32738136603180334,-0.00013931121958800144,-27.91912013885063,0.3421276595744681,15.25063829787234
long,0.92,0.75x_bucket_mean,0.5x_tp,1950,-0.41850271245002113,-0.00021461677561539544,-34.19686552873764,0.3353846153846154,13.77025641025641
long,0.94,0.75x_bucket_mean,0.5x_tp,1489,-0.2255940659979117,-0.00015150709603620665,-20.19580116989268,0.33579583613163194,11.776359973136334
long,0.95,0.75x_bucket_mean,0.5x_tp,1249,-0.1245412369013688,-9.971275972887814e-05,-11.709814752091052,0.33386709367493994,10.88791032826261
long,0.96,0.75x_bucket_mean,0.5x_tp,1022,0.20459529796148623,0.0002001910938957791,22.702838357782397,0.34540117416829746,10.100782778864971
long,0.97,0.75x_bucket_mean,0.5x_tp,816,0.14332191038709566,0.00017563959606261724,15.410125905785721,0.3443627450980392,9.159313725490197
long,0.98,0.75x_bucket_mean,0.5x_tp,573,0.08475261239100024,0.00014791031830890095,8.844776489872853,0.343804537521815,7.207678883071553
long,0.99,0.75x_bucket_mean,0.5x_tp,286,0.34504584458773263,0.0012064540020550092,41.205465324723974,0.3916083916083916,5.426573426573427
long,0.9,0.75x_bucket_mean,1.0x_tp,1550,-0.06668283130400414,-4.302118148645428e-05,-6.450813697730073,0.4974193548387097,27.016129032258064
long,0.92,0.75x_bucket_mean,1.0x_tp,1309,-0.3234873836331777,-0.0002471255795517018,-27.637891266612968,0.48586707410236823,25.25668449197861
long,0.94,0.75x_bucket_mean,1.0x_tp,1001,-0.5014433933686141,-0.0005009424509176964,-39.43441711050723,0.4775224775224775,22.085914085914087
long,0.95,0.75x_bucket_mean,1.0x_tp,856,-0.5230857439078197,-0.0006110814765278267,-40.73111626404155,0.4742990654205608,20.23247663551402
long,0.96,0.75x_bucket_mean,1.0x_tp,715,-0.13575773021185,-0.00018987095134524477,-12.694587849395411,0.4853146853146853,18.535664335664336
long,0.97,0.75x_bucket_mean,1.0x_tp,562,0.28102070859964967,0.0005000368480420813,32.4481031798691,0.5142348754448398,17.46085409252669
