entry_time,entry_signal_time,exit_time,exit_reason,hold_minutes,entry_price,exit_price,entry_prediction,entry_target,gross_return,net_return,equity_after
2024-01-03 11:56:00,2024-01-03 11:55:00,2024-01-03 12:26:00,max_hold,30,103.030602,96.9806,0.444667397016382,0.0,-0.05834385011163967,-0.06060111570121107,9393.98884298789
2024-01-05 01:49:00,2024-01-05 01:48:00,2024-01-05 01:49:00,take_profit,0,99.46989,101.041195958352,0.47978865083522004,1.0,0.016203200000000084,0.013767235964036173,9523.318104032827
2024-01-06 05:51:00,2024-01-06 05:50:00,2024-01-06 06:21:00,max_hold,30,94.25884799999999,93.68126000000001,0.4200193298173972,0.0,-0.0057300509337859795,-0.008113438270063722,9446.051250469576
2024-01-07 22:32:00,2024-01-07 22:31:00,2024-01-07 23:02:00,max_hold,30,89.27785200000001,89.75204599999999,0.42230205983445523,0.0,0.005713645529912492,0.003302826245945356,9477.249916460172
2024-01-08 01:19:00,2024-01-08 01:18:00,2024-01-08 01:49:00,max_hold,30,89.627922,89.85202600000001,0.4085157598450004,0.0,0.002901461890414181,0.0004973837564536954,9481.963746624471
2024-01-09 00:38:00,2024-01-09 00:37:00,2024-01-09 00:51:00,take_profit,13,95.589114,97.09911611603519,0.4150559038992107,1.0,0.016203200000000084,0.013767235964035951,9612.504178926685
2024-01-09 12:57:00,2024-01-09 12:56:00,2024-01-09 12:57:00,take_profit,0,96.92938199999999,98.46055606157759,0.5426589102170587,1.0,0.016203199999999862,0.013767235964036173,9744.841792163254
2024-01-09 21:12:00,2024-01-09 21:11:00,2024-01-09 21:12:00,take_profit,0,99.53990399999999,101.1123159555072,0.40539951917368156,1.0,0.016203200000000084,0.013767235964036173,9879.001328548165
2024-01-10 12:56:00,2024-01-10 12:55:00,2024-01-10 12:58:00,take_profit,2,92.0184,93.47199626112,0.5572054119225641,1.0,0.016203199999999862,0.013767235964036173,10015.007870927315
2024-01-10 18:10:00,2024-01-10 18:09:00,2024-01-10 18:40:00,max_hold,30,96.86936999999999,97.720452,0.4113974033410612,0.0,0.009189468249870991,0.006770316991411729,10082.812648884976
2024-01-10 20:12:00,2024-01-10 20:11:00,2024-01-10 20:42:00,max_hold,30,94.408878,95.37092200000001,0.43000375550994846,1.0,0.01059434262104042,0.00817182370595182,10165.207616311805
2024-01-11 13:33:00,2024-01-11 13:32:00,2024-01-11 14:03:00,take_profit,30,104.57091,106.22279575108801,0.4240248897302523,1.0,0.016203200000000084,0.013767235964036173,10305.154428188987
2024-01-12 16:54:00,2024-01-12 16:53:00,2024-01-12 17:24:00,max_hold,30,94.308858,93.671262,0.513928979233769,0.0,-0.006363347120585505,-0.008745216368025166,10215.033623008561
2024-01-12 22:08:00,2024-01-12 22:07:00,2024-01-12 22:38:00,max_hold,30,90.91818,89.68206,0.44402335937531284,0.0,-0.01320132013201325,-0.015566797917258457,10056.018258881186
2024-01-19 16:31:00,2024-01-19 16:30:00,2024-01-19 17:01:00,max_hold,30,88.877772,88.692258,0.4161090476422762,0.0,-0.0016880486158001862,-0.004081125128691188,10014.978390070288
2024-01-22 19:17:00,2024-01-22 19:16:00,2024-01-22 19:47:00,max_hold,30,84.61692,83.313334,0.4353534397994356,0.0,-0.015011820330969261,-0.01737295812459483,9840.988589880875
2024-01-23 09:16:00,2024-01-23 09:15:00,2024-01-23 09:46:00,max_hold,30,80.896176,80.54388800000001,0.40419459589000184,0.0,-0.003956478733926683,-0.006344117540869054,9778.55620154832
2024-01-23 15:05:00,2024-01-23 15:04:00,2024-01-23 15:35:00,max_hold,30,82.37647199999999,81.873622,0.47834393341056586,0.0,-0.005706653715395804,-0.008090097137683383,9699.446732011496
2024-01-31 21:30:00,2024-01-31 21:29:00,2024-01-31 21:45:00,probability_exit,15,95.959188,97.200556,0.4513750690379479,1.0,0.0133416718782573,0.010912567277091778,9805.29259702514
2024-02-13 14:24:00,2024-02-13 14:23:00,2024-02-13 14:34:00,take_profit,10,109.27185,110.99799556008,0.42332294655331215,0.0,0.016203200000000084,0.013767235964036173,9940.284373904802
2024-02-20 15:30:00,2024-02-20 15:29:00,2024-02-20 16:00:00,max_hold,30,104.97099,106.408714,0.4080244924058125,1.0,0.014101953311100646,0.011671026221846681,10056.297693485258
2024-02-28 17:24:00,2024-02-28 17:23:00,2024-02-28 17:54:00,max_hold,30,114.902976,112.097576,0.4182904284511059,0.0,-0.02402506963788298,-0.026364601564533463,9791.167411582182
2024-02-29 00:04:00,2024-02-29 00:03:00,2024-02-29 00:34:00,max_hold,30,118.963788,118.086378,0.4256853872553329,1.0,-0.006978308390785282,-0.00935870350043666,9699.534778854048
2024-02-29 08:27:00,2024-02-29 08:26:00,2024-02-29 08:31:00,take_profit,4,129.195834,131.2367147505312,0.43030846168212644,1.0,0.016203200000000084,0.013767235964036173,9833.070562895906
2024-02-29 12:13:00,2024-02-29 12:12:00,2024-02-29 12:33:00,take_profit,20,127.32545999999999,129.33679482652798,0.4426245901481007,1.0,0.016203199999999862,0.013767235964036173,9968.444765586311
2024-02-29 16:42:00,2024-02-29 16:41:00,2024-02-29 16:55:00,take_profit,13,127.985592,130.0073547997056,0.42061109957644893,1.0,0.016203200000000084,0.013767235964036173,10105.6826968686
2024-02-29 22:20:00,2024-02-29 22:19:00,2024-02-29 22:50:00,max_hold,30,124.87496999999999,123.795236,0.42908613329303674,0.0,-0.008249899879855804,-0.010627246828336379,9998.28711248013
2024-03-01 01:04:00,2024-03-01 01:03:00,2024-03-01 01:34:00,max_hold,30,134.086812,131.61367199999998,0.43175773201500706,1.0,-0.01805161867820393,-0.02040546970137813,9794.267367740737
2024-03-03 07:28:00,2024-03-03 07:27:00,2024-03-03 07:31:00,take_profit,3,124.71493799999999,126.6850349325984,0.47666392345857306,1.0,0.016203200000000084,0.013767235964036173,9929.107357687282
2024-03-04 00:50:00,2024-03-04 00:49:00,2024-03-04 01:20:00,max_hold,30,129.365868,130.513892,0.430673642838357,0.0,0.009277872274624954,0.0068585091008470656,9997.206230863269
2024-03-05 14:46:00,2024-03-05 14:45:00,2024-03-05 15:02:00,take_profit,16,136.767348,138.9278344428864,0.43075180386672973,1.0,0.016203199999999862,0.013767235964036173,10134.840128024696
2024-03-06 13:09:00,2024-03-06 13:08:00,2024-03-06 13:20:00,take_profit,11,126.445284,128.4427148622912,0.4159296912041968,1.0,0.016203200000000084,0.013767235964036173,10274.368863524995
2024-03-07 03:06:00,2024-03-07 03:05:00,2024-03-07 03:36:00,max_hold,30,140.308056,139.18215800000002,0.4156529843503603,0.0,-0.007627601938979156,-0.010006440612149836,10171.559001664811
2024-03-07 11:23:00,2024-03-07 11:22:00,2024-03-07 11:53:00,max_hold,30,142.598514,140.45190399999998,0.45507162481224966,0.0,-0.014659465525706739,-0.017021447957130786,9998.424339475088
