trial_no,param_hash,params,objective_score,valid_ratio_p925,train_ratio_p925,train_valid_gap,spearman_rho,decile_monotonicity,valid_rmse,train_rmse,valid_mae,elapsed_s,best_iteration,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
48,82779af2689aa0dc,"{'num_leaves': 6, 'max_depth': 8, 'min_child_samples': 1688, 'min_child_weight': 0.012945129755356352, 'min_split_gain': 0.005254716955576109, 'reg_alpha': 0.004186235139300855, 'reg_lambda': 9.358994942810924, 'subsample': 0.4750721844276041, 'colsample_bytree': 0.6177983863570577, 'learning_rate': 0.01807404166047398, 'max_bin': 63, 'path_smooth': 1.0230099436045534, 'extra_trees': True}",-1.934105710794781,1.934105710794781,2.6101361022908462,0.6760303914960653,0.2921393970387907,1.0,0.0101581452793015,0.0162043016401428,0.0085435360161752,2.1,823,6,8,1688,0.0129451297553563,0.0052547169555761,0.0041862351393008,9.358994942810924,0.4750721844276041,0.6177983863570577,0.0180740416604739,63,1.0230099436045534,True
49,2f1fe8fad4eeb89a,"{'num_leaves': 6, 'max_depth': 8, 'min_child_samples': 3657, 'min_child_weight': 0.03508099524690078, 'min_split_gain': 7.20798908912398e-05, 'reg_alpha': 0.03231407542249589, 'reg_lambda': 1.242289013375204, 'subsample': 0.48199779704920004, 'colsample_bytree': 0.5347275119310484, 'learning_rate': 0.028904359061731274, 'max_bin': 63, 'path_smooth': 1.7646943774279384, 'extra_trees': False}",-1.949073353847342,1.949073353847342,2.5435761317852226,0.5945027779378806,0.2776054994430074,1.0,0.0104576076524832,0.016256857305636,0.0088197249043567,0.9,285,6,8,3657,0.0350809952469007,7.20798908912398e-05,0.0323140754224958,1.242289013375204,0.4819977970492,0.5347275119310484,0.0289043590617312,63,1.7646943774279384,False
50,dd05f83b2f352558,"{'num_leaves': 8, 'max_depth': 8, 'min_child_samples': 2021, 'min_child_weight': 0.09988388076100761, 'min_split_gain': 7.698758573030254e-05, 'reg_alpha': 0.002395082894645973, 'reg_lambda': 2.7378070599416673, 'subsample': 0.5301928407142968, 'colsample_bytree': 0.5524235944176863, 'learning_rate': 0.0299119789328737, 'max_bin': 63, 'path_smooth': 2.62487914205985, 'extra_trees': False}",-1.893453868213467,1.893453868213467,2.5921437786259363,0.6986899104124693,0.2865066727960414,1.0,0.0101112280001203,0.0162094023791928,0.0084920035646363,1.0,282,8,8,2021,0.0998838807610076,7.698758573030254e-05,0.0023950828946459,2.737807059941668,0.5301928407142968,0.5524235944176863,0.0299119789328737,63,2.62487914205985,False
51,06b07da6244a00dc,"{'num_leaves': 3, 'max_depth': 8, 'min_child_samples': 4507, 'min_child_weight': 0.06961505537361315, 'min_split_gain': 4.9080735263784425e-05, 'reg_alpha': 0.17385539848806045, 'reg_lambda': 1.0101835217902513, 'subsample': 0.4538340094458666, 'colsample_bytree': 0.47935607367373306, 'learning_rate': 0.04086648175638419, 'max_bin': 63, 'path_smooth': 0.974336311070534, 'extra_trees': False}",-1.93577195849465,1.93577195849465,2.322739957340989,0.3869679988463395,0.2675748338851187,1.0,0.0105684066666806,0.0161897501751707,0.0089596785335236,0.9,285,3,8,4507,0.0696150553736131,4.9080735263784425e-05,0.1738553984880604,1.0101835217902513,0.4538340094458666,0.479356073673733,0.0408664817563841,63,0.974336311070534,False
52,129948a16edc2874,"{'num_leaves': 22, 'max_depth': 8, 'min_child_samples': 2556, 'min_child_weight': 0.01511827780903789, 'min_split_gain': 0.0, 'reg_alpha': 0.001202848915627905, 'reg_lambda': 1.9547056549635449, 'subsample': 0.4755411859974809, 'colsample_bytree': 0.5153967682713577, 'learning_rate': 0.01815962077763923, 'max_bin': 63, 'path_smooth': 0.10521111877294632, 'extra_trees': False}",-1.901990297694041,1.901990297694041,2.5987598280721893,0.6967695303781483,0.2854573469687619,1.0,0.0102411163112648,0.0161642414772991,0.0086184382354131,1.1,331,22,8,2556,0.0151182778090378,0.0,0.0012028489156279,1.9547056549635449,0.4755411859974809,0.5153967682713577,0.0181596207776392,63,0.1052111187729463,False
53,4767eb5b31207305,"{'num_leaves': 4, 'max_depth': 6, 'min_child_samples': 1270, 'min_child_weight': 0.0008550290487264354, 'min_split_gain': 0.0, 'reg_alpha': 0.3382375957244303, 'reg_lambda': 1.6307616439911845, 'subsample': 0.5977642237465624, 'colsample_bytree': 0.682782130636281, 'learning_rate': 0.02500666339446665, 'max_bin': 63, 'path_smooth': 0.4858830968095907, 'extra_trees': True}",-1.9363307716542444,1.9363307716542444,2.6046569929343386,0.6683262212800942,0.2928645663911836,1.0,0.0100530341982279,0.0161751949898952,0.0084740878715666,1.4,528,4,6,1270,0.0008550290487264,0.0,0.3382375957244303,1.6307616439911845,0.5977642237465624,0.682782130636281,0.0250066633944666,63,0.4858830968095907,True
54,f959c8b751c6b606,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 2578, 'min_child_weight': 0.00017921344142827157, 'min_split_gain': 0.0, 'reg_alpha': 0.02383869207216946, 'reg_lambda': 1.304168410414538, 'subsample': 0.7134806482694026, 'colsample_bytree': 0.49255372373551076, 'learning_rate': 0.008122351683705904, 'max_bin': 63, 'path_smooth': 0.00771419007792713, 'extra_trees': False}",-1.9404938969946008,1.9404938969946008,2.60240778439068,0.661913887396079,0.2913774359365714,1.0,0.0100965576575249,0.0161248970550605,0.0085194643657374,2.2,1053,4,2,2578,0.0001792134414282,0.0,0.0238386920721694,1.304168410414538,0.7134806482694026,0.4925537237355107,0.0081223516837059,63,0.0077141900779271,False
55,491ca9507c59acd3,"{'num_leaves': 6, 'max_depth': 3, 'min_child_samples': 1605, 'min_child_weight': 0.07769856836507723, 'min_split_gain': 1.0675107016474115e-05, 'reg_alpha': 0.013554468859688034, 'reg_lambda': 1.4626585570966755, 'subsample': 0.5191530208707735, 'colsample_bytree': 0.6434761548023672, 'learning_rate': 0.03002307718282912, 'max_bin': 63, 'path_smooth': 0.07979700060153576, 'extra_trees': True}",-1.9159561375501697,1.9159561375501697,2.610764004687247,0.6948078671370774,0.2930822208524511,1.0,0.0101095082924622,0.0161829017127178,0.0085072906869774,1.4,599,6,3,1605,0.0776985683650772,1.0675107016474116e-05,0.013554468859688,1.4626585570966757,0.5191530208707735,0.6434761548023672,0.0300230771828291,63,0.0797970006015357,True
56,eb6403eb3a273271,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 2337, 'min_child_weight': 0.00033790803851537247, 'min_split_gain': 0.0, 'reg_alpha': 0.1368000597244895, 'reg_lambda': 1.6082791998119494, 'subsample': 0.7605534401727962, 'colsample_bytree': 0.4824406838225711, 'learning_rate': 0.00975431686429156, 'max_bin': 63, 'path_smooth': 0.0075821561441070575, 'extra_trees': False}",-1.9284119119455183,1.9284119119455183,2.608710101842565,0.6802981898970464,0.2914094124603527,1.0,0.0100605961508041,0.0161447482276543,0.0084955353601987,2.1,1021,4,2,2337,0.0003379080385153,0.0,0.1368000597244895,1.6082791998119494,0.7605534401727962,0.4824406838225711,0.0097543168642915,63,0.007582156144107,False
57,e599da58b7929206,"{'num_leaves': 8, 'max_depth': 8, 'min_child_samples': 1361, 'min_child_weight': 0.018449429356591714, 'min_split_gain': 7.474053396766385e-05, 'reg_alpha': 0.09985456239401272, 'reg_lambda': 1.6103638561279452, 'subsample': 0.45964013398923104, 'colsample_bytree': 0.6338017193168493, 'learning_rate': 0.0206819477090012, 'max_bin': 127, 'path_smooth': 0.44312705834417815, 'extra_trees': False}",-1.9156250683714853,1.9156250683714853,2.6103254791802843,0.6947004108087989,0.2897224078328707,1.0,0.010049589550394,0.0161501732758914,0.0084744852281005,1.1,283,8,8,1361,0.0184494293565917,7.474053396766385e-05,0.0998545623940127,1.6103638561279452,0.459640133989231,0.6338017193168493,0.0206819477090012,127,0.4431270583441781,False
58,e74daef530aa7b29,"{'num_leaves': 63, 'max_depth': 8, 'min_child_samples': 4148, 'min_child_weight': 0.00010844457891163141, 'min_split_gain': 3.833374736573322e-05, 'reg_alpha': 0.008876576949771656, 'reg_lambda': 2.1321770027964493, 'subsample': 0.7204608872351632, 'colsample_bytree': 0.4626325357507886, 'learning_rate': 0.024428202182603904, 'max_bin': 63, 'path_smooth': 0.010279770122832963, 'extra_trees': False}",-1.9074737738165009,1.9074737738165009,2.548179679473252,0.6407059056567508,0.2828066279402557,0.8888888888888888,0.0103066670340765,0.0162343435789096,0.008681401886225,0.9,270,63,8,4148,0.0001084445789116,3.833374736573322e-05,0.0088765769497716,2.1321770027964493,0.7204608872351632,0.4626325357507886,0.0244282021826039,63,0.0102797701228329,False
59,e6a07d22e12cc480,"{'num_leaves': 4, 'max_depth': 4, 'min_child_samples': 6399, 'min_child_weight': 0.0948537651827793, 'min_split_gain': 0.05304341423323221, 'reg_alpha': 0.00151526878850749, 'reg_lambda': 1.1411532660147148, 'subsample': 0.49677476317013514, 'colsample_bytree': 0.4397048049010832, 'learning_rate': 0.02420869655006681, 'max_bin': 63, 'path_smooth': 0.11742434943992806, 'extra_trees': True}",-1.9164449565475936,1.9164449565475936,2.0151305400361728,0.0986855834885791,0.2586555256479544,1.0,0.0112212127521582,0.0162245934727371,0.0096163307011289,1.3,747,4,4,6399,0.0948537651827793,0.0530434142332322,0.0015152687885074,1.1411532660147148,0.4967747631701351,0.4397048049010832,0.0242086965500668,63,0.117424349439928,True
60,b0a5ea3e2b1f9163,"{'num_leaves': 4, 'max_depth': 6, 'min_child_samples': 792, 'min_child_weight': 0.007132213988910991, 'min_split_gain': 1.0287144499923569e-05, 'reg_alpha': 0.6387177354626987, 'reg_lambda': 3.3654114382303266, 'subsample': 0.6137721895116518, 'colsample_bytree': 0.881945836621377, 'learning_rate': 0.017383582197334015, 'max_bin': 127, 'path_smooth': 0.6093280366632359, 'extra_trees': True}",-1.9339090770117164,1.9339090770117164,2.5896299774802802,0.6557209004685638,0.29478129599484115,1.0,0.009978763131598803,0.016203835239164615,0.008443634558345464,1.5,589,4,6,792,0.007132213988910991,1.0287144499923569e-05,0.6387177354626987,3.3654114382303266,0.6137721895116518,0.881945836621377,0.017383582197334015,127,0.6093280366632359,True
