entry_time,entry_signal_time,exit_time,exit_reason,hold_minutes,entry_price,exit_price,entry_prediction,entry_target,gross_return,net_return,equity_after
2024-01-03 12:02:00,2024-01-03 12:01:00,2024-01-03 12:02:00,take_profit,0,98.0196,99.56799601728,0.5850217053133606,1.0,0.016203199999999862,0.013767235964035951,10137.672359640359
2024-01-05 01:49:00,2024-01-05 01:48:00,2024-01-05 01:49:00,take_profit,0,99.46989,101.041195958352,0.47978865083522004,1.0,0.016203200000000084,0.013767235964036173,10277.240087141616
2024-01-07 22:36:00,2024-01-07 22:35:00,2024-01-07 22:42:00,take_profit,6,88.607718,90.00743639970241,0.456221726111055,1.0,0.016203200000000084,0.013767235964036173,10418.729276480346
2024-01-08 03:17:00,2024-01-08 03:16:00,2024-01-08 03:48:00,take_profit,31,86.157228,87.51823649927042,0.45977404962773644,1.0,0.016203200000000084,0.013767235964036395,10562.166380875065
2024-01-09 12:57:00,2024-01-09 12:56:00,2024-01-09 12:57:00,take_profit,0,96.92938199999999,98.46055606157759,0.5426589102170587,1.0,0.016203199999999862,0.013767235964036173,10707.578217731982
2024-01-09 21:13:00,2024-01-09 21:12:00,2024-01-09 21:14:00,take_profit,1,101.200236,102.79887588804482,0.5071808542422065,1.0,0.016203200000000084,0.013767235964036395,10854.991973658874
2024-01-10 12:56:00,2024-01-10 12:55:00,2024-01-10 12:58:00,take_profit,2,92.0184,93.47199626112,0.5572054119225641,1.0,0.016203199999999862,0.013767235964036173,11004.435209547955
2024-01-10 20:13:00,2024-01-10 20:12:00,2024-01-10 20:57:00,take_profit,44,94.278852,95.76815616927361,0.4996639280628067,1.0,0.016203200000000084,0.013767235964036173,11155.93586572875
2024-01-11 15:18:00,2024-01-11 15:17:00,2024-01-11 16:18:00,max_hold,60,102.810558,99.400116,0.4807295504373203,0.0,-0.03278529039789868,-0.03510382299811676,10764.319867719865
2024-01-12 16:54:00,2024-01-12 16:53:00,2024-01-12 17:54:00,max_hold,60,94.308858,95.26094400000001,0.513928979233769,0.0,0.010499522748965928,0.008077231128771123,10851.265767235462
2024-01-12 22:22:00,2024-01-12 22:21:00,2024-01-12 22:32:00,take_profit,10,87.927582,89.3165564273376,0.5376387881827879,1.0,0.016203200000000084,0.013767235964036173,11000.657703561461
2024-01-19 16:40:00,2024-01-19 16:39:00,2024-01-19 17:15:00,take_profit,35,88.28765399999999,89.6823164127072,0.47384174136226254,1.0,0.016203199999999862,0.013767235964036173,11152.106353925983
2024-01-22 19:18:00,2024-01-22 19:17:00,2024-01-22 20:18:00,max_hold,60,84.08681399999999,84.953006,0.5364087190699658,0.0,0.010705364577138221,0.008282579528768208,11244.474561715657
