fold,pvalue_rounds,actual_rounds,selected_features,max_pvalue,is_stable,removed_features,train_roc_auc,train_pr_auc,train_brier_score,train_log_loss,valid_roc_auc,valid_pr_auc,valid_brier_score,valid_log_loss
1,0,0,47,1.0,False,0,0.6853728705659314,0.36931314197469833,0.14294524022972313,0.49685235557499785,0.7115026545309233,0.2608020310246864,0.06916782390941031,0.2906533673532246
1,1,1,18,0.17619315313294015,False,29,0.6801297545455598,0.3659595338766434,0.1439465480361453,0.5036437493501921,0.7087945559633301,0.2664254606387366,0.06621688996374994,0.280840966914691
1,2,2,16,0.003418276924035519,True,31,0.6803093712474275,0.3672581307384339,0.14342140370975226,0.49948436861185025,0.7066792205243061,0.26638681330598774,0.06608370184193582,0.2789858158085174
1,3,2,16,0.003418276924035519,True,31,0.6803093712474275,0.3672581307384339,0.14342140370975226,0.49948436861185025,0.7066792205243061,0.26638681330598774,0.06608370184193582,0.2789858158085174
1,4,2,16,0.003418276924035519,True,31,0.6803093712474275,0.3672581307384339,0.14342140370975226,0.49948436861185025,0.7066792205243061,0.26638681330598774,0.06608370184193582,0.2789858158085174
2,0,0,47,1.0,False,0,0.7258080570134445,0.3727103085331084,0.12466615948341932,0.43188108737608105,0.674547281425526,0.15014312636387134,0.046762120384770914,0.1936335665602754
2,1,1,21,0.003498984891655152,True,26,0.7263707719883148,0.37199592760038963,0.12475533027203535,0.43137500329382555,0.6673259618996755,0.14951845097856564,0.04689382661574617,0.194197933196087
2,2,1,21,0.003498984891655152,True,26,0.7263707719883148,0.37199592760038963,0.12475533027203535,0.43137500329382555,0.6673259618996755,0.14951845097856564,0.04689382661574617,0.194197933196087
2,3,1,21,0.003498984891655152,True,26,0.7263707719883148,0.37199592760038963,0.12475533027203535,0.43137500329382555,0.6673259618996755,0.14951845097856564,0.04689382661574617,0.194197933196087
2,4,1,21,0.003498984891655152,True,26,0.7263707719883148,0.37199592760038963,0.12475533027203535,0.43137500329382555,0.6673259618996755,0.14951845097856564,0.04689382661574617,0.194197933196087
3,0,0,47,1.0,False,0,0.7579055853469236,0.37452059087713285,0.10932544600163499,0.3757746991479631,0.697419944436321,0.18732899945471032,0.07572562911639877,0.29157051339783946
3,1,1,19,0.012715154033272415,False,28,0.7589174401994634,0.3746758718339547,0.1095086065915235,0.3768823078282486,0.6646220207632695,0.1753708964970522,0.07678966360976308,0.3042670074875195
3,2,2,17,0.007101219565558022,True,30,0.758373129224545,0.37414119676626006,0.10958550028466714,0.37739541477524186,0.6694480187161866,0.1767715699033892,0.07678600068957772,0.3042633924970715
3,3,2,17,0.007101219565558022,True,30,0.758373129224545,0.37414119676626006,0.10958550028466714,0.37739541477524186,0.6694480187161866,0.1767715699033892,0.07678600068957772,0.3042633924970715
3,4,2,17,0.007101219565558022,True,30,0.758373129224545,0.37414119676626006,0.10958550028466714,0.37739541477524186,0.6694480187161866,0.1767715699033892,0.07678600068957772,0.3042633924970715
4,0,0,47,1.0,False,0,0.7648867022751735,0.3684386851124117,0.10286048597328941,0.3523863907484555,0.7308796929546986,0.2221837242335838,0.06146340984554076,0.2336482905896653
4,1,1,20,0.02856582086839256,False,27,0.7643150157770062,0.36711544315104694,0.10300681742559585,0.35301887365294127,0.7262242002327337,0.21511598959167913,0.06201156002271512,0.23561536991892607
4,2,2,18,0.0016585031460218508,True,29,0.7640567747224469,0.36667555429036935,0.10309174091831663,0.35355509781732924,0.7253675765061347,0.2167721872874147,0.061987677813565074,0.23564622310348318
4,3,2,18,0.0016585031460218508,True,29,0.7640567747224469,0.36667555429036935,0.10309174091831663,0.35355509781732924,0.7253675765061347,0.2167721872874147,0.061987677813565074,0.23564622310348318
4,4,2,18,0.0016585031460218508,True,29,0.7640567747224469,0.36667555429036935,0.10309174091831663,0.35355509781732924,0.7253675765061347,0.2167721872874147,0.061987677813565074,0.23564622310348318
5,0,0,47,1.0,False,0,0.7731549578679724,0.36449263526194065,0.09688613497347465,0.3327759477647824,0.7685996815387541,0.23595613529299836,0.04982376933899254,0.1952893938265255
5,1,1,20,0.10620374654598211,False,27,0.7707612810239116,0.3603950098799748,0.09727094591683993,0.33481112133257956,0.7706247227327461,0.23346771316251413,0.0499497785307388,0.1956649042801229
5,2,2,16,0.0009402427680581164,True,31,0.771282208621874,0.36147439209787174,0.09713113989724789,0.33408088688501014,0.7720972098992331,0.2362113003815634,0.049872169266335815,0.19528773651936174
5,3,2,16,0.0009402427680581164,True,31,0.771282208621874,0.36147439209787174,0.09713113989724789,0.33408088688501014,0.7720972098992331,0.2362113003815634,0.049872169266335815,0.19528773651936174
5,4,2,16,0.0009402427680581164,True,31,0.771282208621874,0.36147439209787174,0.09713113989724789,0.33408088688501014,0.7720972098992331,0.2362113003815634,0.049872169266335815,0.19528773651936174
