trial_no,param_hash,params,objective_score,mean_valid_ll,std_valid_ll,mean_train_ll,mean_gap,mean_valid_prauc,guardrail_ok,elapsed_s,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
1,edb414924fd6f7c7,"{'num_leaves': 18, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2746906087408516,0.2666745729726583,0.0320641430727732,0.2377686670240293,0.0289059059486289,0.3584978082360974,True,48.8,18,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
2,63557b48a327f94f,"{'num_leaves': 20, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2748577151276404,0.2670027213909279,0.0314199749468499,0.2449878983916169,0.022014822999311,0.3555066646066642,True,17.2,20,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
3,efb411165e23977c,"{'num_leaves': 5, 'max_depth': 3, 'min_child_samples': 353, 'min_child_weight': 0.011198164932559403, 'min_split_gain': 0.0, 'reg_alpha': 0.95290284510031, 'reg_lambda': 86.10323423725237, 'subsample': 0.612912679069076, 'colsample_bytree': 0.5722758236209213, 'learning_rate': 0.014740961625414347, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.2763874671925407,0.2681812558243279,0.0328248454728511,0.2447140612426302,0.0234671945816976,0.3574746953485692,True,36.6,5,3,353,0.0111981649325594,0.0,0.95290284510031,86.10323423725237,0.612912679069076,0.5722758236209213,0.0147409616254143,63,0.0057264495156937,False
4,44fbeee79e0e4b47,"{'num_leaves': 9, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2759867029637497,0.2674007578761571,0.0316556584307545,0.2306804530771169,0.0367203047990401,0.3594467691280217,True,50.8,9,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
5,7f304ccb0c466b86,"{'num_leaves': 4, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.2813769181115049,0.2736643244800016,0.0308503745260129,0.2627780561236366,0.010886268356365,0.3388747127448627,True,55.5,4,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
6,039b060f1b7308f4,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2847466539789294,0.2777402408808799,0.0250142577164331,0.2402117541914673,0.0375284866894125,0.3516279920429396,True,157.6,32,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
7,c7efe311f78b479d,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2843566938501737,0.2779276496832809,0.0250676248252074,0.2463062700773708,0.0316213796059101,0.3498289280162824,True,56.5,32,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
8,c2b8c703b6be57e9,"{'num_leaves': 13, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2837906721440745,0.2765945500951405,0.0245197781200721,0.2359327749059813,0.0406617751891592,0.356049611985214,True,142.2,13,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
9,e2cf332e89ab8f31,"{'num_leaves': 5, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.2897760147191462,0.2836161142195242,0.0246396019984879,0.2600485497764877,0.0235675644430365,0.338793531358399,True,187.9,5,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
10,700a5446d0f334b0,"{'num_leaves': 13, 'max_depth': 5, 'min_child_samples': 2079, 'min_child_weight': 0.0045786579640486645, 'min_split_gain': 0.011481415388655809, 'reg_alpha': 0.17251570726102333, 'reg_lambda': 4.054153574900173, 'subsample': 0.4654089172839697, 'colsample_bytree': 0.6120304335394173, 'learning_rate': 0.008195107921137312, 'max_bin': 63, 'path_smooth': 2.591864498494624, 'extra_trees': False}",0.2878385045536843,0.281621862656881,0.0248665675872131,0.2549501662053068,0.0266716964515742,0.3407206887405634,True,133.0,13,5,2079,0.0045786579640486,0.0114814153886558,0.1725157072610233,4.054153574900173,0.4654089172839697,0.6120304335394173,0.0081951079211373,63,2.591864498494624,False
