fold,alpha,C,selected_features,train_roc_auc,train_pr_auc,train_brier_score,valid_roc_auc,valid_pr_auc,valid_brier_score,train_log_loss,valid_log_loss
5,30.0,0.03333333333333333,28,0.7451785544459345,0.3259081976567932,0.08862514308394155,0.7531492907220989,0.28203813835155733,0.09403819930594187,0.307963974199167,0.3205585794761931
5,60.0,0.016666666666666666,20,0.7456682704269821,0.32508160599521924,0.08873242108778566,0.753377181740719,0.2818000552435676,0.09442923989377335,0.3085021231745882,0.3223428273151073
5,100.0,0.01,14,0.7460384835877132,0.3243594398733502,0.0888686336257588,0.7534508647490488,0.28236172807342946,0.09483522407193061,0.30924237331866977,0.3243122363714746
5,150.0,0.006666666666666667,11,0.7460352036078314,0.32321502815385245,0.08905216527785763,0.7542566410758562,0.2824566504202616,0.09502995107987204,0.3102949694101692,0.325460169302611
5,220.0,0.004545454545454545,8,0.7459484339877576,0.32230538096790834,0.08926145591009656,0.7559718762483348,0.28259801780798505,0.09521520081244797,0.3116348703437342,0.32660658381560975
5,330.0,0.0030303030303030303,5,0.7462567604214784,0.3220281413929759,0.08948183482048756,0.7573076439279148,0.28225426164785705,0.09510365609483518,0.3131912760565119,0.32667799690862603
5,500.0,0.002,4,0.7461716391161677,0.3213316930637471,0.08986678819579764,0.7592028761635995,0.2824453945102431,0.0946776616279638,0.31561447392056047,0.3263905251958368
5,750.0,0.0013333333333333333,2,0.7447258506236557,0.32025805322581335,0.09055802914756027,0.759462345614361,0.28233732112061255,0.09492176134952898,0.31933799145583114,0.3294151534862351
5,1000.0,0.001,2,0.7443919753111086,0.31966844401784433,0.09145177359985228,0.7593549789450804,0.2816267518078666,0.09556465255135634,0.32354065275367494,0.3331522423019721
6,30.0,0.03333333333333333,27,0.7461394563061117,0.32151022696453346,0.08908557783219394,0.696541318612402,0.1596975841292053,0.06284729815884368,0.3089073034722512,0.24120112504005353
6,60.0,0.016666666666666666,22,0.7466299269519017,0.3209243548527361,0.08916778390654036,0.69566465021846,0.160273281295116,0.06285251507298287,0.309345897954513,0.2415093244683837
6,100.0,0.01,18,0.7469965825847582,0.3202575922158367,0.08930935713822988,0.6950591335289064,0.16082956660421893,0.0628584408207792,0.31010512503352194,0.2418476323572581
6,150.0,0.006666666666666667,15,0.7473397576458104,0.3192805520448822,0.08949279622272477,0.6966985200606515,0.16119958506055707,0.06289657331464969,0.3111286282625021,0.24236392940276444
6,220.0,0.004545454545454545,9,0.7477027933024316,0.31842213806915853,0.08971425046523318,0.6986589635184511,0.16166367046061458,0.06288372380855693,0.31248979192206355,0.24253473557317975
6,330.0,0.0030303030303030303,6,0.7482825479355808,0.3182358181359804,0.08994555871816702,0.6965429821197908,0.1614038541848698,0.06310674469130044,0.31415308987213914,0.24427158456832124
6,500.0,0.002,3,0.7479651660264323,0.31748614835137084,0.09026510904344599,0.6932933204356061,0.1608688698057472,0.06350041562812155,0.31625162428229453,0.24706146200028942
6,750.0,0.0013333333333333333,2,0.7470652701556072,0.31661049926158835,0.09076999651454135,0.689744227421422,0.16061343161125718,0.06418804953722376,0.3191767109182241,0.2513903551982092
6,1000.0,0.001,2,0.7468021024821974,0.3161143514475003,0.09144242138194834,0.6896793506332557,0.16086052049262173,0.06500180981949256,0.3225719283109286,0.2559923023851794
7,30.0,0.03333333333333333,29,0.7443845333980401,0.3118784056455387,0.08647861476998514,0.7272706034270374,0.26092193125226504,0.09479125797601685,0.3019811456440498,0.32564968694967655
7,60.0,0.016666666666666666,24,0.7448953920682411,0.3113236028104155,0.08655555395878299,0.7294687837160504,0.2619308617372811,0.09491336426383482,0.30238617661342004,0.32601257828898816
7,100.0,0.01,19,0.7451550371363647,0.31057218687938504,0.08668520038871122,0.7316090892100142,0.2617538920579586,0.09511959351027231,0.30309091752414524,0.32670232874000865
7,150.0,0.006666666666666667,15,0.7455519938642734,0.30953844799393826,0.08685711131718442,0.7332683436552234,0.26101021970392335,0.09533063100835218,0.3040355560276845,0.32752931459617507
7,220.0,0.004545454545454545,8,0.7461463846667145,0.3090040466664393,0.08703510806893278,0.7348596350383567,0.261079255295982,0.09540279910419408,0.3051637432888775,0.32804838631958366
7,330.0,0.0030303030303030303,8,0.7467683568335742,0.3088879151079887,0.0872315934223792,0.7360904036156348,0.26197351170598293,0.0953670524603663,0.306626245290095,0.3284483985507128
7,500.0,0.002,3,0.74630917809055,0.308157287489352,0.08750825019428682,0.7367588840465207,0.26219005248952837,0.09535232295643918,0.3085191019929545,0.32937434401732774
7,750.0,0.0013333333333333333,2,0.745198864227518,0.3071394755637007,0.08793185161228087,0.7365974717740906,0.2616892937712123,0.09552908125912232,0.3111099343195945,0.331214939342558
7,1000.0,0.001,2,0.7449819220550751,0.3067053757063685,0.08846303294053641,0.7366378248421982,0.2620137066010392,0.0957787609878124,0.31396098581197873,0.3332565208003654
