trial_no,param_hash,params,objective_score,mean_valid_ll,std_valid_ll,mean_train_ll,mean_gap,mean_valid_prauc,guardrail_ok,elapsed_s,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
1,3102fa2abec5c0ff,"{'num_leaves': 18, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2855552617911876,0.2825412796754013,0.0090530857327799,0.2450341728494885,0.0375071068259128,0.3296407559163925,True,27.0,18,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
2,b278257a334dc6ff,"{'num_leaves': 20, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2850280523147643,0.2825194484558542,0.0090043485992771,0.249944281364947,0.0325751670909071,0.3263025980729058,True,9.9,20,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
3,cb56c02c336ac185,"{'num_leaves': 5, 'max_depth': 3, 'min_child_samples': 353, 'min_child_weight': 0.011198164932559403, 'min_split_gain': 0.0, 'reg_alpha': 0.95290284510031, 'reg_lambda': 86.10323423725237, 'subsample': 0.612912679069076, 'colsample_bytree': 0.5722758236209213, 'learning_rate': 0.014740961625414347, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.2848777635266575,0.2824394211755485,0.0088522108138348,0.2501865246990457,0.0322528964765028,0.3272619709391132,True,26.0,5,3,353,0.0111981649325594,0.0,0.95290284510031,86.10323423725237,0.612912679069076,0.5722758236209213,0.0147409616254143,63,0.0057264495156937,False
4,861f3aae745e714d,"{'num_leaves': 9, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2843452390276634,0.2810099651631899,0.0096262834098477,0.2417229350430732,0.0392870301201166,0.3282188723347757,True,28.8,9,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
5,f774fe3fd6917374,"{'num_leaves': 4, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.2904237406606054,0.2882519015076529,0.0086873566118097,0.2695077311643669,0.018744170343286,0.3068637157511851,True,43.1,4,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
6,97d0c9c989d4eda9,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2742605692386148,0.2712566640690114,0.0120156206784139,0.2506922292837918,0.0205644347852195,0.3453430090892861,True,82.2,32,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
7,068219ddd372df59,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2738176311748918,0.2707531883866353,0.0122577711530258,0.253075547244825,0.0176776411418102,0.343711764090982,True,22.9,32,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
8,fad4d26dae8b213e,"{'num_leaves': 13, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2729913053206458,0.2699893836744644,0.0120076865847256,0.2399999661265895,0.0299894175478749,0.3451935410080007,True,58.1,13,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
9,74e19370a52f3a04,"{'num_leaves': 5, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.278892226557325,0.2757473931515953,0.0125793336229186,0.2669176378344663,0.008829755317129,0.3272666613308119,True,64.0,5,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
10,d0089945e4554100,"{'num_leaves': 13, 'max_depth': 5, 'min_child_samples': 2079, 'min_child_weight': 0.0045786579640486645, 'min_split_gain': 0.011481415388655809, 'reg_alpha': 0.17251570726102333, 'reg_lambda': 4.054153574900173, 'subsample': 0.4654089172839697, 'colsample_bytree': 0.6120304335394173, 'learning_rate': 0.008195107921137312, 'max_bin': 63, 'path_smooth': 2.591864498494624, 'extra_trees': False}",0.2780760973692417,0.2748623205410809,0.0128551073126433,0.2652293411367436,0.0096329794043373,0.3314013921375028,True,37.3,13,5,2079,0.0045786579640486,0.0114814153886558,0.1725157072610233,4.054153574900173,0.4654089172839697,0.6120304335394173,0.0081951079211373,63,2.591864498494624,False
