trial_no,param_hash,params,objective_score,mean_valid_ll,std_valid_ll,mean_train_ll,mean_gap,mean_valid_prauc,guardrail_ok,elapsed_s,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
1,3102fa2abec5c0ff,"{'num_leaves': 18, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2765968452193059,0.2758658659576752,0.0014817276933904,0.2422603925748454,0.0336054733828298,0.3639297262802426,True,22.2,18,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
2,b278257a334dc6ff,"{'num_leaves': 20, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2755086206103396,0.2750391231541157,0.0008619473436958,0.2424990169511165,0.0325401062029991,0.3581184730577842,True,31.0,20,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
3,cb56c02c336ac185,"{'num_leaves': 5, 'max_depth': 3, 'min_child_samples': 353, 'min_child_weight': 0.011198164932559403, 'min_split_gain': 0.0, 'reg_alpha': 0.95290284510031, 'reg_lambda': 86.10323423725237, 'subsample': 0.612912679069076, 'colsample_bytree': 0.5722758236209213, 'learning_rate': 0.014740961625414347, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.2741588106870886,0.2738405199810512,0.0002009692520162,0.2411600360507178,0.0326804839303334,0.3651161655924863,True,57.3,5,3,353,0.0111981649325594,0.0,0.95290284510031,86.10323423725237,0.612912679069076,0.5722758236209213,0.0147409616254143,63,0.0057264495156937,False
4,861f3aae745e714d,"{'num_leaves': 9, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2746767930038072,0.2731980485690052,0.0018844753742619,0.2331217926566401,0.040076255912365,0.3667040277488441,True,43.9,9,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
5,f774fe3fd6917374,"{'num_leaves': 4, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.2810812178967465,0.2807578322010218,0.0012935427828991,0.2608859274161098,0.019871904784912,0.338496177542179,True,60.8,4,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
6,97d0c9c989d4eda9,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 283, 'min_child_weight': 0.08450201302139065, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.1080485964481517, 'reg_lambda': 37.33607072503034, 'subsample': 0.5140568163377729, 'colsample_bytree': 0.6202315627373403, 'learning_rate': 0.011742701698247473, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.2682037804208841,0.2661224287989191,0.0083254064878598,0.2412553454222442,0.0248670833766748,0.3603555818550039,True,100.0,32,5,283,0.0845020130213906,0.0061584598761694,1.1080485964481517,37.33607072503034,0.5140568163377729,0.6202315627373403,0.0117427016982474,63,5.094011902587738,True
7,068219ddd372df59,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 1547, 'min_child_weight': 0.0001554002697432927, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.044206137953301, 'reg_lambda': 18.337021671045928, 'subsample': 0.8290438700426869, 'colsample_bytree': 0.562715580877921, 'learning_rate': 0.04673777448553254, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.2682441838946617,0.2663657620550725,0.0075136873583567,0.2443423977056533,0.0220233643494192,0.3564680836480492,True,61.5,32,5,1547,0.0001554002697432,8.108768226750889e-05,2.044206137953301,18.337021671045928,0.8290438700426869,0.562715580877921,0.0467377744855325,63,1.2987752032221334,True
8,fad4d26dae8b213e,"{'num_leaves': 13, 'max_depth': -1, 'min_child_samples': 1003, 'min_child_weight': 0.03147999017725312, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 0.6324998225557302, 'reg_lambda': 4.214376026129216, 'subsample': 0.8661299006976004, 'colsample_bytree': 0.8328586144980811, 'learning_rate': 0.012202487834934933, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.2668056066568312,0.2647663555549642,0.0072037845931587,0.2323833060191905,0.0323830495357736,0.3590478743177128,True,128.8,13,-1,1003,0.0314799901772531,0.0047781081849265,0.6324998225557302,4.214376026129216,0.8661299006976004,0.8328586144980811,0.0122024878349349,127,0.5370095583865401,False
9,74e19370a52f3a04,"{'num_leaves': 5, 'max_depth': 6, 'min_child_samples': 3645, 'min_child_weight': 0.009875351660720863, 'min_split_gain': 0.0, 'reg_alpha': 0.6617005787654167, 'reg_lambda': 36.42990695707062, 'subsample': 0.6794578877691699, 'colsample_bytree': 0.6912447175717362, 'learning_rate': 0.00689869591812769, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.2738140656252265,0.2716179216435857,0.0087845759265631,0.257707507285723,0.0139104143578626,0.3370052375358473,True,117.1,5,6,3645,0.0098753516607208,0.0,0.6617005787654167,36.42990695707062,0.6794578877691699,0.6912447175717362,0.0068986959181276,63,0.0028715758625046,False
10,d0089945e4554100,"{'num_leaves': 13, 'max_depth': 5, 'min_child_samples': 2079, 'min_child_weight': 0.0045786579640486645, 'min_split_gain': 0.011481415388655809, 'reg_alpha': 0.17251570726102333, 'reg_lambda': 4.054153574900173, 'subsample': 0.4654089172839697, 'colsample_bytree': 0.6120304335394173, 'learning_rate': 0.008195107921137312, 'max_bin': 63, 'path_smooth': 2.591864498494624, 'extra_trees': False}",0.2718175889207691,0.2697996094864839,0.0080719177371406,0.2539377142802848,0.0158618952061991,0.3437818139068702,True,84.8,13,5,2079,0.0045786579640486,0.0114814153886558,0.1725157072610233,4.054153574900173,0.4654089172839697,0.6120304335394173,0.0081951079211373,63,2.591864498494624,False
